filename,first_commit,latest_commit,forecast_date,source,indicator,model,diff,retrospective
2024-11-07-icosari-sari-KIT-TSMixer.csv,2024-11-08,2024-11-08,2024-11-07,icosari,sari,KIT-TSMixer,1 days,False
2024-11-14-icosari-sari-KIT-TSMixer.csv,2024-11-15,2024-11-15,2024-11-14,icosari,sari,KIT-TSMixer,1 days,False
2024-11-21-icosari-sari-KIT-TSMixer.csv,2024-11-22,2024-11-22,2024-11-21,icosari,sari,KIT-TSMixer,1 days,False
2024-11-28-icosari-sari-KIT-TSMixer.csv,2024-12-02,2024-12-02,2024-11-28,icosari,sari,KIT-TSMixer,4 days,True
2024-12-05-icosari-sari-KIT-TSMixer.csv,2024-12-06,2024-12-06,2024-12-05,icosari,sari,KIT-TSMixer,1 days,False
2024-12-12-icosari-sari-KIT-TSMixer.csv,2024-12-13,2024-12-13,2024-12-12,icosari,sari,KIT-TSMixer,1 days,False
2024-12-19-icosari-sari-KIT-TSMixer.csv,2025-01-13,2025-01-13,2024-12-19,icosari,sari,KIT-TSMixer,25 days,True
2025-01-09-icosari-sari-KIT-TSMixer.csv,2025-01-13,2025-01-13,2025-01-09,icosari,sari,KIT-TSMixer,4 days,True
2025-01-16-icosari-sari-KIT-TSMixer.csv,2025-01-21,2025-01-21,2025-01-16,icosari,sari,KIT-TSMixer,5 days,True
2025-01-23-icosari-sari-KIT-TSMixer.csv,2025-01-30,2025-01-30,2025-01-23,icosari,sari,KIT-TSMixer,7 days,True
2025-01-30-icosari-sari-KIT-TSMixer.csv,2025-01-31,2025-01-31,2025-01-30,icosari,sari,KIT-TSMixer,1 days,False
2025-02-06-icosari-sari-KIT-TSMixer.csv,2025-02-07,2025-02-07,2025-02-06,icosari,sari,KIT-TSMixer,1 days,False
2025-02-13-icosari-sari-KIT-TSMixer.csv,2025-02-14,2025-02-14,2025-02-13,icosari,sari,KIT-TSMixer,1 days,False
2025-02-20-icosari-sari-KIT-TSMixer.csv,2025-02-25,2025-02-25,2025-02-20,icosari,sari,KIT-TSMixer,5 days,True
2025-02-27-icosari-sari-KIT-TSMixer.csv,2025-03-04,2025-03-04,2025-02-27,icosari,sari,KIT-TSMixer,5 days,True
2025-03-06-icosari-sari-KIT-TSMixer.csv,2025-03-07,2025-03-07,2025-03-06,icosari,sari,KIT-TSMixer,1 days,False
2025-03-13-icosari-sari-KIT-TSMixer.csv,2025-04-30,2025-04-30,2025-03-13,icosari,sari,KIT-TSMixer,48 days,True
2025-03-20-icosari-sari-KIT-TSMixer.csv,2025-03-27,2025-03-27,2025-03-20,icosari,sari,KIT-TSMixer,7 days,True
2025-03-27-icosari-sari-KIT-TSMixer.csv,2025-04-22,2025-04-22,2025-03-27,icosari,sari,KIT-TSMixer,26 days,True
2025-10-09-icosari-sari-KIT-TSMixer.csv,2025-10-10,2025-10-10,2025-10-09,icosari,sari,KIT-TSMixer,1 days,False
2025-10-16-icosari-sari-KIT-TSMixer.csv,2025-10-16,2025-10-16,2025-10-16,icosari,sari,KIT-TSMixer,0 days,False
2025-10-23-icosari-sari-KIT-TSMixer.csv,2025-10-23,2025-10-23,2025-10-23,icosari,sari,KIT-TSMixer,0 days,False
2025-10-30-icosari-sari-KIT-TSMixer.csv,2025-10-30,2025-10-30,2025-10-30,icosari,sari,KIT-TSMixer,0 days,False
2023-10-05-icosari-sari-KIT-epinowcast.csv,2023-12-04,2023-12-04,2023-10-05,icosari,sari,KIT-epinowcast,60 days,True
2023-10-12-icosari-sari-KIT-epinowcast.csv,2023-12-04,2023-12-04,2023-10-12,icosari,sari,KIT-epinowcast,53 days,True
2023-10-19-icosari-sari-KIT-epinowcast.csv,2023-12-04,2023-12-04,2023-10-19,icosari,sari,KIT-epinowcast,46 days,True
2023-10-26-icosari-sari-KIT-epinowcast.csv,2023-12-04,2023-12-04,2023-10-26,icosari,sari,KIT-epinowcast,39 days,True
2023-11-02-icosari-sari-KIT-epinowcast.csv,2023-12-04,2023-12-04,2023-11-02,icosari,sari,KIT-epinowcast,32 days,True
2023-11-09-icosari-sari-KIT-epinowcast.csv,2023-12-04,2023-12-04,2023-11-09,icosari,sari,KIT-epinowcast,25 days,True
2023-11-16-icosari-sari-KIT-epinowcast.csv,2023-12-04,2023-12-04,2023-11-16,icosari,sari,KIT-epinowcast,18 days,True
2023-11-23-icosari-sari-KIT-epinowcast.csv,2023-12-04,2023-12-04,2023-11-23,icosari,sari,KIT-epinowcast,11 days,True
2023-11-30-icosari-sari-KIT-epinowcast.csv,2023-12-04,2024-01-12,2023-11-30,icosari,sari,KIT-epinowcast,43 days,True
2023-12-07-icosari-sari-KIT-epinowcast.csv,2024-01-10,2024-01-10,2023-12-07,icosari,sari,KIT-epinowcast,34 days,True
2023-12-14-icosari-sari-KIT-epinowcast.csv,2023-12-15,2024-01-12,2023-12-14,icosari,sari,KIT-epinowcast,29 days,True
2023-12-21-icosari-sari-KIT-epinowcast.csv,2024-01-10,2024-01-10,2023-12-21,icosari,sari,KIT-epinowcast,20 days,True
2024-01-04-icosari-sari-KIT-epinowcast.csv,2024-01-10,2024-01-10,2024-01-04,icosari,sari,KIT-epinowcast,6 days,True
2024-01-11-icosari-sari-KIT-epinowcast.csv,2024-01-12,2024-01-12,2024-01-11,icosari,sari,KIT-epinowcast,1 days,False
2024-01-18-icosari-sari-KIT-epinowcast.csv,2024-01-19,2024-01-19,2024-01-18,icosari,sari,KIT-epinowcast,1 days,False
2024-01-25-icosari-sari-KIT-epinowcast.csv,2024-01-26,2024-01-26,2024-01-25,icosari,sari,KIT-epinowcast,1 days,False
2024-02-01-icosari-sari-KIT-epinowcast.csv,2024-02-02,2024-02-02,2024-02-01,icosari,sari,KIT-epinowcast,1 days,False
2024-02-08-icosari-sari-KIT-epinowcast.csv,2024-02-08,2024-02-09,2024-02-08,icosari,sari,KIT-epinowcast,1 days,False
2024-02-15-icosari-sari-KIT-epinowcast.csv,2024-02-16,2024-02-16,2024-02-15,icosari,sari,KIT-epinowcast,1 days,False
2024-02-22-icosari-sari-KIT-epinowcast.csv,2024-02-23,2024-02-23,2024-02-22,icosari,sari,KIT-epinowcast,1 days,False
2024-02-29-icosari-sari-KIT-epinowcast.csv,2024-03-01,2024-03-01,2024-02-29,icosari,sari,KIT-epinowcast,1 days,False
2024-03-07-icosari-sari-KIT-epinowcast.csv,2024-03-07,2024-03-07,2024-03-07,icosari,sari,KIT-epinowcast,0 days,False
2024-03-14-icosari-sari-KIT-epinowcast.csv,2024-03-15,2024-03-15,2024-03-14,icosari,sari,KIT-epinowcast,1 days,False
2024-03-21-icosari-sari-KIT-epinowcast.csv,2024-03-22,2024-03-22,2024-03-21,icosari,sari,KIT-epinowcast,1 days,False
2024-03-28-icosari-sari-KIT-epinowcast.csv,2024-03-28,2024-03-28,2024-03-28,icosari,sari,KIT-epinowcast,0 days,False
2024-04-04-icosari-sari-KIT-epinowcast.csv,2024-04-06,2024-04-06,2024-04-04,icosari,sari,KIT-epinowcast,2 days,False
2024-04-11-icosari-sari-KIT-epinowcast.csv,2024-04-12,2024-04-12,2024-04-11,icosari,sari,KIT-epinowcast,1 days,False
2024-04-18-icosari-sari-KIT-epinowcast.csv,2024-04-19,2024-04-19,2024-04-18,icosari,sari,KIT-epinowcast,1 days,False
2024-04-25-icosari-sari-KIT-epinowcast.csv,2024-04-26,2024-04-26,2024-04-25,icosari,sari,KIT-epinowcast,1 days,False
2024-05-02-icosari-sari-KIT-epinowcast.csv,2024-05-06,2024-05-06,2024-05-02,icosari,sari,KIT-epinowcast,4 days,True
2024-05-09-icosari-sari-KIT-epinowcast.csv,2024-05-10,2024-05-10,2024-05-09,icosari,sari,KIT-epinowcast,1 days,False
2024-05-16-icosari-sari-KIT-epinowcast.csv,2024-05-17,2024-05-17,2024-05-16,icosari,sari,KIT-epinowcast,1 days,False
2024-05-23-icosari-sari-KIT-epinowcast.csv,2024-05-24,2024-05-24,2024-05-23,icosari,sari,KIT-epinowcast,1 days,False
2024-05-30-icosari-sari-KIT-epinowcast.csv,2024-05-31,2024-05-31,2024-05-30,icosari,sari,KIT-epinowcast,1 days,False
2024-06-06-icosari-sari-KIT-epinowcast.csv,2024-06-10,2024-06-10,2024-06-06,icosari,sari,KIT-epinowcast,4 days,True
2024-09-12-icosari-sari-KIT-epinowcast.csv,2024-09-13,2024-09-13,2024-09-12,icosari,sari,KIT-epinowcast,1 days,False
2024-09-19-icosari-sari-KIT-epinowcast.csv,2024-09-20,2024-09-20,2024-09-19,icosari,sari,KIT-epinowcast,1 days,False
2024-09-26-icosari-sari-KIT-epinowcast.csv,2024-09-30,2024-09-30,2024-09-26,icosari,sari,KIT-epinowcast,4 days,True
2024-10-03-icosari-sari-KIT-epinowcast.csv,2024-10-04,2024-10-04,2024-10-03,icosari,sari,KIT-epinowcast,1 days,False
2024-10-17-icosari-sari-KIT-epinowcast.csv,2025-05-21,2025-05-21,2024-10-17,icosari,sari,KIT-epinowcast,216 days,True
2024-10-24-icosari-sari-KIT-epinowcast.csv,2024-10-24,2024-10-24,2024-10-24,icosari,sari,KIT-epinowcast,0 days,False
2024-10-31-icosari-sari-KIT-epinowcast.csv,2024-11-01,2024-11-01,2024-10-31,icosari,sari,KIT-epinowcast,1 days,False
2024-11-07-icosari-sari-KIT-epinowcast.csv,2024-11-07,2024-11-07,2024-11-07,icosari,sari,KIT-epinowcast,0 days,False
2024-11-14-icosari-sari-KIT-epinowcast.csv,2024-11-15,2024-11-15,2024-11-14,icosari,sari,KIT-epinowcast,1 days,False
2024-11-21-icosari-sari-KIT-epinowcast.csv,2024-11-22,2024-11-22,2024-11-21,icosari,sari,KIT-epinowcast,1 days,False
2024-11-28-icosari-sari-KIT-epinowcast.csv,2024-11-29,2024-11-29,2024-11-28,icosari,sari,KIT-epinowcast,1 days,False
2024-12-05-icosari-sari-KIT-epinowcast.csv,2024-12-05,2024-12-05,2024-12-05,icosari,sari,KIT-epinowcast,0 days,False
2024-12-12-icosari-sari-KIT-epinowcast.csv,2024-12-13,2024-12-13,2024-12-12,icosari,sari,KIT-epinowcast,1 days,False
2024-12-19-icosari-sari-KIT-epinowcast.csv,2024-12-20,2024-12-20,2024-12-19,icosari,sari,KIT-epinowcast,1 days,False
2025-01-09-icosari-sari-KIT-epinowcast.csv,2025-01-10,2025-01-10,2025-01-09,icosari,sari,KIT-epinowcast,1 days,False
2025-01-16-icosari-sari-KIT-epinowcast.csv,2025-01-17,2025-01-17,2025-01-16,icosari,sari,KIT-epinowcast,1 days,False
2025-01-23-icosari-sari-KIT-epinowcast.csv,2025-01-24,2025-01-24,2025-01-23,icosari,sari,KIT-epinowcast,1 days,False
2025-01-30-icosari-sari-KIT-epinowcast.csv,2025-01-31,2025-01-31,2025-01-30,icosari,sari,KIT-epinowcast,1 days,False
2025-02-06-icosari-sari-KIT-epinowcast.csv,2025-02-07,2025-02-07,2025-02-06,icosari,sari,KIT-epinowcast,1 days,False
2025-02-13-icosari-sari-KIT-epinowcast.csv,2025-02-14,2025-02-14,2025-02-13,icosari,sari,KIT-epinowcast,1 days,False
2025-02-20-icosari-sari-KIT-epinowcast.csv,2025-02-21,2025-02-21,2025-02-20,icosari,sari,KIT-epinowcast,1 days,False
2025-02-27-icosari-sari-KIT-epinowcast.csv,2025-02-28,2025-02-28,2025-02-27,icosari,sari,KIT-epinowcast,1 days,False
2025-03-06-icosari-sari-KIT-epinowcast.csv,2025-03-06,2025-03-06,2025-03-06,icosari,sari,KIT-epinowcast,0 days,False
2025-03-13-icosari-sari-KIT-epinowcast.csv,2025-03-14,2025-03-14,2025-03-13,icosari,sari,KIT-epinowcast,1 days,False
2025-03-20-icosari-sari-KIT-epinowcast.csv,2025-03-20,2025-03-20,2025-03-20,icosari,sari,KIT-epinowcast,0 days,False
2025-03-27-icosari-sari-KIT-epinowcast.csv,2025-03-28,2025-03-28,2025-03-27,icosari,sari,KIT-epinowcast,1 days,False
2023-10-05-icosari-sari-KIT-hhh4.csv,2024-03-07,2024-10-15,2023-10-05,icosari,sari,KIT-hhh4,376 days,True
2023-10-12-icosari-sari-KIT-hhh4.csv,2024-03-07,2024-10-15,2023-10-12,icosari,sari,KIT-hhh4,369 days,True
2023-10-19-icosari-sari-KIT-hhh4.csv,2024-03-07,2024-10-15,2023-10-19,icosari,sari,KIT-hhh4,362 days,True
2023-10-26-icosari-sari-KIT-hhh4.csv,2024-03-07,2024-10-15,2023-10-26,icosari,sari,KIT-hhh4,355 days,True
2023-11-02-icosari-sari-KIT-hhh4.csv,2024-03-07,2024-10-15,2023-11-02,icosari,sari,KIT-hhh4,348 days,True
2023-11-09-icosari-sari-KIT-hhh4.csv,2024-03-07,2024-10-15,2023-11-09,icosari,sari,KIT-hhh4,341 days,True
2023-11-16-icosari-sari-KIT-hhh4.csv,2024-03-07,2024-10-25,2023-11-16,icosari,sari,KIT-hhh4,344 days,True
2023-11-23-icosari-sari-KIT-hhh4.csv,2024-03-07,2024-10-25,2023-11-23,icosari,sari,KIT-hhh4,337 days,True
2023-11-30-icosari-sari-KIT-hhh4.csv,2024-03-07,2024-10-25,2023-11-30,icosari,sari,KIT-hhh4,330 days,True
2023-12-07-icosari-sari-KIT-hhh4.csv,2024-03-07,2024-10-25,2023-12-07,icosari,sari,KIT-hhh4,323 days,True
2023-12-14-icosari-sari-KIT-hhh4.csv,2024-03-07,2024-10-25,2023-12-14,icosari,sari,KIT-hhh4,316 days,True
2023-12-21-icosari-sari-KIT-hhh4.csv,2024-03-07,2024-10-25,2023-12-21,icosari,sari,KIT-hhh4,309 days,True
2023-12-28-icosari-sari-KIT-hhh4.csv,2024-10-15,2024-10-25,2023-12-28,icosari,sari,KIT-hhh4,302 days,True
2024-01-04-icosari-sari-KIT-hhh4.csv,2024-03-07,2024-10-25,2024-01-04,icosari,sari,KIT-hhh4,295 days,True
2024-01-11-icosari-sari-KIT-hhh4.csv,2024-03-07,2024-10-25,2024-01-11,icosari,sari,KIT-hhh4,288 days,True
2024-01-18-icosari-sari-KIT-hhh4.csv,2024-03-07,2024-10-25,2024-01-18,icosari,sari,KIT-hhh4,281 days,True
2024-01-25-icosari-sari-KIT-hhh4.csv,2024-03-07,2024-10-25,2024-01-25,icosari,sari,KIT-hhh4,274 days,True
2024-02-01-icosari-sari-KIT-hhh4.csv,2024-03-07,2024-10-25,2024-02-01,icosari,sari,KIT-hhh4,267 days,True
2024-02-08-icosari-sari-KIT-hhh4.csv,2024-03-07,2024-10-25,2024-02-08,icosari,sari,KIT-hhh4,260 days,True
2024-02-15-icosari-sari-KIT-hhh4.csv,2024-03-07,2024-10-25,2024-02-15,icosari,sari,KIT-hhh4,253 days,True
2024-02-22-icosari-sari-KIT-hhh4.csv,2024-03-07,2024-10-25,2024-02-22,icosari,sari,KIT-hhh4,246 days,True
2024-02-29-icosari-sari-KIT-hhh4.csv,2024-03-07,2024-10-25,2024-02-29,icosari,sari,KIT-hhh4,239 days,True
2024-03-07-icosari-sari-KIT-hhh4.csv,2024-03-07,2024-10-25,2024-03-07,icosari,sari,KIT-hhh4,232 days,True
2024-03-14-icosari-sari-KIT-hhh4.csv,2024-03-15,2024-10-25,2024-03-14,icosari,sari,KIT-hhh4,225 days,True
2024-03-21-icosari-sari-KIT-hhh4.csv,2024-03-22,2024-10-25,2024-03-21,icosari,sari,KIT-hhh4,218 days,True
2024-03-28-icosari-sari-KIT-hhh4.csv,2024-03-28,2024-10-25,2024-03-28,icosari,sari,KIT-hhh4,211 days,True
2024-04-04-icosari-sari-KIT-hhh4.csv,2024-04-06,2024-10-25,2024-04-04,icosari,sari,KIT-hhh4,204 days,True
2024-04-11-icosari-sari-KIT-hhh4.csv,2024-04-12,2024-10-25,2024-04-11,icosari,sari,KIT-hhh4,197 days,True
2024-04-18-icosari-sari-KIT-hhh4.csv,2024-04-19,2024-10-25,2024-04-18,icosari,sari,KIT-hhh4,190 days,True
2024-04-25-icosari-sari-KIT-hhh4.csv,2024-04-26,2024-10-25,2024-04-25,icosari,sari,KIT-hhh4,183 days,True
2024-05-02-icosari-sari-KIT-hhh4.csv,2024-05-06,2024-10-25,2024-05-02,icosari,sari,KIT-hhh4,176 days,True
2024-05-09-icosari-sari-KIT-hhh4.csv,2024-05-10,2024-10-25,2024-05-09,icosari,sari,KIT-hhh4,169 days,True
2024-05-16-icosari-sari-KIT-hhh4.csv,2024-05-17,2024-10-25,2024-05-16,icosari,sari,KIT-hhh4,162 days,True
2024-05-23-icosari-sari-KIT-hhh4.csv,2024-05-24,2024-10-25,2024-05-23,icosari,sari,KIT-hhh4,155 days,True
2024-05-30-icosari-sari-KIT-hhh4.csv,2024-05-31,2024-10-25,2024-05-30,icosari,sari,KIT-hhh4,148 days,True
2024-06-06-icosari-sari-KIT-hhh4.csv,2024-06-07,2024-10-25,2024-06-06,icosari,sari,KIT-hhh4,141 days,True
2024-06-13-icosari-sari-KIT-hhh4.csv,2024-10-15,2024-10-25,2024-06-13,icosari,sari,KIT-hhh4,134 days,True
2024-06-20-icosari-sari-KIT-hhh4.csv,2024-10-15,2024-10-25,2024-06-20,icosari,sari,KIT-hhh4,127 days,True
2024-06-27-icosari-sari-KIT-hhh4.csv,2024-10-15,2024-10-25,2024-06-27,icosari,sari,KIT-hhh4,120 days,True
2024-07-04-icosari-sari-KIT-hhh4.csv,2024-10-15,2024-10-15,2024-07-04,icosari,sari,KIT-hhh4,103 days,True
2024-07-11-icosari-sari-KIT-hhh4.csv,2024-10-15,2024-10-15,2024-07-11,icosari,sari,KIT-hhh4,96 days,True
2024-07-18-icosari-sari-KIT-hhh4.csv,2024-10-15,2024-10-15,2024-07-18,icosari,sari,KIT-hhh4,89 days,True
2024-07-25-icosari-sari-KIT-hhh4.csv,2024-10-15,2024-10-15,2024-07-25,icosari,sari,KIT-hhh4,82 days,True
2024-08-01-icosari-sari-KIT-hhh4.csv,2024-10-15,2024-10-15,2024-08-01,icosari,sari,KIT-hhh4,75 days,True
2024-08-08-icosari-sari-KIT-hhh4.csv,2024-10-15,2024-10-15,2024-08-08,icosari,sari,KIT-hhh4,68 days,True
2024-08-15-icosari-sari-KIT-hhh4.csv,2024-10-15,2024-10-15,2024-08-15,icosari,sari,KIT-hhh4,61 days,True
2024-08-22-icosari-sari-KIT-hhh4.csv,2024-10-15,2024-10-15,2024-08-22,icosari,sari,KIT-hhh4,54 days,True
2024-08-29-icosari-sari-KIT-hhh4.csv,2024-10-15,2024-10-15,2024-08-29,icosari,sari,KIT-hhh4,47 days,True
2024-09-05-icosari-sari-KIT-hhh4.csv,2024-10-15,2024-10-15,2024-09-05,icosari,sari,KIT-hhh4,40 days,True
2024-09-12-icosari-sari-KIT-hhh4.csv,2024-09-13,2024-10-15,2024-09-12,icosari,sari,KIT-hhh4,33 days,True
2024-09-19-icosari-sari-KIT-hhh4.csv,2024-09-20,2024-10-15,2024-09-19,icosari,sari,KIT-hhh4,26 days,True
2024-09-26-icosari-sari-KIT-hhh4.csv,2024-09-30,2024-10-15,2024-09-26,icosari,sari,KIT-hhh4,19 days,True
2024-10-03-icosari-sari-KIT-hhh4.csv,2024-10-04,2024-10-15,2024-10-03,icosari,sari,KIT-hhh4,12 days,True
2024-10-10-icosari-sari-KIT-hhh4.csv,2024-10-12,2024-10-12,2024-10-10,icosari,sari,KIT-hhh4,2 days,False
2024-10-17-icosari-sari-KIT-hhh4.csv,2024-10-17,2024-10-17,2024-10-17,icosari,sari,KIT-hhh4,0 days,False
2024-10-24-icosari-sari-KIT-hhh4.csv,2024-10-24,2024-10-24,2024-10-24,icosari,sari,KIT-hhh4,0 days,False
2024-10-31-icosari-sari-KIT-hhh4.csv,2024-11-01,2024-11-01,2024-10-31,icosari,sari,KIT-hhh4,1 days,False
2024-11-07-icosari-sari-KIT-hhh4.csv,2024-11-07,2024-11-07,2024-11-07,icosari,sari,KIT-hhh4,0 days,False
2024-11-14-icosari-sari-KIT-hhh4.csv,2024-11-15,2024-11-15,2024-11-14,icosari,sari,KIT-hhh4,1 days,False
2024-11-21-icosari-sari-KIT-hhh4.csv,2024-11-21,2024-11-21,2024-11-21,icosari,sari,KIT-hhh4,0 days,False
2024-11-28-icosari-sari-KIT-hhh4.csv,2024-11-29,2024-11-29,2024-11-28,icosari,sari,KIT-hhh4,1 days,False
2024-12-05-icosari-sari-KIT-hhh4.csv,2024-12-05,2024-12-05,2024-12-05,icosari,sari,KIT-hhh4,0 days,False
2024-12-12-icosari-sari-KIT-hhh4.csv,2024-12-13,2024-12-13,2024-12-12,icosari,sari,KIT-hhh4,1 days,False
2024-12-19-icosari-sari-KIT-hhh4.csv,2024-12-20,2024-12-20,2024-12-19,icosari,sari,KIT-hhh4,1 days,False
2025-01-09-icosari-sari-KIT-hhh4.csv,2025-01-10,2025-01-10,2025-01-09,icosari,sari,KIT-hhh4,1 days,False
2025-01-16-icosari-sari-KIT-hhh4.csv,2025-01-17,2025-01-17,2025-01-16,icosari,sari,KIT-hhh4,1 days,False
2025-01-23-icosari-sari-KIT-hhh4.csv,2025-01-24,2025-01-24,2025-01-23,icosari,sari,KIT-hhh4,1 days,False
2025-01-30-icosari-sari-KIT-hhh4.csv,2025-01-31,2025-01-31,2025-01-30,icosari,sari,KIT-hhh4,1 days,False
2025-02-06-icosari-sari-KIT-hhh4.csv,2025-02-07,2025-02-07,2025-02-06,icosari,sari,KIT-hhh4,1 days,False
2025-02-13-icosari-sari-KIT-hhh4.csv,2025-02-14,2025-02-14,2025-02-13,icosari,sari,KIT-hhh4,1 days,False
2025-02-20-icosari-sari-KIT-hhh4.csv,2025-02-21,2025-02-21,2025-02-20,icosari,sari,KIT-hhh4,1 days,False
2025-02-27-icosari-sari-KIT-hhh4.csv,2025-02-28,2025-02-28,2025-02-27,icosari,sari,KIT-hhh4,1 days,False
2025-03-06-icosari-sari-KIT-hhh4.csv,2025-03-06,2025-05-07,2025-03-06,icosari,sari,KIT-hhh4,62 days,True
2025-03-13-icosari-sari-KIT-hhh4.csv,2025-03-14,2025-03-14,2025-03-13,icosari,sari,KIT-hhh4,1 days,False
2025-03-20-icosari-sari-KIT-hhh4.csv,2025-03-20,2025-03-20,2025-03-20,icosari,sari,KIT-hhh4,0 days,False
2025-03-27-icosari-sari-KIT-hhh4.csv,2025-03-28,2025-03-28,2025-03-27,icosari,sari,KIT-hhh4,1 days,False
2023-11-16-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2023-11-16,icosari,sari,KIT-persistence,393 days,True
2023-11-23-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2023-11-23,icosari,sari,KIT-persistence,386 days,True
2023-11-30-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2023-11-30,icosari,sari,KIT-persistence,379 days,True
2023-12-07-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2023-12-07,icosari,sari,KIT-persistence,372 days,True
2023-12-14-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2023-12-14,icosari,sari,KIT-persistence,365 days,True
2023-12-21-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2023-12-21,icosari,sari,KIT-persistence,358 days,True
2023-12-28-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2023-12-28,icosari,sari,KIT-persistence,351 days,True
2024-01-04-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-01-04,icosari,sari,KIT-persistence,344 days,True
2024-01-11-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-01-11,icosari,sari,KIT-persistence,337 days,True
2024-01-18-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-01-18,icosari,sari,KIT-persistence,330 days,True
2024-01-25-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-01-25,icosari,sari,KIT-persistence,323 days,True
2024-02-01-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-02-01,icosari,sari,KIT-persistence,316 days,True
2024-02-08-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-02-08,icosari,sari,KIT-persistence,309 days,True
2024-02-15-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-02-15,icosari,sari,KIT-persistence,302 days,True
2024-02-22-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-02-22,icosari,sari,KIT-persistence,295 days,True
2024-02-29-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-02-29,icosari,sari,KIT-persistence,288 days,True
2024-03-07-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-03-07,icosari,sari,KIT-persistence,281 days,True
2024-03-14-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-03-14,icosari,sari,KIT-persistence,274 days,True
2024-03-21-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-03-21,icosari,sari,KIT-persistence,267 days,True
2024-03-28-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-03-28,icosari,sari,KIT-persistence,260 days,True
2024-04-04-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-04-04,icosari,sari,KIT-persistence,253 days,True
2024-04-11-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-04-11,icosari,sari,KIT-persistence,246 days,True
2024-04-18-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-04-18,icosari,sari,KIT-persistence,239 days,True
2024-04-25-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-04-25,icosari,sari,KIT-persistence,232 days,True
2024-05-02-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-05-02,icosari,sari,KIT-persistence,225 days,True
2024-05-09-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-05-09,icosari,sari,KIT-persistence,218 days,True
2024-05-16-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-05-16,icosari,sari,KIT-persistence,211 days,True
2024-05-23-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-05-23,icosari,sari,KIT-persistence,204 days,True
2024-05-30-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-05-30,icosari,sari,KIT-persistence,197 days,True
2024-06-06-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-06-06,icosari,sari,KIT-persistence,190 days,True
2024-06-13-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-06-13,icosari,sari,KIT-persistence,183 days,True
2024-06-20-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-06-20,icosari,sari,KIT-persistence,176 days,True
2024-06-27-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-06-27,icosari,sari,KIT-persistence,169 days,True
2024-07-04-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-07-04,icosari,sari,KIT-persistence,162 days,True
2024-07-11-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-07-11,icosari,sari,KIT-persistence,155 days,True
2024-07-18-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-07-18,icosari,sari,KIT-persistence,148 days,True
2024-07-25-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-07-25,icosari,sari,KIT-persistence,141 days,True
2024-08-01-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-08-01,icosari,sari,KIT-persistence,134 days,True
2024-08-08-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-08-08,icosari,sari,KIT-persistence,127 days,True
2024-08-15-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-08-15,icosari,sari,KIT-persistence,120 days,True
2024-08-22-icosari-sari-KIT-persistence.csv,2024-12-13,2024-12-13,2024-08-22,icosari,sari,KIT-persistence,113 days,True
