location,age_group,forecast_date,target_end_date,target,type,quantile,value,pathogen
DE,00+,2023-02-19,2023-01-22,-4 week ahead inc hosp,mean,NA,2735,seasonal_influenza
DE,00+,2023-02-19,2023-01-22,-4 week ahead inc hosp,quantile,0.025,2735,seasonal_influenza
DE,00+,2023-02-19,2023-01-22,-4 week ahead inc hosp,quantile,0.1,2735,seasonal_influenza
DE,00+,2023-02-19,2023-01-22,-4 week ahead inc hosp,quantile,0.25,2735,seasonal_influenza
DE,00+,2023-02-19,2023-01-22,-4 week ahead inc hosp,quantile,0.5,2735,seasonal_influenza
DE,00+,2023-02-19,2023-01-22,-4 week ahead inc hosp,quantile,0.75,2735,seasonal_influenza
DE,00+,2023-02-19,2023-01-22,-4 week ahead inc hosp,quantile,0.9,2735,seasonal_influenza
DE,00+,2023-02-19,2023-01-22,-4 week ahead inc hosp,quantile,0.975,2735,seasonal_influenza
DE,00+,2023-02-19,2023-01-29,-3 week ahead inc hosp,mean,NA,2084.141,seasonal_influenza
DE,00+,2023-02-19,2023-01-29,-3 week ahead inc hosp,quantile,0.025,2080,seasonal_influenza
DE,00+,2023-02-19,2023-01-29,-3 week ahead inc hosp,quantile,0.1,2081,seasonal_influenza
DE,00+,2023-02-19,2023-01-29,-3 week ahead inc hosp,quantile,0.25,2082,seasonal_influenza
DE,00+,2023-02-19,2023-01-29,-3 week ahead inc hosp,quantile,0.5,2084,seasonal_influenza
DE,00+,2023-02-19,2023-01-29,-3 week ahead inc hosp,quantile,0.75,2086,seasonal_influenza
DE,00+,2023-02-19,2023-01-29,-3 week ahead inc hosp,quantile,0.9,2087,seasonal_influenza
DE,00+,2023-02-19,2023-01-29,-3 week ahead inc hosp,quantile,0.975,2089,seasonal_influenza
DE,00+,2023-02-19,2023-02-05,-2 week ahead inc hosp,mean,NA,2091.253,seasonal_influenza
DE,00+,2023-02-19,2023-02-05,-2 week ahead inc hosp,quantile,0.025,2086,seasonal_influenza
DE,00+,2023-02-19,2023-02-05,-2 week ahead inc hosp,quantile,0.1,2088,seasonal_influenza
DE,00+,2023-02-19,2023-02-05,-2 week ahead inc hosp,quantile,0.25,2089,seasonal_influenza
DE,00+,2023-02-19,2023-02-05,-2 week ahead inc hosp,quantile,0.5,2091,seasonal_influenza
DE,00+,2023-02-19,2023-02-05,-2 week ahead inc hosp,quantile,0.75,2093,seasonal_influenza
DE,00+,2023-02-19,2023-02-05,-2 week ahead inc hosp,quantile,0.9,2095,seasonal_influenza
DE,00+,2023-02-19,2023-02-05,-2 week ahead inc hosp,quantile,0.975,2097,seasonal_influenza
DE,00+,2023-02-19,2023-02-12,-1 week ahead inc hosp,mean,NA,2301.844,seasonal_influenza
DE,00+,2023-02-19,2023-02-12,-1 week ahead inc hosp,quantile,0.025,2294,seasonal_influenza
DE,00+,2023-02-19,2023-02-12,-1 week ahead inc hosp,quantile,0.1,2296,seasonal_influenza
DE,00+,2023-02-19,2023-02-12,-1 week ahead inc hosp,quantile,0.25,2299,seasonal_influenza
DE,00+,2023-02-19,2023-02-12,-1 week ahead inc hosp,quantile,0.5,2302,seasonal_influenza
DE,00+,2023-02-19,2023-02-12,-1 week ahead inc hosp,quantile,0.75,2305,seasonal_influenza
DE,00+,2023-02-19,2023-02-12,-1 week ahead inc hosp,quantile,0.9,2308,seasonal_influenza
DE,00+,2023-02-19,2023-02-12,-1 week ahead inc hosp,quantile,0.975,2311,seasonal_influenza
DE,00+,2023-02-19,2023-02-19,0 week ahead inc hosp,mean,NA,2523.945,seasonal_influenza
DE,00+,2023-02-19,2023-02-19,0 week ahead inc hosp,quantile,0.025,2479,seasonal_influenza
DE,00+,2023-02-19,2023-02-19,0 week ahead inc hosp,quantile,0.1,2491,seasonal_influenza
DE,00+,2023-02-19,2023-02-19,0 week ahead inc hosp,quantile,0.25,2505,seasonal_influenza
DE,00+,2023-02-19,2023-02-19,0 week ahead inc hosp,quantile,0.5,2522,seasonal_influenza
DE,00+,2023-02-19,2023-02-19,0 week ahead inc hosp,quantile,0.75,2541,seasonal_influenza
DE,00+,2023-02-19,2023-02-19,0 week ahead inc hosp,quantile,0.9,2558,seasonal_influenza
DE,00+,2023-02-19,2023-02-19,0 week ahead inc hosp,quantile,0.975,2579,seasonal_influenza
DE,00-04,2023-02-19,2023-01-22,-4 week ahead inc hosp,mean,NA,336,seasonal_influenza
DE,00-04,2023-02-19,2023-01-22,-4 week ahead inc hosp,quantile,0.025,336,seasonal_influenza
