location,age_group,year,week,date,value_0w,value_1w,value_2w,value_3w,value_4w,value_5w,value_6w,value_7w,value_8w,value_9w,value_10w,value_>10w
DE,00+,2023,36,2023-09-10,960,-23.0,3.0,5.0,-22.0,,,,,,,
DE,00+,2023,37,2023-09-17,1020,47.0,-8.0,5.0,,,,,,,,
DE,00+,2023,38,2023-09-24,1149,-8.0,9.0,,,,,,,,,
DE,00+,2023,39,2023-10-01,1276,34.0,,,,,,,,,,
DE,00+,2023,40,2023-10-08,1129,,,,,,,,,,,
DE,00-04,2023,36,2023-09-10,2873,45.0,-1.0,10.0,-49.0,,,,,,,
DE,00-04,2023,37,2023-09-17,3222,119.0,-68.0,36.0,,,,,,,,
DE,00-04,2023,38,2023-09-24,3496,-8.0,49.0,,,,,,,,,
DE,00-04,2023,39,2023-10-01,3791,81.0,,,,,,,,,,
DE,00-04,2023,40,2023-10-08,3266,,,,,,,,,,,
DE,05-14,2023,36,2023-09-10,1273,25.0,13.0,0.0,-29.0,,,,,,,
DE,05-14,2023,37,2023-09-17,1494,83.0,-30.0,4.0,,,,,,,,
DE,05-14,2023,38,2023-09-24,1623,-11.0,14.0,,,,,,,,,
DE,05-14,2023,39,2023-10-01,1791,94.0,,,,,,,,,,
DE,05-14,2023,40,2023-10-08,1253,,,,,,,,,,,
DE,15-34,2023,36,2023-09-10,1356,-44.0,14.0,20.0,-31.0,,,,,,,
DE,15-34,2023,37,2023-09-17,1397,77.0,-4.0,-2.0,,,,,,,,
DE,15-34,2023,38,2023-09-24,1536,-7.0,17.0,,,,,,,,,
DE,15-34,2023,39,2023-10-01,1785,48.0,,,,,,,,,,
DE,15-34,2023,40,2023-10-08,1499,,,,,,,,,,,
DE,35-59,2023,36,2023-09-10,898,-48.0,-4.0,0.0,-21.0,,,,,,,
DE,35-59,2023,37,2023-09-17,922,14.0,1.0,14.0,,,,,,,,
DE,35-59,2023,38,2023-09-24,1062,-6.0,4.0,,,,,,,,,
DE,35-59,2023,39,2023-10-01,1183,18.0,,,,,,,,,,
DE,35-59,2023,40,2023-10-08,1086,,,,,,,,,,,
DE,60+,2023,36,2023-09-10,321,-5.0,-1.0,-1.0,-8.0,,,,,,,
DE,60+,2023,37,2023-09-17,337,41.0,-5.0,-6.0,,,,,,,,
DE,60+,2023,38,2023-09-24,424,-11.0,-2.0,,,,,,,,,
DE,60+,2023,39,2023-10-01,423,16.0,,,,,,,,,,
DE,60+,2023,40,2023-10-08,508,,,,,,,,,,,
DE-BB-BE,00+,2023,36,2023-09-10,2072,-53.0,-31.0,78.0,54.0,,,,,,,
DE-BB-BE,00+,2023,37,2023-09-17,1811,615.0,125.0,41.0,,,,,,,,
DE-BB-BE,00+,2023,38,2023-09-24,2928,-79.0,-1.0,,,,,,,,,
DE-BB-BE,00+,2023,39,2023-10-01,2600,90.0,,,,,,,,,,
DE-BB-BE,00+,2023,40,2023-10-08,2443,,,,,,,,,,,
DE-BW,00+,2023,36,2023-09-10,678,-113.0,-35.0,0.0,-35.0,,,,,,,
DE-BW,00+,2023,37,2023-09-17,806,-18.0,-21.0,0.0,,,,,,,,
DE-BW,00+,2023,38,2023-09-24,885,13.0,-12.0,,,,,,,,,
DE-BW,00+,2023,39,2023-10-01,1114,14.0,,,,,,,,,,
DE-BW,00+,2023,40,2023-10-08,923,,,,,,,,,,,
DE-BY,00+,2023,36,2023-09-10,814,-151.0,26.0,-22.0,-9.0,,,,,,,
DE-BY,00+,2023,37,2023-09-17,815,45.0,-19.0,38.0,,,,,,,,
DE-BY,00+,2023,38,2023-09-24,1062,-12.0,75.0,,,,,,,,,
DE-BY,00+,2023,39,2023-10-01,1519,103.0,,,,,,,,,,
DE-BY,00+,2023,40,2023-10-08,1462,,,,,,,,,,,
DE-HE,00+,2023,36,2023-09-10,841,53.0,-8.0,-6.0,-17.0,,,,,,,
DE-HE,00+,2023,37,2023-09-17,923,105.0,-7.0,-25.0,,,,,,,,
DE-HE,00+,2023,38,2023-09-24,1212,-1.0,-1.0,,,,,,,,,
DE-HE,00+,2023,39,2023-10-01,1155,156.0,,,,,,,,,,
DE-HE,00+,2023,40,2023-10-08,976,,,,,,,,,,,
DE-MV,00+,2023,36,2023-09-10,979,0.0,250.0,0.0,-61.0,,,,,,,
DE-MV,00+,2023,37,2023-09-17,1261,258.0,0.0,-56.0,,,,,,,,
DE-MV,00+,2023,38,2023-09-24,1946,0.0,-206.0,,,,,,,,,
DE-MV,00+,2023,39,2023-10-01,1439,-204.0,,,,,,,,,,
DE-MV,00+,2023,40,2023-10-08,1224,,,,,,,,,,,
DE-NI-HB,00+,2023,36,2023-09-10,1962,-66.0,23.0,4.0,-9.0,,,,,,,
DE-NI-HB,00+,2023,37,2023-09-17,2040,71.0,-107.0,-4.0,,,,,,,,
DE-NI-HB,00+,2023,38,2023-09-24,2025,91.0,-20.0,,,,,,,,,
DE-NI-HB,00+,2023,39,2023-10-01,2127,59.0,,,,,,,,,,
DE-NI-HB,00+,2023,40,2023-10-08,1849,,,,,,,,,,,
DE-NW,00+,2023,36,2023-09-10,1261,27.0,-10.0,-1.0,-8.0,,,,,,,
DE-NW,00+,2023,37,2023-09-17,1197,54.0,6.0,22.0,,,,,,,,
DE-NW,00+,2023,38,2023-09-24,1181,-12.0,51.0,,,,,,,,,
DE-NW,00+,2023,39,2023-10-01,1214,90.0,,,,,,,,,,
DE-NW,00+,2023,40,2023-10-08,1154,,,,,,,,,,,
DE-RP-SL,00+,2023,36,2023-09-10,1345,64.0,84.0,-35.0,-171.0,,,,,,,
DE-RP-SL,00+,2023,37,2023-09-17,1888,20.0,-189.0,38.0,,,,,,,,
DE-RP-SL,00+,2023,38,2023-09-24,3555,-972.0,-120.0,,,,,,,,,
DE-RP-SL,00+,2023,39,2023-10-01,2823,-164.0,,,,,,,,,,
DE-RP-SL,00+,2023,40,2023-10-08,2711,,,,,,,,,,,
DE-SH-HH,00+,2023,36,2023-09-10,1875,188.0,-140.0,-12.0,-185.0,,,,,,,
DE-SH-HH,00+,2023,37,2023-09-17,2309,-189.0,-13.0,-154.0,,,,,,,,
DE-SH-HH,00+,2023,38,2023-09-24,2188,-104.0,-196.0,,,,,,,,,
DE-SH-HH,00+,2023,39,2023-10-01,2629,-311.0,,,,,,,,,,
DE-SH-HH,00+,2023,40,2023-10-08,1844,,,,,,,,,,,
DE-SN,00+,2023,36,2023-09-10,938,-62.0,-19.0,99.0,-43.0,,,,,,,
DE-SN,00+,2023,37,2023-09-17,1073,-12.0,27.0,24.0,,,,,,,,
