"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-simple_nowcast","inc case","2022-09-25","2022-09-25","DE","00-04","seasonal_influenza",36,31,34,36,38,43,FALSE
"9","KIT-simple_nowcast","inc case","2022-09-25","2022-09-18","DE","00-04","seasonal_influenza",15,13,14,15,16,18,FALSE
"17","KIT-simple_nowcast","inc case","2022-09-25","2022-09-11","DE","00-04","seasonal_influenza",19,18,18,19,20,23,FALSE
"25","KIT-simple_nowcast","inc case","2022-09-25","2022-09-04","DE","00-04","seasonal_influenza",18,17,17,18,19,21,FALSE
"33","KIT-simple_nowcast","inc case","2022-09-25","2022-08-28","DE","00-04","seasonal_influenza",18,17,17,17,18,20,FALSE
"41","KIT-simple_nowcast","inc case","2022-09-25","2022-09-25","DE","05-14","seasonal_influenza",83,74,79,83,87,98,FALSE
"49","KIT-simple_nowcast","inc case","2022-09-25","2022-09-18","DE","05-14","seasonal_influenza",51,47,49,50,53,59,FALSE
"57","KIT-simple_nowcast","inc case","2022-09-25","2022-09-11","DE","05-14","seasonal_influenza",57,55,56,57,58,61,FALSE
"65","KIT-simple_nowcast","inc case","2022-09-25","2022-09-04","DE","05-14","seasonal_influenza",26,25,25,26,26,28,FALSE
"73","KIT-simple_nowcast","inc case","2022-09-25","2022-08-28","DE","05-14","seasonal_influenza",18,18,18,18,19,20,FALSE
"81","KIT-simple_nowcast","inc case","2022-09-25","2022-09-25","DE","15-34","seasonal_influenza",103,88,96,102,109,125,FALSE
"89","KIT-simple_nowcast","inc case","2022-09-25","2022-09-18","DE","15-34","seasonal_influenza",108,95,100,105,113,135,FALSE
"97","KIT-simple_nowcast","inc case","2022-09-25","2022-09-11","DE","15-34","seasonal_influenza",105,95,99,103,109,126,FALSE
"105","KIT-simple_nowcast","inc case","2022-09-25","2022-09-04","DE","15-34","seasonal_influenza",137,129,132,135,139,151,FALSE
"113","KIT-simple_nowcast","inc case","2022-09-25","2022-08-28","DE","15-34","seasonal_influenza",155,150,153,154,156,161,FALSE
"121","KIT-simple_nowcast","inc case","2022-09-25","2022-09-25","DE","35-59","seasonal_influenza",71,63,67,70,74,82,FALSE
"129","KIT-simple_nowcast","inc case","2022-09-25","2022-09-18","DE","35-59","seasonal_influenza",68,63,64,66,70,81,FALSE
"137","KIT-simple_nowcast","inc case","2022-09-25","2022-09-11","DE","35-59","seasonal_influenza",54,51,52,53,56,64,FALSE
"145","KIT-simple_nowcast","inc case","2022-09-25","2022-09-04","DE","35-59","seasonal_influenza",49,47,48,49,51,56,FALSE
"153","KIT-simple_nowcast","inc case","2022-09-25","2022-08-28","DE","35-59","seasonal_influenza",46,44,45,46,47,51,FALSE
"161","KIT-simple_nowcast","inc case","2022-09-25","2022-09-25","DE","60-79","seasonal_influenza",28,24,26,28,30,33,FALSE
"169","KIT-simple_nowcast","inc case","2022-09-25","2022-09-18","DE","60-79","seasonal_influenza",18,15,16,17,19,21,FALSE
"177","KIT-simple_nowcast","inc case","2022-09-25","2022-09-11","DE","60-79","seasonal_influenza",24,22,23,24,25,29,FALSE
"185","KIT-simple_nowcast","inc case","2022-09-25","2022-09-04","DE","60-79","seasonal_influenza",21,19,20,21,22,26,FALSE
"193","KIT-simple_nowcast","inc case","2022-09-25","2022-08-28","DE","60-79","seasonal_influenza",16,14,14,15,17,21,FALSE
"201","KIT-simple_nowcast","inc case","2022-09-25","2022-09-25","DE","80+","seasonal_influenza",8,6,7,8,9,11,FALSE
"209","KIT-simple_nowcast","inc case","2022-09-25","2022-09-18","DE","80+","seasonal_influenza",7,6,6,7,8,10,FALSE
"217","KIT-simple_nowcast","inc case","2022-09-25","2022-09-11","DE","80+","seasonal_influenza",5,4,4,5,6,8,FALSE
"225","KIT-simple_nowcast","inc case","2022-09-25","2022-09-04","DE","80+","seasonal_influenza",10,9,9,10,11,13,FALSE
"233","KIT-simple_nowcast","inc case","2022-09-25","2022-08-28","DE","80+","seasonal_influenza",7,6,6,7,7,10,FALSE
"241","KIT-simple_nowcast","inc case","2022-09-25","2022-09-25","DE","00+","seasonal_influenza",327,296,313,325,339,370,FALSE
"249","KIT-simple_nowcast","inc case","2022-09-25","2022-09-18","DE","00+","seasonal_influenza",265,242,252,262,274,309,FALSE
"257","KIT-simple_nowcast","inc case","2022-09-25","2022-09-11","DE","00+","seasonal_influenza",264,248,255,262,271,295,FALSE
"265","KIT-simple_nowcast","inc case","2022-09-25","2022-09-04","DE","00+","seasonal_influenza",260,249,254,259,265,279,FALSE
"273","KIT-simple_nowcast","inc case","2022-09-25","2022-08-28","DE","00+","seasonal_influenza",259,251,255,258,261,269,FALSE
"281","KIT-simple_nowcast","inc case","2022-09-25","2022-09-25","DE-BB","00+","seasonal_influenza",15,8,8,11,17,46,FALSE
"289","KIT-simple_nowcast","inc case","2022-09-25","2022-09-18","DE-BB","00+","seasonal_influenza",11,6,6,6,8,54,FALSE
"297","KIT-simple_nowcast","inc case","2022-09-25","2022-09-11","DE-BB","00+","seasonal_influenza",26,22,22,22,23,63,FALSE
"305","KIT-simple_nowcast","inc case","2022-09-25","2022-09-04","DE-BB","00+","seasonal_influenza",9,8,8,8,8,20,FALSE
"313","KIT-simple_nowcast","inc case","2022-09-25","2022-08-28","DE-BB","00+","seasonal_influenza",9,9,9,9,9,10,FALSE
"321","KIT-simple_nowcast","inc case","2022-09-25","2022-09-25","DE-BE","00+","seasonal_influenza",12,11,11,12,13,16,FALSE
"329","KIT-simple_nowcast","inc case","2022-09-25","2022-09-18","DE-BE","00+","seasonal_influenza",14,13,13,13,14,17,FALSE
"337","KIT-simple_nowcast","inc case","2022-09-25","2022-09-11","DE-BE","00+","seasonal_influenza",11,11,11,11,11,12,FALSE
"345","KIT-simple_nowcast","inc case","2022-09-25","2022-09-04","DE-BE","00+","seasonal_influenza",10,10,10,10,10,11,FALSE
"353","KIT-simple_nowcast","inc case","2022-09-25","2022-08-28","DE-BE","00+","seasonal_influenza",15,15,15,15,15,15,FALSE
"361","KIT-simple_nowcast","inc case","2022-09-25","2022-09-25","DE-BW","00+","seasonal_influenza",26,23,23,25,27,34,FALSE
"369","KIT-simple_nowcast","inc case","2022-09-25","2022-09-18","DE-BW","00+","seasonal_influenza",15,13,13,14,15,20,FALSE
"377","KIT-simple_nowcast","inc case","2022-09-25","2022-09-11","DE-BW","00+","seasonal_influenza",16,15,15,16,17,21,FALSE
"385","KIT-simple_nowcast","inc case","2022-09-25","2022-09-04","DE-BW","00+","seasonal_influenza",13,12,12,13,14,17,FALSE
"393","KIT-simple_nowcast","inc case","2022-09-25","2022-08-28","DE-BW","00+","seasonal_influenza",15,14,14,15,16,19,FALSE
"401","KIT-simple_nowcast","inc case","2022-09-25","2022-09-25","DE-BY","00+","seasonal_influenza",69,64,67,69,71,78,FALSE
"409","KIT-simple_nowcast","inc case","2022-09-25","2022-09-18","DE-BY","00+","seasonal_influenza",62,59,60,61,63,66,FALSE
"417","KIT-simple_nowcast","inc case","2022-09-25","2022-09-11","DE-BY","00+","seasonal_influenza",43,41,42,43,44,47,FALSE
"425","KIT-simple_nowcast","inc case","2022-09-25","2022-09-04","DE-BY","00+","seasonal_influenza",60,58,59,59,60,63,FALSE
"433","KIT-simple_nowcast","inc case","2022-09-25","2022-08-28","DE-BY","00+","seasonal_influenza",65,64,64,65,66,68,FALSE
"441","KIT-simple_nowcast","inc case","2022-09-25","2022-09-25","DE-HB","00+","seasonal_influenza",2,2,2,2,2,2,FALSE
"449","KIT-simple_nowcast","inc case","2022-09-25","2022-09-18","DE-HB","00+","seasonal_influenza",2,2,2,2,2,2,FALSE
"457","KIT-simple_nowcast","inc case","2022-09-25","2022-09-11","DE-HB","00+","seasonal_influenza",0,0,0,0,0,0,FALSE
"465","KIT-simple_nowcast","inc case","2022-09-25","2022-09-04","DE-HB","00+","seasonal_influenza",0,0,0,0,0,0,FALSE
"473","KIT-simple_nowcast","inc case","2022-09-25","2022-08-28","DE-HB","00+","seasonal_influenza",1,1,1,1,1,1,FALSE
"481","KIT-simple_nowcast","inc case","2022-09-25","2022-09-25","DE-HE","00+","seasonal_influenza",32,28,30,31,33,37,FALSE
"489","KIT-simple_nowcast","inc case","2022-09-25","2022-09-18","DE-HE","00+","seasonal_influenza",15,13,13,14,16,22,FALSE
"497","KIT-simple_nowcast","inc case","2022-09-25","2022-09-11","DE-HE","00+","seasonal_influenza",14,13,13,13,15,21,FALSE
"505","KIT-simple_nowcast","inc case","2022-09-25","2022-09-04","DE-HE","00+","seasonal_influenza",11,10,10,10,11,16,FALSE
"513","KIT-simple_nowcast","inc case","2022-09-25","2022-08-28","DE-HE","00+","seasonal_influenza",11,11,11,11,12,15,FALSE
"521","KIT-simple_nowcast","inc case","2022-09-25","2022-09-25","DE-HH","00+","seasonal_influenza",9,7,8,9,11,15,FALSE
"529","KIT-simple_nowcast","inc case","2022-09-25","2022-09-18","DE-HH","00+","seasonal_influenza",8,7,7,7,8,10,FALSE
"537","KIT-simple_nowcast","inc case","2022-09-25","2022-09-11","DE-HH","00+","seasonal_influenza",9,8,8,8,9,11,FALSE
"545","KIT-simple_nowcast","inc case","2022-09-25","2022-09-04","DE-HH","00+","seasonal_influenza",12,12,12,12,12,16,FALSE
"553","KIT-simple_nowcast","inc case","2022-09-25","2022-08-28","DE-HH","00+","seasonal_influenza",14,14,14,14,14,17,FALSE
"561","KIT-simple_nowcast","inc case","2022-09-25","2022-09-25","DE-MV","00+","seasonal_influenza",7,5,5,5,7,20,FALSE
"569","KIT-simple_nowcast","inc case","2022-09-25","2022-09-18","DE-MV","00+","seasonal_influenza",6,5,5,5,6,19,FALSE
"577","KIT-simple_nowcast","inc case","2022-09-25","2022-09-11","DE-MV","00+","seasonal_influenza",13,12,12,12,12,22,FALSE
"585","KIT-simple_nowcast","inc case","2022-09-25","2022-09-04","DE-MV","00+","seasonal_influenza",12,11,11,11,11,21,FALSE
"593","KIT-simple_nowcast","inc case","2022-09-25","2022-08-28","DE-MV","00+","seasonal_influenza",13,12,12,12,12,20,FALSE
"601","KIT-simple_nowcast","inc case","2022-09-25","2022-09-25","DE-NI","00+","seasonal_influenza",19,14,16,18,21,28,FALSE
