"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-simple_nowcast","inc case","2022-08-14","2022-08-14","DE","00-04","seasonal_influenza",12,9,10,11,13,17,FALSE
"9","KIT-simple_nowcast","inc case","2022-08-14","2022-08-07","DE","00-04","seasonal_influenza",6,4,4,5,7,10,FALSE
"17","KIT-simple_nowcast","inc case","2022-08-14","2022-07-31","DE","00-04","seasonal_influenza",17,15,16,17,18,22,FALSE
"25","KIT-simple_nowcast","inc case","2022-08-14","2022-07-24","DE","00-04","seasonal_influenza",27,25,26,27,28,32,FALSE
"33","KIT-simple_nowcast","inc case","2022-08-14","2022-07-17","DE","00-04","seasonal_influenza",21,19,20,21,22,26,FALSE
"41","KIT-simple_nowcast","inc case","2022-08-14","2022-08-14","DE","05-14","seasonal_influenza",24,20,22,24,26,30,FALSE
"49","KIT-simple_nowcast","inc case","2022-08-14","2022-08-07","DE","05-14","seasonal_influenza",25,22,24,25,27,30,FALSE
"57","KIT-simple_nowcast","inc case","2022-08-14","2022-07-31","DE","05-14","seasonal_influenza",15,11,13,14,16,20,FALSE
"65","KIT-simple_nowcast","inc case","2022-08-14","2022-07-24","DE","05-14","seasonal_influenza",26,22,24,26,28,33,FALSE
"73","KIT-simple_nowcast","inc case","2022-08-14","2022-07-17","DE","05-14","seasonal_influenza",37,32,34,36,38,44,FALSE
"81","KIT-simple_nowcast","inc case","2022-08-14","2022-08-14","DE","15-34","seasonal_influenza",109,96,103,108,115,129,FALSE
"89","KIT-simple_nowcast","inc case","2022-08-14","2022-08-07","DE","15-34","seasonal_influenza",118,109,113,117,122,136,FALSE
"97","KIT-simple_nowcast","inc case","2022-08-14","2022-07-31","DE","15-34","seasonal_influenza",102,93,97,101,106,119,FALSE
"105","KIT-simple_nowcast","inc case","2022-08-14","2022-07-24","DE","15-34","seasonal_influenza",111,103,107,110,115,127,FALSE
"113","KIT-simple_nowcast","inc case","2022-08-14","2022-07-17","DE","15-34","seasonal_influenza",123,116,119,122,126,136,FALSE
"121","KIT-simple_nowcast","inc case","2022-08-14","2022-08-14","DE","35-59","seasonal_influenza",21,17,19,20,22,28,FALSE
"129","KIT-simple_nowcast","inc case","2022-08-14","2022-08-07","DE","35-59","seasonal_influenza",16,14,14,16,17,22,FALSE
"137","KIT-simple_nowcast","inc case","2022-08-14","2022-07-31","DE","35-59","seasonal_influenza",32,30,31,32,33,39,FALSE
"145","KIT-simple_nowcast","inc case","2022-08-14","2022-07-24","DE","35-59","seasonal_influenza",36,33,34,35,37,42,FALSE
"153","KIT-simple_nowcast","inc case","2022-08-14","2022-07-17","DE","35-59","seasonal_influenza",38,35,36,37,39,44,FALSE
"161","KIT-simple_nowcast","inc case","2022-08-14","2022-08-14","DE","60-79","seasonal_influenza",14,12,13,14,15,18,FALSE
"169","KIT-simple_nowcast","inc case","2022-08-14","2022-08-07","DE","60-79","seasonal_influenza",12,11,11,11,12,14,FALSE
"177","KIT-simple_nowcast","inc case","2022-08-14","2022-07-31","DE","60-79","seasonal_influenza",12,12,12,12,13,15,FALSE
"185","KIT-simple_nowcast","inc case","2022-08-14","2022-07-24","DE","60-79","seasonal_influenza",8,8,8,8,9,10,FALSE
"193","KIT-simple_nowcast","inc case","2022-08-14","2022-07-17","DE","60-79","seasonal_influenza",14,14,14,14,14,16,FALSE
"201","KIT-simple_nowcast","inc case","2022-08-14","2022-08-14","DE","80+","seasonal_influenza",7,6,6,7,8,10,FALSE
"209","KIT-simple_nowcast","inc case","2022-08-14","2022-08-07","DE","80+","seasonal_influenza",5,5,5,5,6,7,FALSE
"217","KIT-simple_nowcast","inc case","2022-08-14","2022-07-31","DE","80+","seasonal_influenza",8,8,8,8,8,10,FALSE
"225","KIT-simple_nowcast","inc case","2022-08-14","2022-07-24","DE","80+","seasonal_influenza",3,3,3,3,3,5,FALSE
"233","KIT-simple_nowcast","inc case","2022-08-14","2022-07-17","DE","80+","seasonal_influenza",8,8,8,8,8,10,FALSE
"241","KIT-simple_nowcast","inc case","2022-08-14","2022-08-14","DE","00+","seasonal_influenza",188,166,178,186,196,219,FALSE
