"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-epinowcast","inc case","2023-01-15","2022-12-25","DE","00+","seasonal_influenza",52576,52576,52576,52576,52576,52576,FALSE
"2","KIT-epinowcast","inc case","2023-01-15","2023-01-01","DE","00+","seasonal_influenza",22113.443,22076,22094,22110,22128,22173,FALSE
"3","KIT-epinowcast","inc case","2023-01-15","2023-01-08","DE","00+","seasonal_influenza",14442.715,14334.975,14389.75,14431,14480,14608.075,FALSE
"4","KIT-epinowcast","inc case","2023-01-15","2023-01-15","DE","00+","seasonal_influenza",6359.48,5943.975,6144,6300.5,6500.25,7108,FALSE
"11","KIT-KEW","inc case","2023-01-15","2022-12-18","DE","00+","seasonal_influenza",59584,59584,59584,59584,59584,59584,FALSE
"9","KIT-KEW","inc case","2023-01-15","2022-12-25","DE","00+","seasonal_influenza",52665.27,52613,52639,52660,52686,52748,FALSE
"17","KIT-KEW","inc case","2023-01-15","2023-01-01","DE","00+","seasonal_influenza",22162.249,22108,22140,22159,22181,22239,FALSE
"25","KIT-KEW","inc case","2023-01-15","2023-01-08","DE","00+","seasonal_influenza",14410.17,14337,14377,14405,14438,14511,FALSE
"33","KIT-KEW","inc case","2023-01-15","2023-01-15","DE","00+","seasonal_influenza",6213.835,5948,6084,6183,6308,6659,FALSE
"41","KIT-KEW","inc case","2023-01-15","2022-12-18","DE","00-04","seasonal_influenza",6457,6457,6457,6457,6457,6457,FALSE
"49","KIT-KEW","inc case","2023-01-15","2022-12-25","DE","00-04","seasonal_influenza",5656.32,5648,5652,5655,5659,5673,FALSE
"57","KIT-KEW","inc case","2023-01-15","2023-01-01","DE","00-04","seasonal_influenza",2401.634,2366,2374,2383,2402,2550,FALSE
"65","KIT-KEW","inc case","2023-01-15","2023-01-08","DE","00-04","seasonal_influenza",1398.189,1371,1380,1387,1403,1493,FALSE
"73","KIT-KEW","inc case","2023-01-15","2023-01-15","DE","00-04","seasonal_influenza",625.672,599,610,619,632,695,FALSE
"81","KIT-KEW","inc case","2023-01-15","2022-12-18","DE","05-14","seasonal_influenza",12197,12197,12197,12197,12197,12197,FALSE
"89","KIT-KEW","inc case","2023-01-15","2022-12-25","DE","05-14","seasonal_influenza",6789.008,6776,6782,6787,6794,6815,FALSE
"97","KIT-KEW","inc case","2023-01-15","2023-01-01","DE","05-14","seasonal_influenza",1783.872,1760,1767,1774,1788,1876,FALSE
"105","KIT-KEW","inc case","2023-01-15","2023-01-08","DE","05-14","seasonal_influenza",837.284,821,826,832,841,889,FALSE
"113","KIT-KEW","inc case","2023-01-15","2023-01-15","DE","05-14","seasonal_influenza",430.258,410,416,422,433,508,FALSE
"121","KIT-KEW","inc case","2023-01-15","2022-12-18","DE","15-34","seasonal_influenza",15803,15803,15803,15803,15803,15803,FALSE
"129","KIT-KEW","inc case","2023-01-15","2022-12-25","DE","15-34","seasonal_influenza",13730.232,13712,13719,13727,13737,13770,FALSE
"137","KIT-KEW","inc case","2023-01-15","2023-01-01","DE","15-34","seasonal_influenza",4455.311,4437,4444,4450,4461,4507,FALSE
"145","KIT-KEW","inc case","2023-01-15","2023-01-08","DE","15-34","seasonal_influenza",2901.844,2881,2890,2896,2908,2956,FALSE
"153","KIT-KEW","inc case","2023-01-15","2023-01-15","DE","15-34","seasonal_influenza",1552.073,1275,1326,1414,1568,2707,FALSE
"161","KIT-KEW","inc case","2023-01-15","2022-12-18","DE","35-59","seasonal_influenza",14803,14803,14803,14803,14803,14803,FALSE
"169","KIT-KEW","inc case","2023-01-15","2022-12-25","DE","35-59","seasonal_influenza",13662.497,13643,13650,13659,13670,13706,FALSE
"177","KIT-KEW","inc case","2023-01-15","2023-01-01","DE","35-59","seasonal_influenza",5114.015,5093,5104,5112,5122,5146,FALSE
"185","KIT-KEW","inc case","2023-01-15","2023-01-08","DE","35-59","seasonal_influenza",3585.506,3560,3572,3581,3594,3633,FALSE
"193","KIT-KEW","inc case","2023-01-15","2023-01-15","DE","35-59","seasonal_influenza",1610.555,1512,1550,1586,1646,1869,FALSE
"201","KIT-KEW","inc case","2023-01-15","2022-12-18","DE","60-79","seasonal_influenza",6793,6793,6793,6793,6793,6793,FALSE
"209","KIT-KEW","inc case","2023-01-15","2022-12-25","DE","60-79","seasonal_influenza",7983.66,7970,7976,7981,7989,8015,FALSE
"217","KIT-KEW","inc case","2023-01-15","2023-01-01","DE","60-79","seasonal_influenza",4859.921,4843,4851,4858,4867,4889,FALSE
"225","KIT-KEW","inc case","2023-01-15","2023-01-08","DE","60-79","seasonal_influenza",3274.176,3250,3261,3270,3283,3321,FALSE
"233","KIT-KEW","inc case","2023-01-15","2023-01-15","DE","60-79","seasonal_influenza",1272.431,1187,1220,1253,1305,1455,FALSE
"241","KIT-KEW","inc case","2023-01-15","2022-12-18","DE","80+","seasonal_influenza",3531,3531,3531,3531,3531,3531,FALSE
"249","KIT-KEW","inc case","2023-01-15","2022-12-25","DE","80+","seasonal_influenza",4843.804,4835,4839,4842,4847,4860,FALSE
"257","KIT-KEW","inc case","2023-01-15","2023-01-01","DE","80+","seasonal_influenza",3585.377,3575,3580,3584,3589,3604,FALSE
"265","KIT-KEW","inc case","2023-01-15","2023-01-08","DE","80+","seasonal_influenza",2426.266,2413,2420,2425,2431,2446,FALSE
"273","KIT-KEW","inc case","2023-01-15","2023-01-15","DE","80+","seasonal_influenza",877.539,844,859,871,889,944,FALSE
"281","KIT-KEW","inc case","2023-01-15","2022-12-18","DE-BB","00+","seasonal_influenza",3290,3290,3290,3290,3290,3290,FALSE
"289","KIT-KEW","inc case","2023-01-15","2022-12-25","DE-BB","00+","seasonal_influenza",2721.87,2720,2720,2721,2723,2730,FALSE
"297","KIT-KEW","inc case","2023-01-15","2023-01-01","DE-BB","00+","seasonal_influenza",958.896,953,954,955,959,985,FALSE
"305","KIT-KEW","inc case","2023-01-15","2023-01-08","DE-BB","00+","seasonal_influenza",561.867,556,557,559,563,585,FALSE
"313","KIT-KEW","inc case","2023-01-15","2023-01-15","DE-BB","00+","seasonal_influenza",263.273,250,253,256,263,330,FALSE
"321","KIT-KEW","inc case","2023-01-15","2022-12-18","DE-BE","00+","seasonal_influenza",2211,2211,2211,2211,2211,2211,FALSE
"329","KIT-KEW","inc case","2023-01-15","2022-12-25","DE-BE","00+","seasonal_influenza",2007.229,2006,2006,2006,2008,2013,FALSE
"337","KIT-KEW","inc case","2023-01-15","2023-01-01","DE-BE","00+","seasonal_influenza",1200.634,1199,1199,1200,1201,1207,FALSE
"345","KIT-KEW","inc case","2023-01-15","2023-01-08","DE-BE","00+","seasonal_influenza",560.168,558,558,559,561,567,FALSE
"353","KIT-KEW","inc case","2023-01-15","2023-01-15","DE-BE","00+","seasonal_influenza",318.687,272,275,280,295,448,FALSE
"361","KIT-KEW","inc case","2023-01-15","2022-12-18","DE-BW","00+","seasonal_influenza",5143,5143,5143,5143,5143,5143,FALSE
"369","KIT-KEW","inc case","2023-01-15","2022-12-25","DE-BW","00+","seasonal_influenza",5078.838,5075,5075,5077,5080,5093,FALSE
