"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"257","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE","00+","seasonal_influenza",246,223,235,244,254,281,FALSE
"265","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE","00+","seasonal_influenza",377,350,364,375,388,420,FALSE
"273","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE","00+","seasonal_influenza",572,540,556,568,584,623,FALSE
"281","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE-BB","00+","seasonal_influenza",9,6,6,7,10,26,FALSE
"289","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE-BB","00+","seasonal_influenza",20,18,18,18,19,40,FALSE
"297","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE-BB","00+","seasonal_influenza",21,19,19,19,19,34,FALSE
"305","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE-BB","00+","seasonal_influenza",23,22,22,22,22,30,FALSE
"313","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE-BB","00+","seasonal_influenza",59,59,59,59,59,60,FALSE
"321","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE-BE","00+","seasonal_influenza",11,10,10,11,12,14,FALSE
"329","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE-BE","00+","seasonal_influenza",9,8,8,8,9,11,FALSE
"337","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE-BE","00+","seasonal_influenza",8,7,7,7,8,10,FALSE
"345","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE-BE","00+","seasonal_influenza",10,9,9,10,11,13,FALSE
"353","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE-BE","00+","seasonal_influenza",13,12,12,13,14,18,FALSE
"361","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE-BW","00+","seasonal_influenza",8,4,4,6,9,20,FALSE
"369","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE-BW","00+","seasonal_influenza",9,5,5,5,7,37,FALSE
"377","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE-BW","00+","seasonal_influenza",13,9,9,9,12,47,FALSE
"385","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE-BW","00+","seasonal_influenza",25,19,19,19,21,77,FALSE
"393","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE-BW","00+","seasonal_influenza",29,21,21,23,31,72,FALSE
"401","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE-BY","00+","seasonal_influenza",33,28,30,32,35,42,FALSE
"409","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE-BY","00+","seasonal_influenza",47,43,44,46,48,55,FALSE
"417","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE-BY","00+","seasonal_influenza",35,31,33,34,37,43,FALSE
"425","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE-BY","00+","seasonal_influenza",53,48,50,52,55,61,FALSE
"433","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE-BY","00+","seasonal_influenza",80,75,77,79,82,88,FALSE
"441","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE-HB","00+","seasonal_influenza",2,2,2,2,2,3,FALSE
"449","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE-HB","00+","seasonal_influenza",2,2,2,2,2,3,FALSE
"457","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE-HB","00+","seasonal_influenza",1,1,1,1,1,1,FALSE
"465","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE-HB","00+","seasonal_influenza",5,5,5,5,5,5,FALSE
"473","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE-HB","00+","seasonal_influenza",4,4,4,4,4,4,FALSE
"481","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE-HE","00+","seasonal_influenza",7,5,5,6,7,12,FALSE
"489","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE-HE","00+","seasonal_influenza",16,15,15,15,17,25,FALSE
"497","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE-HE","00+","seasonal_influenza",8,7,7,7,8,15,FALSE
"505","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE-HE","00+","seasonal_influenza",12,11,11,11,12,21,FALSE
"513","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE-HE","00+","seasonal_influenza",14,13,13,13,13,25,FALSE
"521","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE-HH","00+","seasonal_influenza",22,17,19,21,24,31,FALSE
"529","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE-HH","00+","seasonal_influenza",7,6,6,6,7,9,FALSE
"537","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE-HH","00+","seasonal_influenza",10,10,10,10,10,12,FALSE
"545","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE-HH","00+","seasonal_influenza",18,18,18,18,18,19,FALSE
"553","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE-HH","00+","seasonal_influenza",17,17,17,17,17,18,FALSE
"561","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE-MV","00+","seasonal_influenza",9,8,8,8,9,12,FALSE
"569","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE-MV","00+","seasonal_influenza",3,3,3,3,3,5,FALSE
"577","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE-MV","00+","seasonal_influenza",9,9,9,9,9,10,FALSE
"585","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE-MV","00+","seasonal_influenza",19,19,19,19,19,20,FALSE
"593","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE-MV","00+","seasonal_influenza",40,40,40,40,40,41,FALSE
"601","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE-NI","00+","seasonal_influenza",16,11,13,15,18,27,FALSE
"609","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE-NI","00+","seasonal_influenza",18,14,14,15,19,37,FALSE
"617","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE-NI","00+","seasonal_influenza",14,10,10,12,16,32,FALSE
"625","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE-NI","00+","seasonal_influenza",25,21,21,22,26,47,FALSE
"633","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE-NI","00+","seasonal_influenza",39,36,36,37,40,55,FALSE
"641","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE-NW","00+","seasonal_influenza",36,32,34,36,38,43,FALSE
"649","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE-NW","00+","seasonal_influenza",32,30,30,31,33,38,FALSE
"657","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE-NW","00+","seasonal_influenza",43,41,41,42,44,49,FALSE
"665","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE-NW","00+","seasonal_influenza",58,56,56,57,58,65,FALSE
"673","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE-NW","00+","seasonal_influenza",99,97,97,98,99,105,FALSE
"681","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE-RP","00+","seasonal_influenza",26,24,24,25,27,31,FALSE
"689","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE-RP","00+","seasonal_influenza",11,10,10,10,11,16,FALSE
"697","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE-RP","00+","seasonal_influenza",14,13,13,13,13,19,FALSE
"705","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE-RP","00+","seasonal_influenza",25,25,25,25,25,29,FALSE
"713","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE-RP","00+","seasonal_influenza",22,22,22,22,22,24,FALSE
"721","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE-SH","00+","seasonal_influenza",5,4,4,5,5,8,FALSE
"729","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE-SH","00+","seasonal_influenza",13,12,12,12,13,16,FALSE
"737","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE-SH","00+","seasonal_influenza",16,16,16,16,17,19,FALSE
"745","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE-SH","00+","seasonal_influenza",8,8,8,8,8,10,FALSE
"753","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE-SH","00+","seasonal_influenza",13,13,13,13,13,15,FALSE
"761","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE-SL","00+","seasonal_influenza",4,3,3,4,5,8,FALSE
"769","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE-SL","00+","seasonal_influenza",4,3,3,3,4,10,FALSE
"777","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE-SL","00+","seasonal_influenza",3,2,2,2,3,8,FALSE
"785","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE-SL","00+","seasonal_influenza",3,2,2,3,4,8,FALSE
"793","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE-SL","00+","seasonal_influenza",4,3,3,4,5,10,FALSE
"801","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE-SN","00+","seasonal_influenza",26,18,22,25,29,39,FALSE
"809","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE-SN","00+","seasonal_influenza",36,30,30,32,37,60,FALSE
"817","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE-SN","00+","seasonal_influenza",29,23,23,25,30,53,FALSE
"825","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE-SN","00+","seasonal_influenza",41,35,35,38,43,69,FALSE
"833","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE-SN","00+","seasonal_influenza",71,64,64,67,73,103,FALSE
"841","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE-ST","00+","seasonal_influenza",10,8,9,10,11,16,FALSE
"849","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE-ST","00+","seasonal_influenza",11,10,10,10,11,18,FALSE
"857","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE-ST","00+","seasonal_influenza",9,8,8,8,8,21,FALSE
"865","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE-ST","00+","seasonal_influenza",22,20,20,20,21,37,FALSE
"873","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE-ST","00+","seasonal_influenza",29,27,27,27,29,45,FALSE
"881","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE-TH","00+","seasonal_influenza",9,8,8,9,9,12,FALSE
"889","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE-TH","00+","seasonal_influenza",13,13,13,13,13,14,FALSE
"897","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE-TH","00+","seasonal_influenza",8,8,8,8,8,8,FALSE
"905","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE-TH","00+","seasonal_influenza",24,24,24,24,24,24,FALSE
"913","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE-TH","00+","seasonal_influenza",28,28,28,28,28,28,FALSE
"921","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE","00-04","rsv_infection",0,0,0,0,0,0,FALSE
"929","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE","00-04","rsv_infection",2,2,2,2,2,2,FALSE
"937","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE","00-04","rsv_infection",3,3,3,3,3,3,FALSE
"945","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE","00-04","rsv_infection",1,1,1,1,1,1,FALSE
"953","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE","00-04","rsv_infection",1,1,1,1,1,1,FALSE
"961","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE","05-14","rsv_infection",0,0,0,0,0,0,FALSE
"969","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE","05-14","rsv_infection",0,0,0,0,0,0,FALSE
"977","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE","05-14","rsv_infection",2,2,2,2,2,2,FALSE
"985","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE","05-14","rsv_infection",0,0,0,0,0,0,FALSE
"993","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE","05-14","rsv_infection",1,1,1,1,1,1,FALSE
"1001","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE","15-34","rsv_infection",0,0,0,0,0,0,FALSE
"1009","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE","15-34","rsv_infection",1,1,1,1,1,1,FALSE
"1017","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE","15-34","rsv_infection",2,2,2,2,2,2,FALSE
"1025","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE","15-34","rsv_infection",2,2,2,2,2,2,FALSE
"1033","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE","15-34","rsv_infection",1,1,1,1,1,1,FALSE
"1041","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE","35-59","rsv_infection",1,1,1,1,1,3,FALSE
"1049","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE","35-59","rsv_infection",1,1,1,1,1,1,FALSE
"1057","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE","35-59","rsv_infection",1,1,1,1,1,1,FALSE
"1065","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE","35-59","rsv_infection",3,3,3,3,3,3,FALSE
"1073","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE","35-59","rsv_infection",1,1,1,1,1,1,FALSE
"1081","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE","60-79","rsv_infection",1,1,1,1,2,3,FALSE
"1089","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE","60-79","rsv_infection",1,1,1,1,1,1,FALSE
"1097","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE","60-79","rsv_infection",1,1,1,1,1,1,FALSE
"1105","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE","60-79","rsv_infection",1,1,1,1,1,1,FALSE
"1113","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE","60-79","rsv_infection",1,1,1,1,1,1,FALSE
"1121","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE","80+","rsv_infection",0,0,0,0,0,0,FALSE
"1129","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE","80+","rsv_infection",0,0,0,0,0,0,FALSE
"1137","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE","80+","rsv_infection",1,1,1,1,1,1,FALSE
"1145","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE","80+","rsv_infection",0,0,0,0,0,0,FALSE
"1153","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE","80+","rsv_infection",0,0,0,0,0,0,FALSE
"1161","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE","00+","rsv_infection",3,2,2,2,3,7,FALSE
"1169","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE","00+","rsv_infection",5,5,5,5,5,5,FALSE
"1177","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE","00+","rsv_infection",10,10,10,10,10,10,FALSE
"1185","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE","00+","rsv_infection",7,7,7,7,7,7,FALSE
"1193","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE","00+","rsv_infection",5,5,5,5,5,5,FALSE
"1201","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE-SN","00+","rsv_infection",3,2,2,2,3,7,FALSE
"1209","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE-SN","00+","rsv_infection",5,5,5,5,5,5,FALSE
"1217","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE-SN","00+","rsv_infection",10,10,10,10,10,10,FALSE
"1225","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE-SN","00+","rsv_infection",7,7,7,7,7,7,FALSE
"1233","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE-SN","00+","rsv_infection",5,5,5,5,5,5,FALSE
"1241","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE","00-04","pneumococcal_disease",3,2,2,2,3,8,FALSE
"1249","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE","00-04","pneumococcal_disease",3,3,3,3,3,5,FALSE
"1257","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE","00-04","pneumococcal_disease",0,0,0,0,0,0,FALSE
"1265","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE","00-04","pneumococcal_disease",4,4,4,4,4,4,FALSE
"1273","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE","00-04","pneumococcal_disease",2,2,2,2,2,2,FALSE
"1281","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE","05-14","pneumococcal_disease",0,0,0,0,0,0,FALSE
"1289","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE","05-14","pneumococcal_disease",1,1,1,1,1,1,FALSE
"1297","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE","05-14","pneumococcal_disease",0,0,0,0,0,0,FALSE
"1305","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE","05-14","pneumococcal_disease",0,0,0,0,0,0,FALSE
"1313","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE","05-14","pneumococcal_disease",0,0,0,0,0,0,FALSE
"1321","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE","15-34","pneumococcal_disease",2,2,2,2,2,5,FALSE
"1329","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE","15-34","pneumococcal_disease",1,1,1,1,1,1,FALSE
"1337","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE","15-34","pneumococcal_disease",2,2,2,2,2,2,FALSE
"1345","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE","15-34","pneumococcal_disease",5,5,5,5,5,5,FALSE
"1353","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE","15-34","pneumococcal_disease",4,4,4,4,4,4,FALSE
"1361","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE","35-59","pneumococcal_disease",25,16,18,22,28,52,FALSE
"1369","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE","35-59","pneumococcal_disease",21,14,15,18,24,44,FALSE
"1377","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE","35-59","pneumococcal_disease",17,11,12,15,19,36,FALSE
"1385","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE","35-59","pneumococcal_disease",25,19,21,23,27,40,FALSE
"1393","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE","35-59","pneumococcal_disease",20,15,17,19,22,30,FALSE
"1401","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE","60-79","pneumococcal_disease",22,15,16,19,25,43,FALSE
"1409","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE","60-79","pneumococcal_disease",31,25,26,28,33,52,FALSE
"1417","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE","60-79","pneumococcal_disease",23,17,18,20,25,41,FALSE
"1425","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE","60-79","pneumococcal_disease",27,21,22,25,29,45,FALSE
"1433","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE","60-79","pneumococcal_disease",29,23,24,27,31,46,FALSE
"1441","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE","80+","pneumococcal_disease",10,5,6,8,13,27,FALSE
"1449","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE","80+","pneumococcal_disease",15,10,11,13,17,31,FALSE
"1457","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE","80+","pneumococcal_disease",9,4,5,7,11,22,FALSE
"1465","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE","80+","pneumococcal_disease",14,9,11,13,16,27,FALSE
"1473","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE","80+","pneumococcal_disease",21,16,18,20,23,32,FALSE
"1481","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE","00+","pneumococcal_disease",61,40,46,55,70,120,FALSE
"1489","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE","00+","pneumococcal_disease",72,54,58,65,79,129,FALSE
"1497","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE","00+","pneumococcal_disease",50,34,38,45,57,96,FALSE
"1505","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE","00+","pneumococcal_disease",74,58,63,70,81,115,FALSE
"1513","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE","00+","pneumococcal_disease",76,61,67,73,81,104,FALSE
"1521","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE-BB","00+","pneumococcal_disease",2,1,1,1,3,8,FALSE
"1529","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE-BB","00+","pneumococcal_disease",6,5,5,5,7,12,FALSE
"1537","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE-BB","00+","pneumococcal_disease",1,0,0,0,1,5,FALSE
"1545","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE-BB","00+","pneumococcal_disease",2,1,1,1,2,6,FALSE
"1553","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE-BB","00+","pneumococcal_disease",3,2,2,2,3,7,FALSE
"1561","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE-BE","00+","pneumococcal_disease",2,2,2,2,2,4,FALSE
"1569","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE-BE","00+","pneumococcal_disease",5,5,5,5,5,6,FALSE
"1577","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE-BE","00+","pneumococcal_disease",1,1,1,1,1,1,FALSE
"1585","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE-BE","00+","pneumococcal_disease",4,4,4,4,4,4,FALSE
"1593","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE-BE","00+","pneumococcal_disease",3,3,3,3,3,3,FALSE
"1601","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE-BW","00+","pneumococcal_disease",7,6,6,6,7,9,FALSE
"1609","KIT-simple_nowcast","inc case","2022-07-24","2022-07-17","DE-BW","00+","pneumococcal_disease",3,3,3,3,3,4,FALSE
"1617","KIT-simple_nowcast","inc case","2022-07-24","2022-07-10","DE-BW","00+","pneumococcal_disease",6,6,6,6,6,6,FALSE
"1625","KIT-simple_nowcast","inc case","2022-07-24","2022-07-03","DE-BW","00+","pneumococcal_disease",5,5,5,5,5,5,FALSE
"1633","KIT-simple_nowcast","inc case","2022-07-24","2022-06-26","DE-BW","00+","pneumococcal_disease",4,4,4,4,4,4,FALSE
"1641","KIT-simple_nowcast","inc case","2022-07-24","2022-07-24","DE-BY","00+","pneumococcal_disease",6,5,5,5,6,11,FALSE
