"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-simple_nowcast","inc case","2022-06-19","2022-06-19","DE","00-04","seasonal_influenza",87,65,73,82,96,139,FALSE
"9","KIT-simple_nowcast","inc case","2022-06-19","2022-06-12","DE","00-04","seasonal_influenza",97,81,81,85,100,176,FALSE
"17","KIT-simple_nowcast","inc case","2022-06-19","2022-06-05","DE","00-04","seasonal_influenza",105,90,90,91,103,206,FALSE
"25","KIT-simple_nowcast","inc case","2022-06-19","2022-05-29","DE","00-04","seasonal_influenza",153,138,138,138,144,277,FALSE
"33","KIT-simple_nowcast","inc case","2022-06-19","2022-05-22","DE","00-04","seasonal_influenza",223,210,210,211,221,317,FALSE
"41","KIT-simple_nowcast","inc case","2022-06-19","2022-06-19","DE","05-14","seasonal_influenza",134,109,121,131,144,175,FALSE
"49","KIT-simple_nowcast","inc case","2022-06-19","2022-06-12","DE","05-14","seasonal_influenza",158,139,145,153,166,206,FALSE
"57","KIT-simple_nowcast","inc case","2022-06-19","2022-06-05","DE","05-14","seasonal_influenza",190,172,177,184,198,243,FALSE
"65","KIT-simple_nowcast","inc case","2022-06-19","2022-05-29","DE","05-14","seasonal_influenza",315,298,302,309,322,368,FALSE
"73","KIT-simple_nowcast","inc case","2022-06-19","2022-05-22","DE","05-14","seasonal_influenza",669,654,658,665,675,709,FALSE
"81","KIT-simple_nowcast","inc case","2022-06-19","2022-06-19","DE","15-34","seasonal_influenza",267,220,243,261,285,346,FALSE
"89","KIT-simple_nowcast","inc case","2022-06-19","2022-06-12","DE","15-34","seasonal_influenza",243,206,220,235,257,323,FALSE
"97","KIT-simple_nowcast","inc case","2022-06-19","2022-06-05","DE","15-34","seasonal_influenza",324,289,302,316,337,402,FALSE
"105","KIT-simple_nowcast","inc case","2022-06-19","2022-05-29","DE","15-34","seasonal_influenza",276,243,254,268,289,354,FALSE
"113","KIT-simple_nowcast","inc case","2022-06-19","2022-05-22","DE","15-34","seasonal_influenza",533,501,511,524,545,610,FALSE
"121","KIT-simple_nowcast","inc case","2022-06-19","2022-06-19","DE","35-59","seasonal_influenza",108,81,91,102,118,166,FALSE
"129","KIT-simple_nowcast","inc case","2022-06-19","2022-06-12","DE","35-59","seasonal_influenza",131,112,116,124,139,190,FALSE
"137","KIT-simple_nowcast","inc case","2022-06-19","2022-06-05","DE","35-59","seasonal_influenza",162,144,147,154,169,225,FALSE
"145","KIT-simple_nowcast","inc case","2022-06-19","2022-05-29","DE","35-59","seasonal_influenza",176,159,162,169,183,232,FALSE
"153","KIT-simple_nowcast","inc case","2022-06-19","2022-05-22","DE","35-59","seasonal_influenza",325,308,312,319,331,372,FALSE
"161","KIT-simple_nowcast","inc case","2022-06-19","2022-06-19","DE","60-79","seasonal_influenza",57,47,51,55,61,79,FALSE
"169","KIT-simple_nowcast","inc case","2022-06-19","2022-06-12","DE","60-79","seasonal_influenza",50,45,46,48,52,66,FALSE
"177","KIT-simple_nowcast","inc case","2022-06-19","2022-06-05","DE","60-79","seasonal_influenza",54,50,51,53,56,69,FALSE
"185","KIT-simple_nowcast","inc case","2022-06-19","2022-05-29","DE","60-79","seasonal_influenza",69,65,65,67,70,84,FALSE
"193","KIT-simple_nowcast","inc case","2022-06-19","2022-05-22","DE","60-79","seasonal_influenza",128,125,125,126,129,146,FALSE
"201","KIT-simple_nowcast","inc case","2022-06-19","2022-06-19","DE","80+","seasonal_influenza",29,23,25,27,31,41,FALSE
"209","KIT-simple_nowcast","inc case","2022-06-19","2022-06-12","DE","80+","seasonal_influenza",22,19,19,21,23,30,FALSE
"217","KIT-simple_nowcast","inc case","2022-06-19","2022-06-05","DE","80+","seasonal_influenza",22,19,19,20,23,34,FALSE
"225","KIT-simple_nowcast","inc case","2022-06-19","2022-05-29","DE","80+","seasonal_influenza",36,33,33,34,37,49,FALSE
"233","KIT-simple_nowcast","inc case","2022-06-19","2022-05-22","DE","80+","seasonal_influenza",56,53,53,54,57,69,FALSE
"241","KIT-simple_nowcast","inc case","2022-06-19","2022-06-19","DE","00+","seasonal_influenza",668,543,598,649,717,904,FALSE
"249","KIT-simple_nowcast","inc case","2022-06-19","2022-06-12","DE","00+","seasonal_influenza",686,604,630,664,719,891,FALSE
"257","KIT-simple_nowcast","inc case","2022-06-19","2022-06-05","DE","00+","seasonal_influenza",841,765,788,820,872,1034,FALSE
"265","KIT-simple_nowcast","inc case","2022-06-19","2022-05-29","DE","00+","seasonal_influenza",1008,939,963,992,1036,1168,FALSE
"273","KIT-simple_nowcast","inc case","2022-06-19","2022-05-22","DE","00+","seasonal_influenza",1917,1858,1883,1907,1940,2033,FALSE
"281","KIT-simple_nowcast","inc case","2022-06-19","2022-06-19","DE-BB","00+","seasonal_influenza",89,45,49,64,102,271,FALSE
"289","KIT-simple_nowcast","inc case","2022-06-19","2022-06-12","DE-BB","00+","seasonal_influenza",83,46,46,50,80,321,FALSE
"297","KIT-simple_nowcast","inc case","2022-06-19","2022-06-05","DE-BB","00+","seasonal_influenza",108,74,74,78,105,332,FALSE
"305","KIT-simple_nowcast","inc case","2022-06-19","2022-05-29","DE-BB","00+","seasonal_influenza",117,86,86,92,119,292,FALSE
"313","KIT-simple_nowcast","inc case","2022-06-19","2022-05-22","DE-BB","00+","seasonal_influenza",159,133,133,139,163,297,FALSE
"321","KIT-simple_nowcast","inc case","2022-06-19","2022-06-19","DE-BE","00+","seasonal_influenza",32,26,28,30,34,47,FALSE
"329","KIT-simple_nowcast","inc case","2022-06-19","2022-06-12","DE-BE","00+","seasonal_influenza",37,33,34,36,39,48,FALSE
"337","KIT-simple_nowcast","inc case","2022-06-19","2022-06-05","DE-BE","00+","seasonal_influenza",59,55,56,58,61,70,FALSE
"345","KIT-simple_nowcast","inc case","2022-06-19","2022-05-29","DE-BE","00+","seasonal_influenza",54,50,50,52,56,68,FALSE
"353","KIT-simple_nowcast","inc case","2022-06-19","2022-05-22","DE-BE","00+","seasonal_influenza",91,87,87,88,92,111,FALSE
"361","KIT-simple_nowcast","inc case","2022-06-19","2022-06-19","DE-BW","00+","seasonal_influenza",39,27,30,35,44,74,FALSE
"369","KIT-simple_nowcast","inc case","2022-06-19","2022-06-12","DE-BW","00+","seasonal_influenza",36,24,24,25,33,119,FALSE
"377","KIT-simple_nowcast","inc case","2022-06-19","2022-06-05","DE-BW","00+","seasonal_influenza",25,12,12,12,21,125,FALSE
"385","KIT-simple_nowcast","inc case","2022-06-19","2022-05-29","DE-BW","00+","seasonal_influenza",42,26,26,26,34,169,FALSE
"393","KIT-simple_nowcast","inc case","2022-06-19","2022-05-22","DE-BW","00+","seasonal_influenza",84,67,67,72,87,173,FALSE
"401","KIT-simple_nowcast","inc case","2022-06-19","2022-06-19","DE-BY","00+","seasonal_influenza",85,69,75,82,91,116,FALSE
"409","KIT-simple_nowcast","inc case","2022-06-19","2022-06-12","DE-BY","00+","seasonal_influenza",78,66,70,75,83,108,FALSE
"417","KIT-simple_nowcast","inc case","2022-06-19","2022-06-05","DE-BY","00+","seasonal_influenza",97,86,90,94,101,124,FALSE
"425","KIT-simple_nowcast","inc case","2022-06-19","2022-05-29","DE-BY","00+","seasonal_influenza",132,122,126,130,136,155,FALSE
"433","KIT-simple_nowcast","inc case","2022-06-19","2022-05-22","DE-BY","00+","seasonal_influenza",217,208,212,215,220,233,FALSE
"441","KIT-simple_nowcast","inc case","2022-06-19","2022-06-19","DE-HB","00+","seasonal_influenza",2,2,2,2,2,3,FALSE
"449","KIT-simple_nowcast","inc case","2022-06-19","2022-06-12","DE-HB","00+","seasonal_influenza",5,5,5,5,5,6,FALSE
"457","KIT-simple_nowcast","inc case","2022-06-19","2022-06-05","DE-HB","00+","seasonal_influenza",4,4,4,4,4,4,FALSE
"465","KIT-simple_nowcast","inc case","2022-06-19","2022-05-29","DE-HB","00+","seasonal_influenza",2,2,2,2,2,2,FALSE
"473","KIT-simple_nowcast","inc case","2022-06-19","2022-05-22","DE-HB","00+","seasonal_influenza",2,2,2,2,2,2,FALSE
"481","KIT-simple_nowcast","inc case","2022-06-19","2022-06-19","DE-HE","00+","seasonal_influenza",24,20,20,21,25,44,FALSE
"489","KIT-simple_nowcast","inc case","2022-06-19","2022-06-12","DE-HE","00+","seasonal_influenza",19,16,16,16,17,41,FALSE
"497","KIT-simple_nowcast","inc case","2022-06-19","2022-06-05","DE-HE","00+","seasonal_influenza",18,16,16,16,17,38,FALSE
"505","KIT-simple_nowcast","inc case","2022-06-19","2022-05-29","DE-HE","00+","seasonal_influenza",17,15,15,15,16,38,FALSE
"513","KIT-simple_nowcast","inc case","2022-06-19","2022-05-22","DE-HE","00+","seasonal_influenza",29,26,26,26,27,52,FALSE
"521","KIT-simple_nowcast","inc case","2022-06-19","2022-06-19","DE-HH","00+","seasonal_influenza",28,18,21,25,32,55,FALSE
"529","KIT-simple_nowcast","inc case","2022-06-19","2022-06-12","DE-HH","00+","seasonal_influenza",36,30,30,32,37,62,FALSE
"537","KIT-simple_nowcast","inc case","2022-06-19","2022-06-05","DE-HH","00+","seasonal_influenza",50,47,47,47,51,71,FALSE
"545","KIT-simple_nowcast","inc case","2022-06-19","2022-05-29","DE-HH","00+","seasonal_influenza",36,35,35,35,35,46,FALSE
"553","KIT-simple_nowcast","inc case","2022-06-19","2022-05-22","DE-HH","00+","seasonal_influenza",58,57,57,57,57,65,FALSE
"561","KIT-simple_nowcast","inc case","2022-06-19","2022-06-19","DE-MV","00+","seasonal_influenza",51,35,37,42,57,116,FALSE
"569","KIT-simple_nowcast","inc case","2022-06-19","2022-06-12","DE-MV","00+","seasonal_influenza",75,59,60,65,79,147,FALSE
"577","KIT-simple_nowcast","inc case","2022-06-19","2022-06-05","DE-MV","00+","seasonal_influenza",80,65,65,69,83,156,FALSE
"585","KIT-simple_nowcast","inc case","2022-06-19","2022-05-29","DE-MV","00+","seasonal_influenza",119,104,104,107,121,197,FALSE
