"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-simple_nowcast","inc case","2022-05-29","2022-05-29","DE","00-04","seasonal_influenza",186,128,151,175,209,307,FALSE
"9","KIT-simple_nowcast","inc case","2022-05-29","2022-05-22","DE","00-04","seasonal_influenza",255,209,213,229,269,449,FALSE
"17","KIT-simple_nowcast","inc case","2022-05-29","2022-05-15","DE","00-04","seasonal_influenza",304,266,267,278,312,485,FALSE
"25","KIT-simple_nowcast","inc case","2022-05-29","2022-05-08","DE","00-04","seasonal_influenza",248,219,219,223,247,432,FALSE
"33","KIT-simple_nowcast","inc case","2022-05-29","2022-05-01","DE","00-04","seasonal_influenza",224,201,201,206,227,349,FALSE
"41","KIT-simple_nowcast","inc case","2022-05-29","2022-05-29","DE","05-14","seasonal_influenza",345,280,310,336,370,459,FALSE
"49","KIT-simple_nowcast","inc case","2022-05-29","2022-05-22","DE","05-14","seasonal_influenza",693,652,665,682,709,794,FALSE
"57","KIT-simple_nowcast","inc case","2022-05-29","2022-05-15","DE","05-14","seasonal_influenza",806,778,788,799,817,872,FALSE
"65","KIT-simple_nowcast","inc case","2022-05-29","2022-05-08","DE","05-14","seasonal_influenza",517,502,508,514,523,551,FALSE
"73","KIT-simple_nowcast","inc case","2022-05-29","2022-05-01","DE","05-14","seasonal_influenza",262,253,256,260,265,280,FALSE
"81","KIT-simple_nowcast","inc case","2022-05-29","2022-05-29","DE","15-34","seasonal_influenza",321,249,286,313,348,435,FALSE
"89","KIT-simple_nowcast","inc case","2022-05-29","2022-05-22","DE","15-34","seasonal_influenza",568,516,542,563,588,650,FALSE
"97","KIT-simple_nowcast","inc case","2022-05-29","2022-05-15","DE","15-34","seasonal_influenza",594,549,571,589,612,672,FALSE
"105","KIT-simple_nowcast","inc case","2022-05-29","2022-05-08","DE","15-34","seasonal_influenza",603,560,577,594,619,694,FALSE
"113","KIT-simple_nowcast","inc case","2022-05-29","2022-05-01","DE","15-34","seasonal_influenza",572,538,548,562,585,659,FALSE
"121","KIT-simple_nowcast","inc case","2022-05-29","2022-05-29","DE","35-59","seasonal_influenza",209,150,175,199,232,322,FALSE
"129","KIT-simple_nowcast","inc case","2022-05-29","2022-05-22","DE","35-59","seasonal_influenza",352,305,318,338,371,479,FALSE
"137","KIT-simple_nowcast","inc case","2022-05-29","2022-05-15","DE","35-59","seasonal_influenza",351,313,323,338,366,459,FALSE
"145","KIT-simple_nowcast","inc case","2022-05-29","2022-05-08","DE","35-59","seasonal_influenza",320,291,298,311,332,405,FALSE
"153","KIT-simple_nowcast","inc case","2022-05-29","2022-05-01","DE","35-59","seasonal_influenza",319,297,303,312,328,381,FALSE
"161","KIT-simple_nowcast","inc case","2022-05-29","2022-05-29","DE","60-79","seasonal_influenza",76,60,67,74,83,107,FALSE
"169","KIT-simple_nowcast","inc case","2022-05-29","2022-05-22","DE","60-79","seasonal_influenza",134,124,124,126,135,183,FALSE
"177","KIT-simple_nowcast","inc case","2022-05-29","2022-05-15","DE","60-79","seasonal_influenza",144,138,138,139,145,177,FALSE
"185","KIT-simple_nowcast","inc case","2022-05-29","2022-05-08","DE","60-79","seasonal_influenza",86,83,83,83,86,108,FALSE
"193","KIT-simple_nowcast","inc case","2022-05-29","2022-05-01","DE","60-79","seasonal_influenza",145,143,143,143,144,163,FALSE
"201","KIT-simple_nowcast","inc case","2022-05-29","2022-05-29","DE","80+","seasonal_influenza",34,29,31,33,36,45,FALSE
"209","KIT-simple_nowcast","inc case","2022-05-29","2022-05-22","DE","80+","seasonal_influenza",53,52,52,53,54,57,FALSE
"217","KIT-simple_nowcast","inc case","2022-05-29","2022-05-15","DE","80+","seasonal_influenza",64,64,64,64,64,66,FALSE
