"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-simple_nowcast","inc case","2022-07-10","2022-07-10","DE","00-04","seasonal_influenza",29,22,26,29,32,41,FALSE
"9","KIT-simple_nowcast","inc case","2022-07-10","2022-07-03","DE","00-04","seasonal_influenza",43,35,38,42,47,60,FALSE
"17","KIT-simple_nowcast","inc case","2022-07-10","2022-06-26","DE","00-04","seasonal_influenza",54,44,46,50,58,88,FALSE
"25","KIT-simple_nowcast","inc case","2022-07-10","2022-06-19","DE","00-04","seasonal_influenza",91,80,81,85,94,134,FALSE
"33","KIT-simple_nowcast","inc case","2022-07-10","2022-06-12","DE","00-04","seasonal_influenza",91,81,83,87,95,126,FALSE
"41","KIT-simple_nowcast","inc case","2022-07-10","2022-07-10","DE","05-14","seasonal_influenza",53,44,49,53,57,66,FALSE
"49","KIT-simple_nowcast","inc case","2022-07-10","2022-07-03","DE","05-14","seasonal_influenza",68,59,64,67,71,81,FALSE
"57","KIT-simple_nowcast","inc case","2022-07-10","2022-06-26","DE","05-14","seasonal_influenza",129,117,122,127,134,153,FALSE
"65","KIT-simple_nowcast","inc case","2022-07-10","2022-06-19","DE","05-14","seasonal_influenza",117,105,109,115,122,144,FALSE
"73","KIT-simple_nowcast","inc case","2022-07-10","2022-06-12","DE","05-14","seasonal_influenza",154,142,147,152,159,179,FALSE
"81","KIT-simple_nowcast","inc case","2022-07-10","2022-07-10","DE","15-34","seasonal_influenza",112,92,102,110,119,144,FALSE
"89","KIT-simple_nowcast","inc case","2022-07-10","2022-07-03","DE","15-34","seasonal_influenza",169,152,158,165,176,207,FALSE
"97","KIT-simple_nowcast","inc case","2022-07-10","2022-06-26","DE","15-34","seasonal_influenza",238,220,226,234,245,281,FALSE
"105","KIT-simple_nowcast","inc case","2022-07-10","2022-06-19","DE","15-34","seasonal_influenza",240,222,227,234,247,291,FALSE
"113","KIT-simple_nowcast","inc case","2022-07-10","2022-06-12","DE","15-34","seasonal_influenza",225,206,211,218,232,279,FALSE
"121","KIT-simple_nowcast","inc case","2022-07-10","2022-07-10","DE","35-59","seasonal_influenza",38,30,33,37,41,54,FALSE
"129","KIT-simple_nowcast","inc case","2022-07-10","2022-07-03","DE","35-59","seasonal_influenza",69,62,64,67,72,89,FALSE
"137","KIT-simple_nowcast","inc case","2022-07-10","2022-06-26","DE","35-59","seasonal_influenza",71,63,65,68,74,95,FALSE
"145","KIT-simple_nowcast","inc case","2022-07-10","2022-06-19","DE","35-59","seasonal_influenza",93,84,86,90,96,119,FALSE
"153","KIT-simple_nowcast","inc case","2022-07-10","2022-06-12","DE","35-59","seasonal_influenza",122,112,115,119,126,148,FALSE
"161","KIT-simple_nowcast","inc case","2022-07-10","2022-07-10","DE","60-79","seasonal_influenza",20,14,17,19,22,28,FALSE
"169","KIT-simple_nowcast","inc case","2022-07-10","2022-07-03","DE","60-79","seasonal_influenza",26,21,23,25,28,36,FALSE
"177","KIT-simple_nowcast","inc case","2022-07-10","2022-06-26","DE","60-79","seasonal_influenza",52,46,48,50,54,64,FALSE
"185","KIT-simple_nowcast","inc case","2022-07-10","2022-06-19","DE","60-79","seasonal_influenza",58,53,55,57,61,71,FALSE
"193","KIT-simple_nowcast","inc case","2022-07-10","2022-06-12","DE","60-79","seasonal_influenza",51,45,46,48,53,70,FALSE
"201","KIT-simple_nowcast","inc case","2022-07-10","2022-07-10","DE","80+","seasonal_influenza",9,6,7,8,10,15,FALSE
"209","KIT-simple_nowcast","inc case","2022-07-10","2022-07-03","DE","80+","seasonal_influenza",15,12,12,14,16,23,FALSE
"217","KIT-simple_nowcast","inc case","2022-07-10","2022-06-26","DE","80+","seasonal_influenza",15,12,12,13,16,30,FALSE
"225","KIT-simple_nowcast","inc case","2022-07-10","2022-06-19","DE","80+","seasonal_influenza",26,23,23,23,26,48,FALSE
"233","KIT-simple_nowcast","inc case","2022-07-10","2022-06-12","DE","80+","seasonal_influenza",23,19,19,20,23,40,FALSE
"241","KIT-simple_nowcast","inc case","2022-07-10","2022-07-10","DE","00+","seasonal_influenza",262,219,242,259,279,327,FALSE
"249","KIT-simple_nowcast","inc case","2022-07-10","2022-07-03","DE","00+","seasonal_influenza",393,349,370,388,410,468,FALSE
"257","KIT-simple_nowcast","inc case","2022-07-10","2022-06-26","DE","00+","seasonal_influenza",562,508,531,553,583,670,FALSE
"265","KIT-simple_nowcast","inc case","2022-07-10","2022-06-19","DE","00+","seasonal_influenza",629,571,594,618,652,753,FALSE
"273","KIT-simple_nowcast","inc case","2022-07-10","2022-06-12","DE","00+","seasonal_influenza",670,616,640,662,691,768,FALSE
"281","KIT-simple_nowcast","inc case","2022-07-10","2022-07-10","DE-BB","00+","seasonal_influenza",23,17,17,19,25,52,FALSE
"289","KIT-simple_nowcast","inc case","2022-07-10","2022-07-03","DE-BB","00+","seasonal_influenza",27,22,22,22,27,63,FALSE
"297","KIT-simple_nowcast","inc case","2022-07-10","2022-06-26","DE-BB","00+","seasonal_influenza",40,34,34,34,38,80,FALSE
"305","KIT-simple_nowcast","inc case","2022-07-10","2022-06-19","DE-BB","00+","seasonal_influenza",52,46,46,47,52,89,FALSE
"313","KIT-simple_nowcast","inc case","2022-07-10","2022-06-12","DE-BB","00+","seasonal_influenza",52,46,46,47,52,83,FALSE
"321","KIT-simple_nowcast","inc case","2022-07-10","2022-07-10","DE-BE","00+","seasonal_influenza",8,7,7,7,8,10,FALSE
"329","KIT-simple_nowcast","inc case","2022-07-10","2022-07-03","DE-BE","00+","seasonal_influenza",9,9,9,9,9,10,FALSE
"337","KIT-simple_nowcast","inc case","2022-07-10","2022-06-26","DE-BE","00+","seasonal_influenza",12,12,12,12,12,13,FALSE
"345","KIT-simple_nowcast","inc case","2022-07-10","2022-06-19","DE-BE","00+","seasonal_influenza",26,26,26,26,26,26,FALSE
"353","KIT-simple_nowcast","inc case","2022-07-10","2022-06-12","DE-BE","00+","seasonal_influenza",33,33,33,33,33,33,FALSE
"361","KIT-simple_nowcast","inc case","2022-07-10","2022-07-10","DE-BW","00+","seasonal_influenza",16,9,10,13,19,38,FALSE
"369","KIT-simple_nowcast","inc case","2022-07-10","2022-07-03","DE-BW","00+","seasonal_influenza",28,19,19,19,24,101,FALSE
"377","KIT-simple_nowcast","inc case","2022-07-10","2022-06-26","DE-BW","00+","seasonal_influenza",33,21,21,21,27,129,FALSE
"385","KIT-simple_nowcast","inc case","2022-07-10","2022-06-19","DE-BW","00+","seasonal_influenza",42,28,28,28,33,167,FALSE
"393","KIT-simple_nowcast","inc case","2022-07-10","2022-06-12","DE-BW","00+","seasonal_influenza",40,24,24,28,43,129,FALSE
"401","KIT-simple_nowcast","inc case","2022-07-10","2022-07-10","DE-BY","00+","seasonal_influenza",33,26,29,32,36,48,FALSE
"409","KIT-simple_nowcast","inc case","2022-07-10","2022-07-03","DE-BY","00+","seasonal_influenza",54,47,48,51,57,75,FALSE
"417","KIT-simple_nowcast","inc case","2022-07-10","2022-06-26","DE-BY","00+","seasonal_influenza",82,74,76,80,86,106,FALSE
