"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"953","KIT-simple_nowcast","inc case","2022-08-21","2022-07-24","DE","00-04","rsv_infection",1,1,1,1,1,1,FALSE
"961","KIT-simple_nowcast","inc case","2022-08-21","2022-08-21","DE","05-14","rsv_infection",0,0,0,0,0,0,FALSE
"969","KIT-simple_nowcast","inc case","2022-08-21","2022-08-14","DE","05-14","rsv_infection",0,0,0,0,0,0,FALSE
"977","KIT-simple_nowcast","inc case","2022-08-21","2022-08-07","DE","05-14","rsv_infection",0,0,0,0,0,0,FALSE
"985","KIT-simple_nowcast","inc case","2022-08-21","2022-07-31","DE","05-14","rsv_infection",0,0,0,0,0,0,FALSE
"993","KIT-simple_nowcast","inc case","2022-08-21","2022-07-24","DE","05-14","rsv_infection",0,0,0,0,0,0,FALSE
"1001","KIT-simple_nowcast","inc case","2022-08-21","2022-08-21","DE","15-34","rsv_infection",0,0,0,0,0,0,FALSE
"1009","KIT-simple_nowcast","inc case","2022-08-21","2022-08-14","DE","15-34","rsv_infection",0,0,0,0,0,0,FALSE
"1017","KIT-simple_nowcast","inc case","2022-08-21","2022-08-07","DE","15-34","rsv_infection",0,0,0,0,0,0,FALSE
"1025","KIT-simple_nowcast","inc case","2022-08-21","2022-07-31","DE","15-34","rsv_infection",1,1,1,1,1,1,FALSE
"1033","KIT-simple_nowcast","inc case","2022-08-21","2022-07-24","DE","15-34","rsv_infection",0,0,0,0,0,0,FALSE
"1041","KIT-simple_nowcast","inc case","2022-08-21","2022-08-21","DE","35-59","rsv_infection",0,0,0,0,0,0,FALSE
"1049","KIT-simple_nowcast","inc case","2022-08-21","2022-08-14","DE","35-59","rsv_infection",2,2,2,2,2,2,FALSE
"1057","KIT-simple_nowcast","inc case","2022-08-21","2022-08-07","DE","35-59","rsv_infection",1,1,1,1,1,1,FALSE
"1065","KIT-simple_nowcast","inc case","2022-08-21","2022-07-31","DE","35-59","rsv_infection",0,0,0,0,0,0,FALSE
"1073","KIT-simple_nowcast","inc case","2022-08-21","2022-07-24","DE","35-59","rsv_infection",1,1,1,1,1,1,FALSE
"1081","KIT-simple_nowcast","inc case","2022-08-21","2022-08-21","DE","60-79","rsv_infection",0,0,0,0,0,0,FALSE
"1089","KIT-simple_nowcast","inc case","2022-08-21","2022-08-14","DE","60-79","rsv_infection",0,0,0,0,0,0,FALSE
"1097","KIT-simple_nowcast","inc case","2022-08-21","2022-08-07","DE","60-79","rsv_infection",1,1,1,1,1,1,FALSE
"1105","KIT-simple_nowcast","inc case","2022-08-21","2022-07-31","DE","60-79","rsv_infection",0,0,0,0,0,0,FALSE
"1113","KIT-simple_nowcast","inc case","2022-08-21","2022-07-24","DE","60-79","rsv_infection",1,1,1,1,1,1,FALSE
"1121","KIT-simple_nowcast","inc case","2022-08-21","2022-08-21","DE","80+","rsv_infection",0,0,0,0,0,0,FALSE
"1129","KIT-simple_nowcast","inc case","2022-08-21","2022-08-14","DE","80+","rsv_infection",0,0,0,0,0,0,FALSE
"1137","KIT-simple_nowcast","inc case","2022-08-21","2022-08-07","DE","80+","rsv_infection",0,0,0,0,0,0,FALSE
"1145","KIT-simple_nowcast","inc case","2022-08-21","2022-07-31","DE","80+","rsv_infection",0,0,0,0,0,0,FALSE
"1153","KIT-simple_nowcast","inc case","2022-08-21","2022-07-24","DE","80+","rsv_infection",0,0,0,0,0,0,FALSE
"1161","KIT-simple_nowcast","inc case","2022-08-21","2022-08-21","DE","00+","rsv_infection",0,0,0,0,0,0,FALSE
"1169","KIT-simple_nowcast","inc case","2022-08-21","2022-08-14","DE","00+","rsv_infection",4,4,4,4,4,4,FALSE
"1177","KIT-simple_nowcast","inc case","2022-08-21","2022-08-07","DE","00+","rsv_infection",2,2,2,2,2,2,FALSE
"1185","KIT-simple_nowcast","inc case","2022-08-21","2022-07-31","DE","00+","rsv_infection",5,5,5,5,5,5,FALSE
"1193","KIT-simple_nowcast","inc case","2022-08-21","2022-07-24","DE","00+","rsv_infection",3,3,3,3,3,3,FALSE
"1201","KIT-simple_nowcast","inc case","2022-08-21","2022-08-21","DE-SN","00+","rsv_infection",0,0,0,0,0,0,FALSE
"1209","KIT-simple_nowcast","inc case","2022-08-21","2022-08-14","DE-SN","00+","rsv_infection",4,4,4,4,4,4,FALSE
"1217","KIT-simple_nowcast","inc case","2022-08-21","2022-08-07","DE-SN","00+","rsv_infection",2,2,2,2,2,2,FALSE
"1225","KIT-simple_nowcast","inc case","2022-08-21","2022-07-31","DE-SN","00+","rsv_infection",5,5,5,5,5,5,FALSE
"1233","KIT-simple_nowcast","inc case","2022-08-21","2022-07-24","DE-SN","00+","rsv_infection",3,3,3,3,3,3,FALSE
"1241","KIT-simple_nowcast","inc case","2022-08-21","2022-08-21","DE","00-04","pneumococcal_disease",1,1,1,1,2,3,FALSE
"1249","KIT-simple_nowcast","inc case","2022-08-21","2022-08-14","DE","00-04","pneumococcal_disease",0,0,0,0,0,0,FALSE
"1257","KIT-simple_nowcast","inc case","2022-08-21","2022-08-07","DE","00-04","pneumococcal_disease",3,3,3,3,3,3,FALSE
"1265","KIT-simple_nowcast","inc case","2022-08-21","2022-07-31","DE","00-04","pneumococcal_disease",0,0,0,0,0,0,FALSE
"1273","KIT-simple_nowcast","inc case","2022-08-21","2022-07-24","DE","00-04","pneumococcal_disease",3,3,3,3,3,3,FALSE
"1281","KIT-simple_nowcast","inc case","2022-08-21","2022-08-21","DE","05-14","pneumococcal_disease",1,1,1,1,1,2,FALSE
"1289","KIT-simple_nowcast","inc case","2022-08-21","2022-08-14","DE","05-14","pneumococcal_disease",1,1,1,1,1,1,FALSE
"1297","KIT-simple_nowcast","inc case","2022-08-21","2022-08-07","DE","05-14","pneumococcal_disease",0,0,0,0,0,0,FALSE
"1305","KIT-simple_nowcast","inc case","2022-08-21","2022-07-31","DE","05-14","pneumococcal_disease",0,0,0,0,0,0,FALSE
"1313","KIT-simple_nowcast","inc case","2022-08-21","2022-07-24","DE","05-14","pneumococcal_disease",0,0,0,0,0,0,FALSE
"1321","KIT-simple_nowcast","inc case","2022-08-21","2022-08-21","DE","15-34","pneumococcal_disease",6,5,5,5,6,12,FALSE
"1329","KIT-simple_nowcast","inc case","2022-08-21","2022-08-14","DE","15-34","pneumococcal_disease",1,1,1,1,1,2,FALSE
"1337","KIT-simple_nowcast","inc case","2022-08-21","2022-08-07","DE","15-34","pneumococcal_disease",4,4,4,4,4,4,FALSE
"1345","KIT-simple_nowcast","inc case","2022-08-21","2022-07-31","DE","15-34","pneumococcal_disease",1,1,1,1,1,1,FALSE
"1353","KIT-simple_nowcast","inc case","2022-08-21","2022-07-24","DE","15-34","pneumococcal_disease",3,3,3,3,3,3,FALSE
"1361","KIT-simple_nowcast","inc case","2022-08-21","2022-08-21","DE","35-59","pneumococcal_disease",16,11,12,15,18,29,FALSE
"1369","KIT-simple_nowcast","inc case","2022-08-21","2022-08-14","DE","35-59","pneumococcal_disease",17,13,14,16,19,29,FALSE
"1377","KIT-simple_nowcast","inc case","2022-08-21","2022-08-07","DE","35-59","pneumococcal_disease",10,6,7,9,11,21,FALSE
"1385","KIT-simple_nowcast","inc case","2022-08-21","2022-07-31","DE","35-59","pneumococcal_disease",21,17,18,20,22,30,FALSE
"1393","KIT-simple_nowcast","inc case","2022-08-21","2022-07-24","DE","35-59","pneumococcal_disease",21,18,19,20,22,29,FALSE
"1401","KIT-simple_nowcast","inc case","2022-08-21","2022-08-21","DE","60-79","pneumococcal_disease",22,16,19,21,24,31,FALSE
"1409","KIT-simple_nowcast","inc case","2022-08-21","2022-08-14","DE","60-79","pneumococcal_disease",14,10,12,13,15,21,FALSE
"1417","KIT-simple_nowcast","inc case","2022-08-21","2022-08-07","DE","60-79","pneumococcal_disease",23,19,21,22,24,30,FALSE
"1425","KIT-simple_nowcast","inc case","2022-08-21","2022-07-31","DE","60-79","pneumococcal_disease",24,20,22,23,25,31,FALSE
"1433","KIT-simple_nowcast","inc case","2022-08-21","2022-07-24","DE","60-79","pneumococcal_disease",23,19,20,22,24,30,FALSE
"1441","KIT-simple_nowcast","inc case","2022-08-21","2022-08-21","DE","80+","pneumococcal_disease",12,7,9,11,14,20,FALSE
"1449","KIT-simple_nowcast","inc case","2022-08-21","2022-08-14","DE","80+","pneumococcal_disease",24,20,22,23,26,31,FALSE
"1457","KIT-simple_nowcast","inc case","2022-08-21","2022-08-07","DE","80+","pneumococcal_disease",16,13,14,15,17,21,FALSE
"1465","KIT-simple_nowcast","inc case","2022-08-21","2022-07-31","DE","80+","pneumococcal_disease",11,9,10,10,12,15,FALSE
"1473","KIT-simple_nowcast","inc case","2022-08-21","2022-07-24","DE","80+","pneumococcal_disease",8,7,7,8,9,12,FALSE
"1481","KIT-simple_nowcast","inc case","2022-08-21","2022-08-21","DE","00+","pneumococcal_disease",57,43,50,55,62,81,FALSE
"1489","KIT-simple_nowcast","inc case","2022-08-21","2022-08-14","DE","00+","pneumococcal_disease",56,46,50,54,60,75,FALSE
"1497","KIT-simple_nowcast","inc case","2022-08-21","2022-08-07","DE","00+","pneumococcal_disease",55,47,50,54,59,72,FALSE
"1505","KIT-simple_nowcast","inc case","2022-08-21","2022-07-31","DE","00+","pneumococcal_disease",55,48,51,54,58,69,FALSE
"1513","KIT-simple_nowcast","inc case","2022-08-21","2022-07-24","DE","00+","pneumococcal_disease",57,51,54,57,60,68,FALSE
"1521","KIT-simple_nowcast","inc case","2022-08-21","2022-08-21","DE-BB","00+","pneumococcal_disease",4,3,3,4,5,9,FALSE
"1529","KIT-simple_nowcast","inc case","2022-08-21","2022-08-14","DE-BB","00+","pneumococcal_disease",1,0,0,0,1,4,FALSE
"1537","KIT-simple_nowcast","inc case","2022-08-21","2022-08-07","DE-BB","00+","pneumococcal_disease",2,1,1,1,2,5,FALSE
"1545","KIT-simple_nowcast","inc case","2022-08-21","2022-07-31","DE-BB","00+","pneumococcal_disease",6,5,5,5,6,9,FALSE
"1553","KIT-simple_nowcast","inc case","2022-08-21","2022-07-24","DE-BB","00+","pneumococcal_disease",2,1,1,1,2,4,FALSE
"1561","KIT-simple_nowcast","inc case","2022-08-21","2022-08-21","DE-BE","00+","pneumococcal_disease",2,2,2,2,2,4,FALSE
"1569","KIT-simple_nowcast","inc case","2022-08-21","2022-08-14","DE-BE","00+","pneumococcal_disease",3,3,3,3,3,3,FALSE
"1577","KIT-simple_nowcast","inc case","2022-08-21","2022-08-07","DE-BE","00+","pneumococcal_disease",3,3,3,3,3,3,FALSE
"1585","KIT-simple_nowcast","inc case","2022-08-21","2022-07-31","DE-BE","00+","pneumococcal_disease",1,1,1,1,1,1,FALSE
"1593","KIT-simple_nowcast","inc case","2022-08-21","2022-07-24","DE-BE","00+","pneumococcal_disease",3,3,3,3,3,3,FALSE
"1601","KIT-simple_nowcast","inc case","2022-08-21","2022-08-21","DE-BW","00+","pneumococcal_disease",6,5,5,5,6,8,FALSE
"1609","KIT-simple_nowcast","inc case","2022-08-21","2022-08-14","DE-BW","00+","pneumococcal_disease",5,5,5,5,5,6,FALSE
"1617","KIT-simple_nowcast","inc case","2022-08-21","2022-08-07","DE-BW","00+","pneumococcal_disease",6,6,6,6,6,6,FALSE
"1625","KIT-simple_nowcast","inc case","2022-08-21","2022-07-31","DE-BW","00+","pneumococcal_disease",8,8,8,8,8,8,FALSE
"1633","KIT-simple_nowcast","inc case","2022-08-21","2022-07-24","DE-BW","00+","pneumococcal_disease",6,6,6,6,6,6,FALSE
"1641","KIT-simple_nowcast","inc case","2022-08-21","2022-08-21","DE-BY","00+","pneumococcal_disease",4,2,2,3,5,10,FALSE
