"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-simple_nowcast","inc case","2022-09-04","2022-09-04","DE","00-04","seasonal_influenza",19,16,18,19,21,25,FALSE
"9","KIT-simple_nowcast","inc case","2022-09-04","2022-08-28","DE","00-04","seasonal_influenza",18,17,17,18,19,21,FALSE
"17","KIT-simple_nowcast","inc case","2022-09-04","2022-08-21","DE","00-04","seasonal_influenza",17,16,16,16,17,19,FALSE
"25","KIT-simple_nowcast","inc case","2022-09-04","2022-08-14","DE","00-04","seasonal_influenza",11,11,11,11,12,13,FALSE
"33","KIT-simple_nowcast","inc case","2022-09-04","2022-08-07","DE","00-04","seasonal_influenza",4,4,4,4,4,6,FALSE
"41","KIT-simple_nowcast","inc case","2022-09-04","2022-09-04","DE","05-14","seasonal_influenza",25,22,24,25,27,31,FALSE
"49","KIT-simple_nowcast","inc case","2022-09-04","2022-08-28","DE","05-14","seasonal_influenza",20,18,18,19,20,23,FALSE
"57","KIT-simple_nowcast","inc case","2022-09-04","2022-08-21","DE","05-14","seasonal_influenza",21,20,20,21,22,24,FALSE
"65","KIT-simple_nowcast","inc case","2022-09-04","2022-08-14","DE","05-14","seasonal_influenza",23,22,22,23,23,26,FALSE
"73","KIT-simple_nowcast","inc case","2022-09-04","2022-08-07","DE","05-14","seasonal_influenza",24,23,23,24,24,26,FALSE
"81","KIT-simple_nowcast","inc case","2022-09-04","2022-09-04","DE","15-34","seasonal_influenza",144,125,135,142,151,172,FALSE
"89","KIT-simple_nowcast","inc case","2022-09-04","2022-08-28","DE","15-34","seasonal_influenza",164,150,156,162,170,191,FALSE
"97","KIT-simple_nowcast","inc case","2022-09-04","2022-08-21","DE","15-34","seasonal_influenza",139,129,133,137,143,160,FALSE
"105","KIT-simple_nowcast","inc case","2022-09-04","2022-08-14","DE","15-34","seasonal_influenza",111,103,106,110,114,126,FALSE
"113","KIT-simple_nowcast","inc case","2022-09-04","2022-08-07","DE","15-34","seasonal_influenza",117,110,114,117,120,128,FALSE
"121","KIT-simple_nowcast","inc case","2022-09-04","2022-09-04","DE","35-59","seasonal_influenza",52,45,48,51,54,63,FALSE
"129","KIT-simple_nowcast","inc case","2022-09-04","2022-08-28","DE","35-59","seasonal_influenza",48,44,45,47,49,58,FALSE
"137","KIT-simple_nowcast","inc case","2022-09-04","2022-08-21","DE","35-59","seasonal_influenza",31,28,29,30,32,39,FALSE
"145","KIT-simple_nowcast","inc case","2022-09-04","2022-08-14","DE","35-59","seasonal_influenza",21,18,19,20,22,29,FALSE
"153","KIT-simple_nowcast","inc case","2022-09-04","2022-08-07","DE","35-59","seasonal_influenza",17,14,15,16,19,24,FALSE
"161","KIT-simple_nowcast","inc case","2022-09-04","2022-09-04","DE","60-79","seasonal_influenza",21,18,20,21,22,26,FALSE
"169","KIT-simple_nowcast","inc case","2022-09-04","2022-08-28","DE","60-79","seasonal_influenza",15,14,14,15,16,18,FALSE
"177","KIT-simple_nowcast","inc case","2022-09-04","2022-08-21","DE","60-79","seasonal_influenza",17,16,16,17,17,19,FALSE
"185","KIT-simple_nowcast","inc case","2022-09-04","2022-08-14","DE","60-79","seasonal_influenza",13,12,12,13,13,15,FALSE
"193","KIT-simple_nowcast","inc case","2022-09-04","2022-08-07","DE","60-79","seasonal_influenza",13,12,12,13,13,16,FALSE
"201","KIT-simple_nowcast","inc case","2022-09-04","2022-09-04","DE","80+","seasonal_influenza",10,9,9,10,11,13,FALSE
"209","KIT-simple_nowcast","inc case","2022-09-04","2022-08-28","DE","80+","seasonal_influenza",6,6,6,6,6,8,FALSE
"217","KIT-simple_nowcast","inc case","2022-09-04","2022-08-21","DE","80+","seasonal_influenza",2,2,2,2,2,4,FALSE
"225","KIT-simple_nowcast","inc case","2022-09-04","2022-08-14","DE","80+","seasonal_influenza",6,6,6,6,6,8,FALSE
"233","KIT-simple_nowcast","inc case","2022-09-04","2022-08-07","DE","80+","seasonal_influenza",5,5,5,5,5,6,FALSE
"241","KIT-simple_nowcast","inc case","2022-09-04","2022-09-04","DE","00+","seasonal_influenza",270,245,259,269,279,303,FALSE
"249","KIT-simple_nowcast","inc case","2022-09-04","2022-08-28","DE","00+","seasonal_influenza",269,254,262,267,274,290,FALSE
"257","KIT-simple_nowcast","inc case","2022-09-04","2022-08-21","DE","00+","seasonal_influenza",225,214,220,224,229,242,FALSE
"265","KIT-simple_nowcast","inc case","2022-09-04","2022-08-14","DE","00+","seasonal_influenza",184,175,180,184,188,198,FALSE
"273","KIT-simple_nowcast","inc case","2022-09-04","2022-08-07","DE","00+","seasonal_influenza",179,170,175,178,182,191,FALSE
"281","KIT-simple_nowcast","inc case","2022-09-04","2022-09-04","DE-BB","00+","seasonal_influenza",10,7,7,8,11,26,FALSE
"289","KIT-simple_nowcast","inc case","2022-09-04","2022-08-28","DE-BB","00+","seasonal_influenza",11,9,9,9,10,29,FALSE
"297","KIT-simple_nowcast","inc case","2022-09-04","2022-08-21","DE-BB","00+","seasonal_influenza",13,11,11,11,11,26,FALSE
"305","KIT-simple_nowcast","inc case","2022-09-04","2022-08-14","DE-BB","00+","seasonal_influenza",11,10,10,10,10,18,FALSE
"313","KIT-simple_nowcast","inc case","2022-09-04","2022-08-07","DE-BB","00+","seasonal_influenza",6,6,6,6,6,6,FALSE
"321","KIT-simple_nowcast","inc case","2022-09-04","2022-09-04","DE-BE","00+","seasonal_influenza",10,9,9,10,11,14,FALSE
"329","KIT-simple_nowcast","inc case","2022-09-04","2022-08-28","DE-BE","00+","seasonal_influenza",15,15,15,15,16,18,FALSE
"337","KIT-simple_nowcast","inc case","2022-09-04","2022-08-21","DE-BE","00+","seasonal_influenza",12,12,12,12,12,13,FALSE
"345","KIT-simple_nowcast","inc case","2022-09-04","2022-08-14","DE-BE","00+","seasonal_influenza",9,9,9,9,9,10,FALSE
"353","KIT-simple_nowcast","inc case","2022-09-04","2022-08-07","DE-BE","00+","seasonal_influenza",9,9,9,9,9,9,FALSE
"361","KIT-simple_nowcast","inc case","2022-09-04","2022-09-04","DE-BW","00+","seasonal_influenza",16,12,13,15,17,25,FALSE
"369","KIT-simple_nowcast","inc case","2022-09-04","2022-08-28","DE-BW","00+","seasonal_influenza",17,14,14,16,19,28,FALSE
"377","KIT-simple_nowcast","inc case","2022-09-04","2022-08-21","DE-BW","00+","seasonal_influenza",30,27,27,29,31,40,FALSE
"385","KIT-simple_nowcast","inc case","2022-09-04","2022-08-14","DE-BW","00+","seasonal_influenza",16,13,13,14,17,24,FALSE
"393","KIT-simple_nowcast","inc case","2022-09-04","2022-08-07","DE-BW","00+","seasonal_influenza",15,12,12,14,16,23,FALSE
"401","KIT-simple_nowcast","inc case","2022-09-04","2022-09-04","DE-BY","00+","seasonal_influenza",59,53,56,58,61,69,FALSE
"409","KIT-simple_nowcast","inc case","2022-09-04","2022-08-28","DE-BY","00+","seasonal_influenza",66,64,64,65,67,71,FALSE
"417","KIT-simple_nowcast","inc case","2022-09-04","2022-08-21","DE-BY","00+","seasonal_influenza",33,32,32,33,33,36,FALSE
"425","KIT-simple_nowcast","inc case","2022-09-04","2022-08-14","DE-BY","00+","seasonal_influenza",27,26,26,27,27,29,FALSE
"433","KIT-simple_nowcast","inc case","2022-09-04","2022-08-07","DE-BY","00+","seasonal_influenza",17,16,16,17,17,19,FALSE
"441","KIT-simple_nowcast","inc case","2022-09-04","2022-09-04","DE-HB","00+","seasonal_influenza",0,0,0,0,0,0,FALSE
"449","KIT-simple_nowcast","inc case","2022-09-04","2022-08-28","DE-HB","00+","seasonal_influenza",1,1,1,1,1,1,FALSE
"457","KIT-simple_nowcast","inc case","2022-09-04","2022-08-21","DE-HB","00+","seasonal_influenza",2,2,2,2,2,2,FALSE
"465","KIT-simple_nowcast","inc case","2022-09-04","2022-08-14","DE-HB","00+","seasonal_influenza",0,0,0,0,0,0,FALSE
"473","KIT-simple_nowcast","inc case","2022-09-04","2022-08-07","DE-HB","00+","seasonal_influenza",0,0,0,0,0,0,FALSE
"481","KIT-simple_nowcast","inc case","2022-09-04","2022-09-04","DE-HE","00+","seasonal_influenza",11,9,9,10,11,15,FALSE
"489","KIT-simple_nowcast","inc case","2022-09-04","2022-08-28","DE-HE","00+","seasonal_influenza",11,10,10,10,11,15,FALSE
"497","KIT-simple_nowcast","inc case","2022-09-04","2022-08-21","DE-HE","00+","seasonal_influenza",8,7,7,7,8,11,FALSE
"505","KIT-simple_nowcast","inc case","2022-09-04","2022-08-14","DE-HE","00+","seasonal_influenza",9,9,9,9,9,13,FALSE
"513","KIT-simple_nowcast","inc case","2022-09-04","2022-08-07","DE-HE","00+","seasonal_influenza",6,6,6,6,6,9,FALSE
"521","KIT-simple_nowcast","inc case","2022-09-04","2022-09-04","DE-HH","00+","seasonal_influenza",11,7,9,11,13,18,FALSE
"529","KIT-simple_nowcast","inc case","2022-09-04","2022-08-28","DE-HH","00+","seasonal_influenza",16,14,15,16,17,22,FALSE
"537","KIT-simple_nowcast","inc case","2022-09-04","2022-08-21","DE-HH","00+","seasonal_influenza",22,20,20,21,23,28,FALSE
"545","KIT-simple_nowcast","inc case","2022-09-04","2022-08-14","DE-HH","00+","seasonal_influenza",6,5,5,5,6,15,FALSE
"553","KIT-simple_nowcast","inc case","2022-09-04","2022-08-07","DE-HH","00+","seasonal_influenza",13,12,12,12,13,25,FALSE
"561","KIT-simple_nowcast","inc case","2022-09-04","2022-09-04","DE-MV","00+","seasonal_influenza",13,11,11,11,13,27,FALSE
"569","KIT-simple_nowcast","inc case","2022-09-04","2022-08-28","DE-MV","00+","seasonal_influenza",13,12,12,12,13,24,FALSE
"577","KIT-simple_nowcast","inc case","2022-09-04","2022-08-21","DE-MV","00+","seasonal_influenza",6,5,5,5,5,13,FALSE
"585","KIT-simple_nowcast","inc case","2022-09-04","2022-08-14","DE-MV","00+","seasonal_influenza",4,3,3,3,3,14,FALSE
"593","KIT-simple_nowcast","inc case","2022-09-04","2022-08-07","DE-MV","00+","seasonal_influenza",10,8,8,8,9,25,FALSE
"601","KIT-simple_nowcast","inc case","2022-09-04","2022-09-04","DE-NI","00+","seasonal_influenza",8,4,6,8,10,15,FALSE
"609","KIT-simple_nowcast","inc case","2022-09-04","2022-08-28","DE-NI","00+","seasonal_influenza",23,19,20,22,24,32,FALSE
"617","KIT-simple_nowcast","inc case","2022-09-04","2022-08-21","DE-NI","00+","seasonal_influenza",14,11,12,13,15,21,FALSE
"625","KIT-simple_nowcast","inc case","2022-09-04","2022-08-14","DE-NI","00+","seasonal_influenza",10,8,8,10,11,17,FALSE
"633","KIT-simple_nowcast","inc case","2022-09-04","2022-08-07","DE-NI","00+","seasonal_influenza",25,23,23,25,26,31,FALSE
"641","KIT-simple_nowcast","inc case","2022-09-04","2022-09-04","DE-NW","00+","seasonal_influenza",31,27,29,30,32,37,FALSE
"649","KIT-simple_nowcast","inc case","2022-09-04","2022-08-28","DE-NW","00+","seasonal_influenza",25,23,23,24,26,30,FALSE
"657","KIT-simple_nowcast","inc case","2022-09-04","2022-08-21","DE-NW","00+","seasonal_influenza",27,25,25,26,28,32,FALSE
"665","KIT-simple_nowcast","inc case","2022-09-04","2022-08-14","DE-NW","00+","seasonal_influenza",34,32,32,33,35,40,FALSE
"673","KIT-simple_nowcast","inc case","2022-09-04","2022-08-07","DE-NW","00+","seasonal_influenza",28,26,26,27,29,36,FALSE
"681","KIT-simple_nowcast","inc case","2022-09-04","2022-09-04","DE-RP","00+","seasonal_influenza",15,13,14,15,16,18,FALSE
"689","KIT-simple_nowcast","inc case","2022-09-04","2022-08-28","DE-RP","00+","seasonal_influenza",10,9,9,10,11,13,FALSE
"697","KIT-simple_nowcast","inc case","2022-09-04","2022-08-21","DE-RP","00+","seasonal_influenza",16,15,15,16,17,19,FALSE
"705","KIT-simple_nowcast","inc case","2022-09-04","2022-08-14","DE-RP","00+","seasonal_influenza",18,17,17,18,19,22,FALSE
"713","KIT-simple_nowcast","inc case","2022-09-04","2022-08-07","DE-RP","00+","seasonal_influenza",15,14,14,15,16,18,FALSE
"721","KIT-simple_nowcast","inc case","2022-09-04","2022-09-04","DE-SH","00+","seasonal_influenza",7,5,5,6,8,12,FALSE
"729","KIT-simple_nowcast","inc case","2022-09-04","2022-08-28","DE-SH","00+","seasonal_influenza",7,6,6,7,8,14,FALSE
"737","KIT-simple_nowcast","inc case","2022-09-04","2022-08-21","DE-SH","00+","seasonal_influenza",7,5,5,5,7,14,FALSE
"745","KIT-simple_nowcast","inc case","2022-09-04","2022-08-14","DE-SH","00+","seasonal_influenza",7,6,6,6,7,16,FALSE
"753","KIT-simple_nowcast","inc case","2022-09-04","2022-08-07","DE-SH","00+","seasonal_influenza",8,7,7,7,8,16,FALSE
"761","KIT-simple_nowcast","inc case","2022-09-04","2022-09-04","DE-SL","00+","seasonal_influenza",6,5,5,6,7,9,FALSE
"769","KIT-simple_nowcast","inc case","2022-09-04","2022-08-28","DE-SL","00+","seasonal_influenza",1,0,0,0,1,3,FALSE
"777","KIT-simple_nowcast","inc case","2022-09-04","2022-08-21","DE-SL","00+","seasonal_influenza",1,0,0,0,1,3,FALSE
"785","KIT-simple_nowcast","inc case","2022-09-04","2022-08-14","DE-SL","00+","seasonal_influenza",3,2,2,2,3,5,FALSE
"793","KIT-simple_nowcast","inc case","2022-09-04","2022-08-07","DE-SL","00+","seasonal_influenza",4,4,4,4,5,7,FALSE
"801","KIT-simple_nowcast","inc case","2022-09-04","2022-09-04","DE-SN","00+","seasonal_influenza",56,48,52,56,59,69,FALSE
"809","KIT-simple_nowcast","inc case","2022-09-04","2022-08-28","DE-SN","00+","seasonal_influenza",39,38,38,38,39,43,FALSE
"817","KIT-simple_nowcast","inc case","2022-09-04","2022-08-21","DE-SN","00+","seasonal_influenza",25,25,25,25,26,28,FALSE
"825","KIT-simple_nowcast","inc case","2022-09-04","2022-08-14","DE-SN","00+","seasonal_influenza",21,21,21,21,21,23,FALSE
