"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-simple_nowcast","inc case","2022-09-11","2022-09-11","DE","00-04","seasonal_influenza",22,18,20,21,23,27,FALSE
"9","KIT-simple_nowcast","inc case","2022-09-11","2022-09-04","DE","00-04","seasonal_influenza",18,17,17,18,19,21,FALSE
"17","KIT-simple_nowcast","inc case","2022-09-11","2022-08-28","DE","00-04","seasonal_influenza",18,17,17,17,18,20,FALSE
"25","KIT-simple_nowcast","inc case","2022-09-11","2022-08-21","DE","00-04","seasonal_influenza",16,16,16,16,17,18,FALSE
"33","KIT-simple_nowcast","inc case","2022-09-11","2022-08-14","DE","00-04","seasonal_influenza",12,12,12,12,12,14,FALSE
"41","KIT-simple_nowcast","inc case","2022-09-11","2022-09-11","DE","05-14","seasonal_influenza",61,54,58,61,64,71,FALSE
"49","KIT-simple_nowcast","inc case","2022-09-11","2022-09-04","DE","05-14","seasonal_influenza",27,25,25,26,28,32,FALSE
"57","KIT-simple_nowcast","inc case","2022-09-11","2022-08-28","DE","05-14","seasonal_influenza",19,18,18,19,20,22,FALSE
"65","KIT-simple_nowcast","inc case","2022-09-11","2022-08-21","DE","05-14","seasonal_influenza",21,20,20,20,21,23,FALSE
"73","KIT-simple_nowcast","inc case","2022-09-11","2022-08-14","DE","05-14","seasonal_influenza",22,22,22,22,23,24,FALSE
"81","KIT-simple_nowcast","inc case","2022-09-11","2022-09-11","DE","15-34","seasonal_influenza",114,97,106,113,121,139,FALSE
"89","KIT-simple_nowcast","inc case","2022-09-11","2022-09-04","DE","15-34","seasonal_influenza",145,130,137,143,151,174,FALSE
"97","KIT-simple_nowcast","inc case","2022-09-11","2022-08-28","DE","15-34","seasonal_influenza",162,150,155,160,166,185,FALSE
"105","KIT-simple_nowcast","inc case","2022-09-11","2022-08-21","DE","15-34","seasonal_influenza",138,130,133,137,141,153,FALSE
"113","KIT-simple_nowcast","inc case","2022-09-11","2022-08-14","DE","15-34","seasonal_influenza",109,103,106,108,111,117,FALSE
"121","KIT-simple_nowcast","inc case","2022-09-11","2022-09-11","DE","35-59","seasonal_influenza",56,48,52,55,59,67,FALSE
"129","KIT-simple_nowcast","inc case","2022-09-11","2022-09-04","DE","35-59","seasonal_influenza",51,46,47,50,53,63,FALSE
"137","KIT-simple_nowcast","inc case","2022-09-11","2022-08-28","DE","35-59","seasonal_influenza",48,44,45,47,50,59,FALSE
"145","KIT-simple_nowcast","inc case","2022-09-11","2022-08-21","DE","35-59","seasonal_influenza",31,28,29,31,33,40,FALSE
"153","KIT-simple_nowcast","inc case","2022-09-11","2022-08-14","DE","35-59","seasonal_influenza",22,18,19,21,23,30,FALSE
"161","KIT-simple_nowcast","inc case","2022-09-11","2022-09-11","DE","60-79","seasonal_influenza",25,22,24,25,27,30,FALSE
"169","KIT-simple_nowcast","inc case","2022-09-11","2022-09-04","DE","60-79","seasonal_influenza",20,19,19,20,21,23,FALSE
"177","KIT-simple_nowcast","inc case","2022-09-11","2022-08-28","DE","60-79","seasonal_influenza",15,14,14,15,15,17,FALSE
"185","KIT-simple_nowcast","inc case","2022-09-11","2022-08-21","DE","60-79","seasonal_influenza",17,16,16,17,17,19,FALSE
"193","KIT-simple_nowcast","inc case","2022-09-11","2022-08-14","DE","60-79","seasonal_influenza",13,12,12,13,13,15,FALSE
"201","KIT-simple_nowcast","inc case","2022-09-11","2022-09-11","DE","80+","seasonal_influenza",4,3,3,4,5,7,FALSE
"209","KIT-simple_nowcast","inc case","2022-09-11","2022-09-04","DE","80+","seasonal_influenza",10,9,9,10,10,13,FALSE
"217","KIT-simple_nowcast","inc case","2022-09-11","2022-08-28","DE","80+","seasonal_influenza",7,6,6,6,7,9,FALSE
"225","KIT-simple_nowcast","inc case","2022-09-11","2022-08-21","DE","80+","seasonal_influenza",3,2,2,2,3,5,FALSE
"233","KIT-simple_nowcast","inc case","2022-09-11","2022-08-14","DE","80+","seasonal_influenza",7,6,6,6,7,10,FALSE
"241","KIT-simple_nowcast","inc case","2022-09-11","2022-09-11","DE","00+","seasonal_influenza",280,255,269,279,289,312,FALSE
"249","KIT-simple_nowcast","inc case","2022-09-11","2022-09-04","DE","00+","seasonal_influenza",269,253,262,268,275,293,FALSE
"257","KIT-simple_nowcast","inc case","2022-09-11","2022-08-28","DE","00+","seasonal_influenza",266,254,261,265,271,284,FALSE
"265","KIT-simple_nowcast","inc case","2022-09-11","2022-08-21","DE","00+","seasonal_influenza",225,216,221,224,228,238,FALSE
"273","KIT-simple_nowcast","inc case","2022-09-11","2022-08-14","DE","00+","seasonal_influenza",184,176,180,183,187,194,FALSE
"281","KIT-simple_nowcast","inc case","2022-09-11","2022-09-11","DE-BB","00+","seasonal_influenza",29,22,22,25,31,60,FALSE
"289","KIT-simple_nowcast","inc case","2022-09-11","2022-09-04","DE-BB","00+","seasonal_influenza",11,8,8,8,9,33,FALSE
"297","KIT-simple_nowcast","inc case","2022-09-11","2022-08-28","DE-BB","00+","seasonal_influenza",11,9,9,9,10,27,FALSE
"305","KIT-simple_nowcast","inc case","2022-09-11","2022-08-21","DE-BB","00+","seasonal_influenza",12,11,11,11,11,21,FALSE
"313","KIT-simple_nowcast","inc case","2022-09-11","2022-08-14","DE-BB","00+","seasonal_influenza",10,10,10,10,10,11,FALSE
"321","KIT-simple_nowcast","inc case","2022-09-11","2022-09-11","DE-BE","00+","seasonal_influenza",12,11,11,12,12,15,FALSE
"329","KIT-simple_nowcast","inc case","2022-09-11","2022-09-04","DE-BE","00+","seasonal_influenza",9,9,9,9,10,11,FALSE
"337","KIT-simple_nowcast","inc case","2022-09-11","2022-08-28","DE-BE","00+","seasonal_influenza",15,15,15,15,15,16,FALSE
"345","KIT-simple_nowcast","inc case","2022-09-11","2022-08-21","DE-BE","00+","seasonal_influenza",12,12,12,12,12,13,FALSE
"353","KIT-simple_nowcast","inc case","2022-09-11","2022-08-14","DE-BE","00+","seasonal_influenza",9,9,9,9,9,9,FALSE
"361","KIT-simple_nowcast","inc case","2022-09-11","2022-09-11","DE-BW","00+","seasonal_influenza",17,14,15,16,18,26,FALSE
"369","KIT-simple_nowcast","inc case","2022-09-11","2022-09-04","DE-BW","00+","seasonal_influenza",14,12,12,13,15,23,FALSE
"377","KIT-simple_nowcast","inc case","2022-09-11","2022-08-28","DE-BW","00+","seasonal_influenza",16,14,14,15,17,24,FALSE
"385","KIT-simple_nowcast","inc case","2022-09-11","2022-08-21","DE-BW","00+","seasonal_influenza",29,27,27,28,30,36,FALSE
"393","KIT-simple_nowcast","inc case","2022-09-11","2022-08-14","DE-BW","00+","seasonal_influenza",15,13,13,14,16,21,FALSE
"401","KIT-simple_nowcast","inc case","2022-09-11","2022-09-11","DE-BY","00+","seasonal_influenza",45,40,42,44,46,52,FALSE
"409","KIT-simple_nowcast","inc case","2022-09-11","2022-09-04","DE-BY","00+","seasonal_influenza",60,57,58,59,61,65,FALSE
"417","KIT-simple_nowcast","inc case","2022-09-11","2022-08-28","DE-BY","00+","seasonal_influenza",66,64,65,66,67,70,FALSE
"425","KIT-simple_nowcast","inc case","2022-09-11","2022-08-21","DE-BY","00+","seasonal_influenza",35,33,34,34,35,38,FALSE
"433","KIT-simple_nowcast","inc case","2022-09-11","2022-08-14","DE-BY","00+","seasonal_influenza",28,26,27,27,28,31,FALSE
"441","KIT-simple_nowcast","inc case","2022-09-11","2022-09-11","DE-HB","00+","seasonal_influenza",0,0,0,0,0,0,FALSE
"449","KIT-simple_nowcast","inc case","2022-09-11","2022-09-04","DE-HB","00+","seasonal_influenza",0,0,0,0,0,0,FALSE
"457","KIT-simple_nowcast","inc case","2022-09-11","2022-08-28","DE-HB","00+","seasonal_influenza",1,1,1,1,1,1,FALSE
"465","KIT-simple_nowcast","inc case","2022-09-11","2022-08-21","DE-HB","00+","seasonal_influenza",2,2,2,2,2,2,FALSE
"473","KIT-simple_nowcast","inc case","2022-09-11","2022-08-14","DE-HB","00+","seasonal_influenza",0,0,0,0,0,0,FALSE
"481","KIT-simple_nowcast","inc case","2022-09-11","2022-09-11","DE-HE","00+","seasonal_influenza",15,13,13,14,16,20,FALSE
"489","KIT-simple_nowcast","inc case","2022-09-11","2022-09-04","DE-HE","00+","seasonal_influenza",11,10,10,10,12,16,FALSE
"497","KIT-simple_nowcast","inc case","2022-09-11","2022-08-28","DE-HE","00+","seasonal_influenza",11,10,10,10,11,15,FALSE
"505","KIT-simple_nowcast","inc case","2022-09-11","2022-08-21","DE-HE","00+","seasonal_influenza",7,7,7,7,8,11,FALSE
"513","KIT-simple_nowcast","inc case","2022-09-11","2022-08-14","DE-HE","00+","seasonal_influenza",9,9,9,9,9,12,FALSE
"521","KIT-simple_nowcast","inc case","2022-09-11","2022-09-11","DE-HH","00+","seasonal_influenza",13,9,11,12,14,18,FALSE
"529","KIT-simple_nowcast","inc case","2022-09-11","2022-09-04","DE-HH","00+","seasonal_influenza",14,12,13,14,16,19,FALSE
"537","KIT-simple_nowcast","inc case","2022-09-11","2022-08-28","DE-HH","00+","seasonal_influenza",16,14,14,15,17,22,FALSE
"545","KIT-simple_nowcast","inc case","2022-09-11","2022-08-21","DE-HH","00+","seasonal_influenza",22,20,20,20,22,32,FALSE
"553","KIT-simple_nowcast","inc case","2022-09-11","2022-08-14","DE-HH","00+","seasonal_influenza",6,5,5,5,6,18,FALSE
"561","KIT-simple_nowcast","inc case","2022-09-11","2022-09-11","DE-MV","00+","seasonal_influenza",12,10,10,10,12,26,FALSE
"569","KIT-simple_nowcast","inc case","2022-09-11","2022-09-04","DE-MV","00+","seasonal_influenza",12,11,11,11,12,24,FALSE
"577","KIT-simple_nowcast","inc case","2022-09-11","2022-08-28","DE-MV","00+","seasonal_influenza",13,12,12,12,12,21,FALSE
"585","KIT-simple_nowcast","inc case","2022-09-11","2022-08-21","DE-MV","00+","seasonal_influenza",6,5,5,5,5,13,FALSE
"593","KIT-simple_nowcast","inc case","2022-09-11","2022-08-14","DE-MV","00+","seasonal_influenza",4,3,3,3,3,14,FALSE
"601","KIT-simple_nowcast","inc case","2022-09-11","2022-09-11","DE-NI","00+","seasonal_influenza",15,12,13,15,17,22,FALSE
"609","KIT-simple_nowcast","inc case","2022-09-11","2022-09-04","DE-NI","00+","seasonal_influenza",6,4,4,6,7,12,FALSE
"617","KIT-simple_nowcast","inc case","2022-09-11","2022-08-28","DE-NI","00+","seasonal_influenza",21,19,19,20,22,28,FALSE
"625","KIT-simple_nowcast","inc case","2022-09-11","2022-08-21","DE-NI","00+","seasonal_influenza",13,11,11,12,13,18,FALSE
"633","KIT-simple_nowcast","inc case","2022-09-11","2022-08-14","DE-NI","00+","seasonal_influenza",9,8,8,9,10,14,FALSE
