"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE","00-04","seasonal_influenza",336,317,329,335,342,357,FALSE
"9","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE","00-04","seasonal_influenza",300,290,296,300,304,314,FALSE
"17","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE","00-04","seasonal_influenza",197,189,193,196,200,210,FALSE
"25","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE","00-04","seasonal_influenza",102,97,99,101,104,111,FALSE
"33","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE","00-04","seasonal_influenza",58,55,56,58,59,63,FALSE
"41","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE","05-14","seasonal_influenza",756,706,730,750,775,842,FALSE
"49","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE","05-14","seasonal_influenza",598,597,597,597,598,605,FALSE
"57","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE","05-14","seasonal_influenza",390,390,390,390,390,390,FALSE
"65","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE","05-14","seasonal_influenza",201,201,201,201,201,201,FALSE
"73","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE","05-14","seasonal_influenza",124,124,124,124,124,124,FALSE
"81","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE","15-34","seasonal_influenza",586,540,567,583,602,643,FALSE
"89","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE","15-34","seasonal_influenza",518,481,499,514,532,579,FALSE
"97","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE","15-34","seasonal_influenza",462,436,449,459,472,506,FALSE
"105","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE","15-34","seasonal_influenza",315,297,306,313,321,343,FALSE
"113","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE","15-34","seasonal_influenza",250,241,246,250,254,263,FALSE
"121","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE","35-59","seasonal_influenza",437,414,428,436,446,468,FALSE
"129","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE","35-59","seasonal_influenza",375,364,367,371,379,404,FALSE
"137","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE","35-59","seasonal_influenza",339,333,334,337,342,359,FALSE
"145","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE","35-59","seasonal_influenza",227,224,224,226,228,237,FALSE
"153","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE","35-59","seasonal_influenza",161,159,159,160,161,166,FALSE
"161","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE","60-79","seasonal_influenza",158,146,153,157,162,173,FALSE
"169","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE","60-79","seasonal_influenza",132,129,130,131,133,139,FALSE
"177","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE","60-79","seasonal_influenza",106,106,106,106,107,108,FALSE
"185","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE","60-79","seasonal_influenza",68,68,68,68,68,68,FALSE
"193","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE","60-79","seasonal_influenza",35,35,35,35,35,35,FALSE
"201","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE","80+","seasonal_influenza",48,43,46,47,49,53,FALSE
"209","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE","80+","seasonal_influenza",55,53,54,55,56,59,FALSE
"217","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE","80+","seasonal_influenza",38,37,37,38,38,40,FALSE
"225","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE","80+","seasonal_influenza",21,21,21,21,21,21,FALSE
"233","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE","80+","seasonal_influenza",16,16,16,16,16,16,FALSE
"241","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE","00+","seasonal_influenza",2354,2213,2295,2347,2406,2535,FALSE
"249","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE","00+","seasonal_influenza",2004,1925,1965,1995,2033,2130,FALSE
"257","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE","00+","seasonal_influenza",1547,1502,1525,1542,1564,1618,FALSE
"265","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE","00+","seasonal_influenza",942,918,931,940,950,975,FALSE
"273","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE","00+","seasonal_influenza",649,638,645,648,652,660,FALSE
"281","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE-BB","00+","seasonal_influenza",23,19,19,21,24,36,FALSE
"289","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE-BB","00+","seasonal_influenza",24,23,23,23,24,31,FALSE
"297","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE-BB","00+","seasonal_influenza",23,23,23,23,23,26,FALSE
"305","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE-BB","00+","seasonal_influenza",8,8,8,8,8,10,FALSE
"313","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE-BB","00+","seasonal_influenza",4,4,4,4,4,5,FALSE
"321","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE-BE","00+","seasonal_influenza",70,65,67,70,73,80,FALSE
"329","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE-BE","00+","seasonal_influenza",60,58,58,58,60,75,FALSE
"337","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE-BE","00+","seasonal_influenza",78,77,77,77,77,85,FALSE
"345","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE-BE","00+","seasonal_influenza",26,26,26,26,26,28,FALSE
"353","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE-BE","00+","seasonal_influenza",18,18,18,18,18,18,FALSE
"361","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE-BW","00+","seasonal_influenza",186,146,164,180,201,258,FALSE
"369","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE-BW","00+","seasonal_influenza",125,101,112,122,135,171,FALSE
"377","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE-BW","00+","seasonal_influenza",92,75,83,89,98,122,FALSE
"385","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE-BW","00+","seasonal_influenza",48,36,42,46,52,68,FALSE
"393","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE-BW","00+","seasonal_influenza",47,37,41,45,50,63,FALSE
"401","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE-BY","00+","seasonal_influenza",856,833,847,856,864,883,FALSE
"409","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE-BY","00+","seasonal_influenza",625,619,622,624,628,636,FALSE
"417","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE-BY","00+","seasonal_influenza",569,567,567,568,569,573,FALSE
"425","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE-BY","00+","seasonal_influenza",405,405,405,405,405,405,FALSE
"433","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE-BY","00+","seasonal_influenza",237,237,237,237,237,237,FALSE
"441","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE-HB","00+","seasonal_influenza",16,16,16,16,16,16,FALSE
"449","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE-HB","00+","seasonal_influenza",8,8,8,8,8,8,FALSE
"457","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE-HB","00+","seasonal_influenza",2,2,2,2,2,2,FALSE
"465","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE-HB","00+","seasonal_influenza",6,6,6,6,6,6,FALSE
"473","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE-HB","00+","seasonal_influenza",1,1,1,1,1,1,FALSE
"481","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE-HE","00+","seasonal_influenza",295,272,285,294,303,324,FALSE
"489","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE-HE","00+","seasonal_influenza",207,191,199,205,213,231,FALSE
"497","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE-HE","00+","seasonal_influenza",117,107,112,116,121,133,FALSE
"505","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE-HE","00+","seasonal_influenza",62,56,58,61,65,76,FALSE
"513","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE-HE","00+","seasonal_influenza",44,40,41,43,46,56,FALSE
"521","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE-HH","00+","seasonal_influenza",35,27,30,33,38,51,FALSE
"529","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE-HH","00+","seasonal_influenza",20,19,19,19,20,24,FALSE
"537","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE-HH","00+","seasonal_influenza",31,31,31,31,31,35,FALSE
"545","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE-HH","00+","seasonal_influenza",25,25,25,25,25,27,FALSE
"553","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE-HH","00+","seasonal_influenza",15,15,15,15,15,15,FALSE
"561","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE-MV","00+","seasonal_influenza",48,46,46,46,48,58,FALSE
"569","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE-MV","00+","seasonal_influenza",45,45,45,45,45,45,FALSE
"577","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE-MV","00+","seasonal_influenza",12,12,12,12,12,12,FALSE
"585","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE-MV","00+","seasonal_influenza",10,10,10,10,10,10,FALSE
"593","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE-MV","00+","seasonal_influenza",9,9,9,9,9,9,FALSE
"601","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE-NI","00+","seasonal_influenza",81,73,77,80,84,92,FALSE
"609","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE-NI","00+","seasonal_influenza",90,88,88,89,90,97,FALSE
"617","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE-NI","00+","seasonal_influenza",49,48,48,48,49,51,FALSE
"625","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE-NI","00+","seasonal_influenza",27,27,27,27,27,29,FALSE
"633","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE-NI","00+","seasonal_influenza",12,12,12,12,12,13,FALSE
"641","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE-NW","00+","seasonal_influenza",221,200,210,219,230,257,FALSE
"649","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE-NW","00+","seasonal_influenza",139,135,137,138,141,146,FALSE
"657","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE-NW","00+","seasonal_influenza",107,104,105,106,108,113,FALSE
"665","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE-NW","00+","seasonal_influenza",54,53,53,54,55,59,FALSE
"673","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE-NW","00+","seasonal_influenza",63,62,62,62,63,67,FALSE
"681","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE-RP","00+","seasonal_influenza",143,132,138,142,147,158,FALSE
"689","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE-RP","00+","seasonal_influenza",235,230,233,235,237,241,FALSE
"697","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE-RP","00+","seasonal_influenza",187,183,185,187,188,191,FALSE
"705","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE-RP","00+","seasonal_influenza",79,77,78,79,80,83,FALSE
"713","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE-RP","00+","seasonal_influenza",68,67,68,68,69,71,FALSE
"721","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE-SH","00+","seasonal_influenza",41,35,36,39,44,62,FALSE
"729","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE-SH","00+","seasonal_influenza",29,27,27,27,29,42,FALSE
"737","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE-SH","00+","seasonal_influenza",30,29,29,29,30,40,FALSE
"745","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE-SH","00+","seasonal_influenza",22,21,21,21,21,27,FALSE
"753","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE-SH","00+","seasonal_influenza",8,8,8,8,8,10,FALSE
"761","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE-SL","00+","seasonal_influenza",38,25,32,37,43,57,FALSE
"769","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE-SL","00+","seasonal_influenza",34,24,28,32,38,52,FALSE
"777","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE-SL","00+","seasonal_influenza",16,10,12,15,19,29,FALSE
"785","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE-SL","00+","seasonal_influenza",10,6,8,10,12,19,FALSE
"793","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE-SL","00+","seasonal_influenza",13,10,11,13,15,21,FALSE
"801","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE-SN","00+","seasonal_influenza",84,76,81,84,87,95,FALSE
"809","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE-SN","00+","seasonal_influenza",117,113,115,117,118,122,FALSE
"817","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE-SN","00+","seasonal_influenza",81,78,79,81,82,84,FALSE
"825","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE-SN","00+","seasonal_influenza",62,60,60,61,63,66,FALSE
"833","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE-SN","00+","seasonal_influenza",34,33,33,34,34,37,FALSE
"841","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE-ST","00+","seasonal_influenza",107,91,95,102,114,155,FALSE
"849","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE-ST","00+","seasonal_influenza",105,105,105,105,105,105,FALSE
"857","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE-ST","00+","seasonal_influenza",54,54,54,54,54,54,FALSE
"865","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE-ST","00+","seasonal_influenza",37,37,37,37,37,37,FALSE
"873","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE-ST","00+","seasonal_influenza",27,27,27,27,27,27,FALSE
"881","KIT-simple_nowcast","inc case","2022-10-30","2022-10-30","DE-TH","00+","seasonal_influenza",90,87,88,89,92,100,FALSE
"889","KIT-simple_nowcast","inc case","2022-10-30","2022-10-23","DE-TH","00+","seasonal_influenza",130,130,130,130,130,130,FALSE
"897","KIT-simple_nowcast","inc case","2022-10-30","2022-10-16","DE-TH","00+","seasonal_influenza",88,88,88,88,88,88,FALSE
"905","KIT-simple_nowcast","inc case","2022-10-30","2022-10-09","DE-TH","00+","seasonal_influenza",54,54,54,54,54,54,FALSE
"913","KIT-simple_nowcast","inc case","2022-10-30","2022-10-02","DE-TH","00+","seasonal_influenza",49,49,49,49,49,49,FALSE
