"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-simple_nowcast","inc case","2022-10-23","2022-10-23","DE","00-04","seasonal_influenza",300,286,295,300,305,315,FALSE
"9","KIT-simple_nowcast","inc case","2022-10-23","2022-10-16","DE","00-04","seasonal_influenza",195,188,192,195,198,206,FALSE
"17","KIT-simple_nowcast","inc case","2022-10-23","2022-10-09","DE","00-04","seasonal_influenza",102,97,99,101,104,110,FALSE
"25","KIT-simple_nowcast","inc case","2022-10-23","2022-10-02","DE","00-04","seasonal_influenza",58,55,56,58,59,63,FALSE
"33","KIT-simple_nowcast","inc case","2022-10-23","2022-09-25","DE","00-04","seasonal_influenza",39,37,38,39,40,43,FALSE
"41","KIT-simple_nowcast","inc case","2022-10-23","2022-10-23","DE","05-14","seasonal_influenza",612,569,589,606,628,685,FALSE
"49","KIT-simple_nowcast","inc case","2022-10-23","2022-10-16","DE","05-14","seasonal_influenza",390,389,389,389,390,393,FALSE
"57","KIT-simple_nowcast","inc case","2022-10-23","2022-10-09","DE","05-14","seasonal_influenza",201,201,201,201,201,201,FALSE
"65","KIT-simple_nowcast","inc case","2022-10-23","2022-10-02","DE","05-14","seasonal_influenza",124,124,124,124,124,124,FALSE
"73","KIT-simple_nowcast","inc case","2022-10-23","2022-09-25","DE","05-14","seasonal_influenza",80,80,80,80,80,80,FALSE
"81","KIT-simple_nowcast","inc case","2022-10-23","2022-10-23","DE","15-34","seasonal_influenza",522,480,504,520,538,578,FALSE
"89","KIT-simple_nowcast","inc case","2022-10-23","2022-10-16","DE","15-34","seasonal_influenza",463,433,447,459,474,515,FALSE
"97","KIT-simple_nowcast","inc case","2022-10-23","2022-10-09","DE","15-34","seasonal_influenza",316,296,305,313,323,350,FALSE
"105","KIT-simple_nowcast","inc case","2022-10-23","2022-10-02","DE","15-34","seasonal_influenza",253,239,246,251,258,274,FALSE
"113","KIT-simple_nowcast","inc case","2022-10-23","2022-09-25","DE","15-34","seasonal_influenza",103,96,101,103,106,111,FALSE
"121","KIT-simple_nowcast","inc case","2022-10-23","2022-10-23","DE","35-59","seasonal_influenza",375,354,365,373,383,406,FALSE
"129","KIT-simple_nowcast","inc case","2022-10-23","2022-10-16","DE","35-59","seasonal_influenza",335,332,332,333,336,351,FALSE
"137","KIT-simple_nowcast","inc case","2022-10-23","2022-10-09","DE","35-59","seasonal_influenza",225,224,224,224,225,229,FALSE
"145","KIT-simple_nowcast","inc case","2022-10-23","2022-10-02","DE","35-59","seasonal_influenza",158,158,158,158,158,158,FALSE
"153","KIT-simple_nowcast","inc case","2022-10-23","2022-09-25","DE","35-59","seasonal_influenza",63,63,63,63,63,63,FALSE
"161","KIT-simple_nowcast","inc case","2022-10-23","2022-10-23","DE","60-79","seasonal_influenza",141,133,138,141,144,150,FALSE
"169","KIT-simple_nowcast","inc case","2022-10-23","2022-10-16","DE","60-79","seasonal_influenza",109,106,108,109,110,114,FALSE
"177","KIT-simple_nowcast","inc case","2022-10-23","2022-10-09","DE","60-79","seasonal_influenza",68,68,68,68,69,70,FALSE
"185","KIT-simple_nowcast","inc case","2022-10-23","2022-10-02","DE","60-79","seasonal_influenza",35,35,35,35,35,35,FALSE
"193","KIT-simple_nowcast","inc case","2022-10-23","2022-09-25","DE","60-79","seasonal_influenza",28,28,28,28,28,28,FALSE
"201","KIT-simple_nowcast","inc case","2022-10-23","2022-10-23","DE","80+","seasonal_influenza",55,51,53,55,56,60,FALSE
"209","KIT-simple_nowcast","inc case","2022-10-23","2022-10-16","DE","80+","seasonal_influenza",38,37,37,38,39,40,FALSE
"217","KIT-simple_nowcast","inc case","2022-10-23","2022-10-09","DE","80+","seasonal_influenza",20,20,20,20,20,22,FALSE
"225","KIT-simple_nowcast","inc case","2022-10-23","2022-10-02","DE","80+","seasonal_influenza",16,16,16,16,16,16,FALSE
"233","KIT-simple_nowcast","inc case","2022-10-23","2022-09-25","DE","80+","seasonal_influenza",8,8,8,8,8,8,FALSE
"241","KIT-simple_nowcast","inc case","2022-10-23","2022-10-23","DE","00+","seasonal_influenza",2029,1915,1982,2023,2070,2174,FALSE
"249","KIT-simple_nowcast","inc case","2022-10-23","2022-10-16","DE","00+","seasonal_influenza",1549,1496,1523,1543,1568,1631,FALSE
"257","KIT-simple_nowcast","inc case","2022-10-23","2022-10-09","DE","00+","seasonal_influenza",943,916,930,941,953,983,FALSE
"265","KIT-simple_nowcast","inc case","2022-10-23","2022-10-02","DE","00+","seasonal_influenza",649,635,644,649,654,667,FALSE
"273","KIT-simple_nowcast","inc case","2022-10-23","2022-09-25","DE","00+","seasonal_influenza",325,317,322,325,328,334,FALSE
"281","KIT-simple_nowcast","inc case","2022-10-23","2022-10-23","DE-BB","00+","seasonal_influenza",29,22,23,26,31,52,FALSE
"289","KIT-simple_nowcast","inc case","2022-10-23","2022-10-16","DE-BB","00+","seasonal_influenza",26,23,23,24,27,44,FALSE
"297","KIT-simple_nowcast","inc case","2022-10-23","2022-10-09","DE-BB","00+","seasonal_influenza",10,8,8,8,10,24,FALSE
