"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-simple_nowcast","inc case","2022-10-02","2022-10-02","DE","00-04","seasonal_influenza",57,51,54,56,59,65,FALSE
"9","KIT-simple_nowcast","inc case","2022-10-02","2022-09-25","DE","00-04","seasonal_influenza",38,36,37,38,39,42,FALSE
"17","KIT-simple_nowcast","inc case","2022-10-02","2022-09-18","DE","00-04","seasonal_influenza",14,13,13,14,14,16,FALSE
"25","KIT-simple_nowcast","inc case","2022-10-02","2022-09-11","DE","00-04","seasonal_influenza",19,18,18,18,19,21,FALSE
"33","KIT-simple_nowcast","inc case","2022-10-02","2022-09-04","DE","00-04","seasonal_influenza",17,17,17,17,18,19,FALSE
"41","KIT-simple_nowcast","inc case","2022-10-02","2022-10-02","DE","05-14","seasonal_influenza",137,120,129,136,144,164,FALSE
"49","KIT-simple_nowcast","inc case","2022-10-02","2022-09-25","DE","05-14","seasonal_influenza",87,80,82,85,90,104,FALSE
"57","KIT-simple_nowcast","inc case","2022-10-02","2022-09-18","DE","05-14","seasonal_influenza",50,47,48,50,51,56,FALSE
"65","KIT-simple_nowcast","inc case","2022-10-02","2022-09-11","DE","05-14","seasonal_influenza",57,55,56,56,58,61,FALSE
"73","KIT-simple_nowcast","inc case","2022-10-02","2022-09-04","DE","05-14","seasonal_influenza",26,25,25,25,26,28,FALSE
"81","KIT-simple_nowcast","inc case","2022-10-02","2022-10-02","DE","15-34","seasonal_influenza",259,233,246,256,268,298,FALSE
"89","KIT-simple_nowcast","inc case","2022-10-02","2022-09-25","DE","15-34","seasonal_influenza",102,89,94,99,108,133,FALSE
"97","KIT-simple_nowcast","inc case","2022-10-02","2022-09-18","DE","15-34","seasonal_influenza",108,97,101,105,112,133,FALSE
"105","KIT-simple_nowcast","inc case","2022-10-02","2022-09-11","DE","15-34","seasonal_influenza",103,95,99,102,107,120,FALSE
"113","KIT-simple_nowcast","inc case","2022-10-02","2022-09-04","DE","15-34","seasonal_influenza",135,130,133,135,137,143,FALSE
"121","KIT-simple_nowcast","inc case","2022-10-02","2022-10-02","DE","35-59","seasonal_influenza",170,157,164,169,174,187,FALSE
"129","KIT-simple_nowcast","inc case","2022-10-02","2022-09-25","DE","35-59","seasonal_influenza",67,63,64,66,69,80,FALSE
"137","KIT-simple_nowcast","inc case","2022-10-02","2022-09-18","DE","35-59","seasonal_influenza",68,65,65,66,69,77,FALSE
"145","KIT-simple_nowcast","inc case","2022-10-02","2022-09-11","DE","35-59","seasonal_influenza",53,51,51,52,54,58,FALSE
"153","KIT-simple_nowcast","inc case","2022-10-02","2022-09-04","DE","35-59","seasonal_influenza",48,47,47,48,49,53,FALSE
"161","KIT-simple_nowcast","inc case","2022-10-02","2022-10-02","DE","60-79","seasonal_influenza",35,32,34,35,37,40,FALSE
"169","KIT-simple_nowcast","inc case","2022-10-02","2022-09-25","DE","60-79","seasonal_influenza",27,25,25,26,27,30,FALSE
"177","KIT-simple_nowcast","inc case","2022-10-02","2022-09-18","DE","60-79","seasonal_influenza",16,15,15,16,17,19,FALSE
"185","KIT-simple_nowcast","inc case","2022-10-02","2022-09-11","DE","60-79","seasonal_influenza",23,22,22,23,24,27,FALSE
"193","KIT-simple_nowcast","inc case","2022-10-02","2022-09-04","DE","60-79","seasonal_influenza",20,19,19,20,20,23,FALSE
"201","KIT-simple_nowcast","inc case","2022-10-02","2022-10-02","DE","80+","seasonal_influenza",18,15,17,18,19,22,FALSE
"209","KIT-simple_nowcast","inc case","2022-10-02","2022-09-25","DE","80+","seasonal_influenza",8,7,7,8,9,11,FALSE
"217","KIT-simple_nowcast","inc case","2022-10-02","2022-09-18","DE","80+","seasonal_influenza",7,6,6,7,8,11,FALSE
"225","KIT-simple_nowcast","inc case","2022-10-02","2022-09-11","DE","80+","seasonal_influenza",5,4,4,5,6,9,FALSE
"233","KIT-simple_nowcast","inc case","2022-10-02","2022-09-04","DE","80+","seasonal_influenza",10,9,9,10,11,14,FALSE
"241","KIT-simple_nowcast","inc case","2022-10-02","2022-10-02","DE","00+","seasonal_influenza",672,621,650,669,691,741,FALSE
"249","KIT-simple_nowcast","inc case","2022-10-02","2022-09-25","DE","00+","seasonal_influenza",328,302,313,323,338,380,FALSE
"257","KIT-simple_nowcast","inc case","2022-10-02","2022-09-18","DE","00+","seasonal_influenza",262,244,251,258,268,300,FALSE
"265","KIT-simple_nowcast","inc case","2022-10-02","2022-09-11","DE","00+","seasonal_influenza",259,246,252,257,263,281,FALSE
"273","KIT-simple_nowcast","inc case","2022-10-02","2022-09-04","DE","00+","seasonal_influenza",255,248,252,255,258,265,FALSE
"281","KIT-simple_nowcast","inc case","2022-10-02","2022-10-02","DE-BB","00+","seasonal_influenza",12,4,5,8,15,43,FALSE
"289","KIT-simple_nowcast","inc case","2022-10-02","2022-09-25","DE-BB","00+","seasonal_influenza",16,9,9,10,16,61,FALSE
"297","KIT-simple_nowcast","inc case","2022-10-02","2022-09-18","DE-BB","00+","seasonal_influenza",11,6,6,6,9,53,FALSE
"305","KIT-simple_nowcast","inc case","2022-10-02","2022-09-11","DE-BB","00+","seasonal_influenza",26,22,22,22,23,64,FALSE
"313","KIT-simple_nowcast","inc case","2022-10-02","2022-09-04","DE-BB","00+","seasonal_influenza",8,8,8,8,8,12,FALSE
"321","KIT-simple_nowcast","inc case","2022-10-02","2022-10-02","DE-BE","00+","seasonal_influenza",17,15,15,16,18,22,FALSE
"329","KIT-simple_nowcast","inc case","2022-10-02","2022-09-25","DE-BE","00+","seasonal_influenza",12,11,11,11,12,15,FALSE
"337","KIT-simple_nowcast","inc case","2022-10-02","2022-09-18","DE-BE","00+","seasonal_influenza",13,13,13,13,13,15,FALSE
"345","KIT-simple_nowcast","inc case","2022-10-02","2022-09-11","DE-BE","00+","seasonal_influenza",11,11,11,11,11,12,FALSE
"353","KIT-simple_nowcast","inc case","2022-10-02","2022-09-04","DE-BE","00+","seasonal_influenza",10,10,10,10,10,10,FALSE
