"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-simple_nowcast","inc case","2022-07-31","2022-07-31","DE","00-04","seasonal_influenza",19,14,16,18,21,27,FALSE
"9","KIT-simple_nowcast","inc case","2022-07-31","2022-07-24","DE","00-04","seasonal_influenza",28,25,26,27,30,37,FALSE
"17","KIT-simple_nowcast","inc case","2022-07-31","2022-07-17","DE","00-04","seasonal_influenza",22,19,20,21,24,32,FALSE
"25","KIT-simple_nowcast","inc case","2022-07-31","2022-07-10","DE","00-04","seasonal_influenza",24,20,21,23,25,33,FALSE
"33","KIT-simple_nowcast","inc case","2022-07-31","2022-07-03","DE","00-04","seasonal_influenza",38,34,36,38,40,48,FALSE
"41","KIT-simple_nowcast","inc case","2022-07-31","2022-07-31","DE","05-14","seasonal_influenza",18,13,16,18,20,25,FALSE
"49","KIT-simple_nowcast","inc case","2022-07-31","2022-07-24","DE","05-14","seasonal_influenza",29,24,26,28,30,35,FALSE
"57","KIT-simple_nowcast","inc case","2022-07-31","2022-07-17","DE","05-14","seasonal_influenza",39,33,37,39,42,48,FALSE
"65","KIT-simple_nowcast","inc case","2022-07-31","2022-07-10","DE","05-14","seasonal_influenza",52,45,49,51,55,65,FALSE
"73","KIT-simple_nowcast","inc case","2022-07-31","2022-07-03","DE","05-14","seasonal_influenza",69,60,65,68,72,83,FALSE
"81","KIT-simple_nowcast","inc case","2022-07-31","2022-07-31","DE","15-34","seasonal_influenza",107,92,100,105,112,128,FALSE
"89","KIT-simple_nowcast","inc case","2022-07-31","2022-07-24","DE","15-34","seasonal_influenza",112,102,106,110,116,131,FALSE
"97","KIT-simple_nowcast","inc case","2022-07-31","2022-07-17","DE","15-34","seasonal_influenza",125,116,120,123,128,142,FALSE
"105","KIT-simple_nowcast","inc case","2022-07-31","2022-07-10","DE","15-34","seasonal_influenza",103,94,98,101,106,119,FALSE
"113","KIT-simple_nowcast","inc case","2022-07-31","2022-07-03","DE","15-34","seasonal_influenza",162,154,157,161,165,178,FALSE
"121","KIT-simple_nowcast","inc case","2022-07-31","2022-07-31","DE","35-59","seasonal_influenza",32,27,29,31,34,41,FALSE
"129","KIT-simple_nowcast","inc case","2022-07-31","2022-07-24","DE","35-59","seasonal_influenza",34,32,32,34,35,41,FALSE
"137","KIT-simple_nowcast","inc case","2022-07-31","2022-07-17","DE","35-59","seasonal_influenza",37,35,35,37,38,44,FALSE
"145","KIT-simple_nowcast","inc case","2022-07-31","2022-07-10","DE","35-59","seasonal_influenza",37,34,35,36,38,44,FALSE
"153","KIT-simple_nowcast","inc case","2022-07-31","2022-07-03","DE","35-59","seasonal_influenza",67,64,65,66,69,76,FALSE
"161","KIT-simple_nowcast","inc case","2022-07-31","2022-07-31","DE","60-79","seasonal_influenza",13,11,12,13,14,17,FALSE
"169","KIT-simple_nowcast","inc case","2022-07-31","2022-07-24","DE","60-79","seasonal_influenza",9,8,8,9,10,12,FALSE
"177","KIT-simple_nowcast","inc case","2022-07-31","2022-07-17","DE","60-79","seasonal_influenza",15,14,14,15,16,18,FALSE
"185","KIT-simple_nowcast","inc case","2022-07-31","2022-07-10","DE","60-79","seasonal_influenza",16,15,15,16,17,19,FALSE
"193","KIT-simple_nowcast","inc case","2022-07-31","2022-07-03","DE","60-79","seasonal_influenza",22,21,21,22,23,27,FALSE
"201","KIT-simple_nowcast","inc case","2022-07-31","2022-07-31","DE","80+","seasonal_influenza",10,8,9,10,11,14,FALSE
"209","KIT-simple_nowcast","inc case","2022-07-31","2022-07-24","DE","80+","seasonal_influenza",4,3,3,4,5,7,FALSE
"217","KIT-simple_nowcast","inc case","2022-07-31","2022-07-17","DE","80+","seasonal_influenza",9,8,8,8,9,14,FALSE
"225","KIT-simple_nowcast","inc case","2022-07-31","2022-07-10","DE","80+","seasonal_influenza",7,6,6,6,7,13,FALSE
"233","KIT-simple_nowcast","inc case","2022-07-31","2022-07-03","DE","80+","seasonal_influenza",13,12,12,12,14,19,FALSE
"241","KIT-simple_nowcast","inc case","2022-07-31","2022-07-31","DE","00+","seasonal_influenza",201,175,189,199,210,237,FALSE
"249","KIT-simple_nowcast","inc case","2022-07-31","2022-07-24","DE","00+","seasonal_influenza",218,200,209,216,224,244,FALSE
"257","KIT-simple_nowcast","inc case","2022-07-31","2022-07-17","DE","00+","seasonal_influenza",248,230,240,247,255,276,FALSE
"265","KIT-simple_nowcast","inc case","2022-07-31","2022-07-10","DE","00+","seasonal_influenza",239,219,229,237,246,271,FALSE
"273","KIT-simple_nowcast","inc case","2022-07-31","2022-07-03","DE","00+","seasonal_influenza",373,349,361,370,382,413,FALSE
"281","KIT-simple_nowcast","inc case","2022-07-31","2022-07-31","DE-BB","00+","seasonal_influenza",11,8,8,9,11,25,FALSE
"289","KIT-simple_nowcast","inc case","2022-07-31","2022-07-24","DE-BB","00+","seasonal_influenza",8,6,6,6,7,20,FALSE
"297","KIT-simple_nowcast","inc case","2022-07-31","2022-07-17","DE-BB","00+","seasonal_influenza",19,18,18,18,18,31,FALSE
"305","KIT-simple_nowcast","inc case","2022-07-31","2022-07-10","DE-BB","00+","seasonal_influenza",20,19,19,19,19,26,FALSE
"313","KIT-simple_nowcast","inc case","2022-07-31","2022-07-03","DE-BB","00+","seasonal_influenza",22,22,22,22,22,23,FALSE
"321","KIT-simple_nowcast","inc case","2022-07-31","2022-07-31","DE-BE","00+","seasonal_influenza",6,5,5,5,6,8,FALSE
"329","KIT-simple_nowcast","inc case","2022-07-31","2022-07-24","DE-BE","00+","seasonal_influenza",10,10,10,10,11,12,FALSE
"337","KIT-simple_nowcast","inc case","2022-07-31","2022-07-17","DE-BE","00+","seasonal_influenza",8,8,8,8,9,10,FALSE
"345","KIT-simple_nowcast","inc case","2022-07-31","2022-07-10","DE-BE","00+","seasonal_influenza",8,7,7,7,8,10,FALSE
"353","KIT-simple_nowcast","inc case","2022-07-31","2022-07-03","DE-BE","00+","seasonal_influenza",10,9,9,9,10,13,FALSE
"361","KIT-simple_nowcast","inc case","2022-07-31","2022-07-31","DE-BW","00+","seasonal_influenza",15,10,11,13,17,31,FALSE
"369","KIT-simple_nowcast","inc case","2022-07-31","2022-07-24","DE-BW","00+","seasonal_influenza",9,4,4,5,9,38,FALSE
"377","KIT-simple_nowcast","inc case","2022-07-31","2022-07-17","DE-BW","00+","seasonal_influenza",10,5,5,5,9,45,FALSE
"385","KIT-simple_nowcast","inc case","2022-07-31","2022-07-10","DE-BW","00+","seasonal_influenza",15,9,9,9,12,64,FALSE
"393","KIT-simple_nowcast","inc case","2022-07-31","2022-07-03","DE-BW","00+","seasonal_influenza",27,19,19,21,29,69,FALSE
"401","KIT-simple_nowcast","inc case","2022-07-31","2022-07-31","DE-BY","00+","seasonal_influenza",27,24,26,27,29,34,FALSE
"409","KIT-simple_nowcast","inc case","2022-07-31","2022-07-24","DE-BY","00+","seasonal_influenza",31,29,30,31,32,36,FALSE
"417","KIT-simple_nowcast","inc case","2022-07-31","2022-07-17","DE-BY","00+","seasonal_influenza",45,43,44,45,46,50,FALSE
"425","KIT-simple_nowcast","inc case","2022-07-31","2022-07-10","DE-BY","00+","seasonal_influenza",33,31,32,33,35,38,FALSE
"433","KIT-simple_nowcast","inc case","2022-07-31","2022-07-03","DE-BY","00+","seasonal_influenza",51,48,49,51,52,56,FALSE
"441","KIT-simple_nowcast","inc case","2022-07-31","2022-07-31","DE-HB","00+","seasonal_influenza",0,0,0,0,0,0,FALSE
"449","KIT-simple_nowcast","inc case","2022-07-31","2022-07-24","DE-HB","00+","seasonal_influenza",2,2,2,2,2,2,FALSE
"457","KIT-simple_nowcast","inc case","2022-07-31","2022-07-17","DE-HB","00+","seasonal_influenza",2,2,2,2,2,2,FALSE
"465","KIT-simple_nowcast","inc case","2022-07-31","2022-07-10","DE-HB","00+","seasonal_influenza",1,1,1,1,1,1,FALSE
"473","KIT-simple_nowcast","inc case","2022-07-31","2022-07-03","DE-HB","00+","seasonal_influenza",5,5,5,5,5,5,FALSE
"481","KIT-simple_nowcast","inc case","2022-07-31","2022-07-31","DE-HE","00+","seasonal_influenza",11,9,9,10,12,16,FALSE
"489","KIT-simple_nowcast","inc case","2022-07-31","2022-07-24","DE-HE","00+","seasonal_influenza",6,5,5,5,7,13,FALSE
"497","KIT-simple_nowcast","inc case","2022-07-31","2022-07-17","DE-HE","00+","seasonal_influenza",16,15,15,15,17,23,FALSE
"505","KIT-simple_nowcast","inc case","2022-07-31","2022-07-10","DE-HE","00+","seasonal_influenza",8,7,7,7,8,16,FALSE
"513","KIT-simple_nowcast","inc case","2022-07-31","2022-07-03","DE-HE","00+","seasonal_influenza",12,11,11,11,11,22,FALSE
"521","KIT-simple_nowcast","inc case","2022-07-31","2022-07-31","DE-HH","00+","seasonal_influenza",6,4,4,5,7,11,FALSE
