model,target_type,forecast_date,target_end_date,location,age_group,pathogen,mean,q0.025,q0.25,q0.5,q0.75,q0.975,retrospective
KIT-simple_nowcast,inc case,2023-01-08,2022-12-18,DE-BB,00+,pneumococcal_disease_survstat,8,8,8,8,8,8,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-11,DE-BB,00+,pneumococcal_disease_survstat,1,1,1,1,1,1,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-08,DE-BE,00+,pneumococcal_disease_survstat,26,22,23,25,28,34,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-01,DE-BE,00+,pneumococcal_disease_survstat,26,24,25,26,27,32,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-25,DE-BE,00+,pneumococcal_disease_survstat,13,12,12,13,14,17,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-18,DE-BE,00+,pneumococcal_disease_survstat,19,18,18,18,19,21,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-11,DE-BE,00+,pneumococcal_disease_survstat,20,20,20,20,21,23,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-08,DE-BW,00+,pneumococcal_disease_survstat,47,41,44,46,50,60,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-01,DE-BW,00+,pneumococcal_disease_survstat,38,35,35,35,38,57,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-25,DE-BW,00+,pneumococcal_disease_survstat,35,33,33,33,35,46,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-18,DE-BW,00+,pneumococcal_disease_survstat,26,25,25,25,26,32,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-11,DE-BW,00+,pneumococcal_disease_survstat,26,26,26,26,27,28,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-08,DE-BY,00+,pneumococcal_disease_survstat,62,54,56,60,66,83,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-01,DE-BY,00+,pneumococcal_disease_survstat,39,37,37,38,40,48,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-25,DE-BY,00+,pneumococcal_disease_survstat,36,35,35,35,37,42,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-18,DE-BY,00+,pneumococcal_disease_survstat,33,32,32,32,33,37,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-11,DE-BY,00+,pneumococcal_disease_survstat,21,21,21,21,21,24,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-08,DE-HB,00+,pneumococcal_disease_survstat,2,2,2,2,2,2,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-01,DE-HB,00+,pneumococcal_disease_survstat,7,7,7,7,7,7,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-25,DE-HB,00+,pneumococcal_disease_survstat,0,0,0,0,0,0,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-18,DE-HB,00+,pneumococcal_disease_survstat,1,1,1,1,1,1,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-11,DE-HB,00+,pneumococcal_disease_survstat,0,0,0,0,0,0,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-08,DE-HE,00+,pneumococcal_disease_survstat,29,24,26,28,30,38,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-01,DE-HE,00+,pneumococcal_disease_survstat,17,15,15,16,17,23,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-25,DE-HE,00+,pneumococcal_disease_survstat,17,16,16,16,16,25,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-18,DE-HE,00+,pneumococcal_disease_survstat,20,19,19,19,19,25,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-11,DE-HE,00+,pneumococcal_disease_survstat,9,9,9,9,9,11,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-08,DE-HH,00+,pneumococcal_disease_survstat,6,6,6,6,7,8,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-01,DE-HH,00+,pneumococcal_disease_survstat,11,11,11,11,11,11,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-25,DE-HH,00+,pneumococcal_disease_survstat,8,8,8,8,8,8,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-18,DE-HH,00+,pneumococcal_disease_survstat,4,4,4,4,4,4,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-11,DE-HH,00+,pneumococcal_disease_survstat,4,4,4,4,4,4,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-08,DE-MV,00+,pneumococcal_disease_survstat,9,8,8,8,9,13,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-01,DE-MV,00+,pneumococcal_disease_survstat,4,4,4,4,4,5,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-25,DE-MV,00+,pneumococcal_disease_survstat,6,6,6,6,6,6,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-18,DE-MV,00+,pneumococcal_disease_survstat,9,9,9,9,9,9,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-11,DE-MV,00+,pneumococcal_disease_survstat,6,6,6,6,6,6,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-08,DE-NI,00+,pneumococcal_disease_survstat,47,39,41,45,50,67,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-01,DE-NI,00+,pneumococcal_disease_survstat,22,21,21,21,22,25,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-25,DE-NI,00+,pneumococcal_disease_survstat,29,29,29,29,29,31,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-18,DE-NI,00+,pneumococcal_disease_survstat,23,23,23,23,23,23,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-11,DE-NI,00+,pneumococcal_disease_survstat,11,11,11,11,11,11,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-08,DE-NW,00+,pneumococcal_disease_survstat,96,89,94,96,99,105,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-01,DE-NW,00+,pneumococcal_disease_survstat,65,61,64,65,67,70,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-25,DE-NW,00+,pneumococcal_disease_survstat,69,66,68,69,71,74,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-18,DE-NW,00+,pneumococcal_disease_survstat,53,51,52,53,54,56,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-11,DE-NW,00+,pneumococcal_disease_survstat,43,42,42,42,43,45,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-08,DE-RP,00+,pneumococcal_disease_survstat,26,23,24,25,27,32,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-01,DE-RP,00+,pneumococcal_disease_survstat,12,11,11,11,12,13,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-25,DE-RP,00+,pneumococcal_disease_survstat,7,7,7,7,7,8,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-18,DE-RP,00+,pneumococcal_disease_survstat,14,14,14,14,14,14,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-11,DE-RP,00+,pneumococcal_disease_survstat,6,6,6,6,6,6,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-08,DE-SH,00+,pneumococcal_disease_survstat,14,9,11,13,16,22,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-01,DE-SH,00+,pneumococcal_disease_survstat,10,7,8,9,11,16,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-25,DE-SH,00+,pneumococcal_disease_survstat,7,5,5,6,8,13,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-18,DE-SH,00+,pneumococcal_disease_survstat,9,8,8,9,10,14,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-11,DE-SH,00+,pneumococcal_disease_survstat,4,4,4,4,4,6,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-08,DE-SL,00+,pneumococcal_disease_survstat,0,0,0,0,0,0,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-01,DE-SL,00+,pneumococcal_disease_survstat,3,3,3,3,3,3,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-25,DE-SL,00+,pneumococcal_disease_survstat,0,0,0,0,0,0,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-18,DE-SL,00+,pneumococcal_disease_survstat,0,0,0,0,0,0,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-11,DE-SL,00+,pneumococcal_disease_survstat,0,0,0,0,0,0,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-08,DE-SN,00+,pneumococcal_disease_survstat,63,45,52,60,70,98,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-01,DE-SN,00+,pneumococcal_disease_survstat,27,23,23,25,29,45,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-25,DE-SN,00+,pneumococcal_disease_survstat,29,26,26,27,30,43,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-18,DE-SN,00+,pneumococcal_disease_survstat,11,10,10,10,12,20,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-11,DE-SN,00+,pneumococcal_disease_survstat,20,19,19,19,20,25,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-08,DE-ST,00+,pneumococcal_disease_survstat,9,8,8,9,10,13,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-01,DE-ST,00+,pneumococcal_disease_survstat,11,11,11,11,11,11,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-25,DE-ST,00+,pneumococcal_disease_survstat,9,9,9,9,9,9,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-18,DE-ST,00+,pneumococcal_disease_survstat,9,9,9,9,9,9,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-11,DE-ST,00+,pneumococcal_disease_survstat,3,3,3,3,3,3,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-08,DE-TH,00+,pneumococcal_disease_survstat,6,6,6,6,6,6,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2023-01-01,DE-TH,00+,pneumococcal_disease_survstat,3,3,3,3,3,3,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-25,DE-TH,00+,pneumococcal_disease_survstat,3,3,3,3,3,3,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-18,DE-TH,00+,pneumococcal_disease_survstat,3,3,3,3,3,3,FALSE
KIT-simple_nowcast,inc case,2023-01-08,2022-12-11,DE-TH,00+,pneumococcal_disease_survstat,0,0,0,0,0,0,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE,00+,seasonal_influenza_survstat,48429,48429,48429,48429,48429,48429,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE,00+,seasonal_influenza_survstat,59588.704,59519,59555,59580,59613,59709,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE,00+,seasonal_influenza_survstat,52644.007,52540,52596,52638,52682,52784,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE,00+,seasonal_influenza_survstat,22330.193,22150,22243,22309,22393,22612,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE,00+,seasonal_influenza_survstat,14871.718,14091,14502,14798,15143,16114,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE,00-04,seasonal_influenza_survstat,5382,5382,5382,5382,5382,5382,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE,00-04,seasonal_influenza_survstat,6457.791,6447,6451,6456,6462,6478,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE,00-04,seasonal_influenza_survstat,5731.527,5635,5647,5666,5719,6218,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE,00-04,seasonal_influenza_survstat,2450.364,2366,2385,2406,2456,2786,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE,00-04,seasonal_influenza_survstat,1417.916,1321,1351,1380,1431,1735,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE,05-14,seasonal_influenza_survstat,12756,12756,12756,12756,12756,12756,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE,05-14,seasonal_influenza_survstat,12196.737,12177,12185,12193,12205,12238,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE,05-14,seasonal_influenza_survstat,6832.182,6751,6765,6781,6823,7293,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE,05-14,seasonal_influenza_survstat,1817.837,1761,1775,1793,1824,2040,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE,05-14,seasonal_influenza_survstat,866.151,796,815,836,877,1109,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE,15-34,seasonal_influenza_survstat,12992,12992,12992,12992,12992,12992,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE,15-34,seasonal_influenza_survstat,15797.91,15779,15786,15794,15805,15839,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE,15-34,seasonal_influenza_survstat,13703.984,13675,13684,13694,13709,13799,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE,15-34,seasonal_influenza_survstat,4466.628,4420,4437,4454,4480,4587,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE,15-34,seasonal_influenza_survstat,3810.611,2770,2916,3147,3742,8674,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE,35-59,seasonal_influenza_survstat,11310,11310,11310,11310,11310,11310,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE,35-59,seasonal_influenza_survstat,14802.564,14779,14788,14797,14811,14857,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE,35-59,seasonal_influenza_survstat,13660.261,13623,13640,13654,13675,13727,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE,35-59,seasonal_influenza_survstat,5147.941,5086,5111,5135,5171,5276,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE,35-59,seasonal_influenza_survstat,3656.62,3414,3493,3581,3740,4260,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE,60-79,seasonal_influenza_survstat,4148,4148,4148,4148,4148,4148,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE,60-79,seasonal_influenza_survstat,6790.551,6778,6782,6788,6795,6823,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE,60-79,seasonal_influenza_survstat,7983.173,7960,7971,7980,7992,8027,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE,60-79,seasonal_influenza_survstat,4886.86,4835,4857,4878,4905,4986,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE,60-79,seasonal_influenza_survstat,3390.642,3129,3217,3315,3470,4145,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE,80+,seasonal_influenza_survstat,1841,1841,1841,1841,1841,1841,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE,80+,seasonal_influenza_survstat,3534.315,3525,3529,3532,3537,3554,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE,80+,seasonal_influenza_survstat,4847.342,4832,4839,4845,4854,4876,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE,80+,seasonal_influenza_survstat,3590.485,3566,3578,3587,3599,3631,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE,80+,seasonal_influenza_survstat,2397.287,2318,2348,2378,2427,2590,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE-BB,00+,seasonal_influenza_survstat,2425,2425,2425,2425,2425,2425,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE-BB,00+,seasonal_influenza_survstat,3290.254,3289,3289,3289,3291,3297,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE-BB,00+,seasonal_influenza_survstat,2721.021,2713,2714,2716,2720,2772,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE-BB,00+,seasonal_influenza_survstat,959.638,950,952,955,960,991,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE-BB,00+,seasonal_influenza_survstat,570.169,546,550,555,566,668,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE-BE,00+,seasonal_influenza_survstat,1480,1480,1480,1480,1480,1480,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE-BE,00+,seasonal_influenza_survstat,2212.21,2211,2211,2211,2213,2218,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE-BE,00+,seasonal_influenza_survstat,2009.325,2006,2006,2007,2010,2025,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE-BE,00+,seasonal_influenza_survstat,1204.114,1198,1199,1201,1206,1226,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE-BE,00+,seasonal_influenza_survstat,683.314,551,558,571,624,1505,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE-BW,00+,seasonal_influenza_survstat,3923,3923,3923,3923,3923,3923,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE-BW,00+,seasonal_influenza_survstat,5139.29,5136,5136,5138,5140,5154,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE-BW,00+,seasonal_influenza_survstat,5082.097,5075,5076,5079,5083,5111,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE-BW,00+,seasonal_influenza_survstat,2773.282,2759,2763,2768,2777,2817,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE-BW,00+,seasonal_influenza_survstat,1676.042,1233,1252,1303,1503,4167,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE-BY,00+,seasonal_influenza_survstat,9693,9693,9693,9693,9693,9693,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE-BY,00+,seasonal_influenza_survstat,10710.419,10697,10699,10704,10715,10754,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE-BY,00+,seasonal_influenza_survstat,9689.351,9664,9671,9681,9698,9765,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE-BY,00+,seasonal_influenza_survstat,4427.195,4389,4400,4414,4439,4545,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE-BY,00+,seasonal_influenza_survstat,2462.422,2366,2390,2421,2488,2788,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE-HB,00+,seasonal_influenza_survstat,40,40,40,40,40,40,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE-HB,00+,seasonal_influenza_survstat,53.222,53,53,53,53,55,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE-HB,00+,seasonal_influenza_survstat,85.439,85,85,85,86,88,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE-HB,00+,seasonal_influenza_survstat,104.768,104,104,104,105,108,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE-HB,00+,seasonal_influenza_survstat,68.357,65,65,67,69,83,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE-HE,00+,seasonal_influenza_survstat,2038,2038,2038,2038,2038,2038,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE-HE,00+,seasonal_influenza_survstat,2263.265,2259,2259,2261,2265,2281,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE-HE,00+,seasonal_influenza_survstat,2290.862,2284,2286,2288,2293,2310,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE-HE,00+,seasonal_influenza_survstat,1161.901,1152,1155,1159,1165,1187,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE-HE,00+,seasonal_influenza_survstat,797.061,770,777,785,804,892,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE-HH,00+,seasonal_influenza_survstat,860,860,860,860,860,860,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE-HH,00+,seasonal_influenza_survstat,1082.781,1080,1080,1081,1084,1095,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE-HH,00+,seasonal_influenza_survstat,867.264,864,865,866,868,877,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE-HH,00+,seasonal_influenza_survstat,427.101,421,423,426,429,444,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE-HH,00+,seasonal_influenza_survstat,371.499,325,333,347,381,552,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE-MV,00+,seasonal_influenza_survstat,2677,2677,2677,2677,2677,2677,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE-MV,00+,seasonal_influenza_survstat,2891.379,2890,2890,2891,2892,2898,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE-MV,00+,seasonal_influenza_survstat,1975.981,1973,1973,1975,1977,1985,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE-MV,00+,seasonal_influenza_survstat,773.275,767,769,771,775,792,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE-MV,00+,seasonal_influenza_survstat,452.235,426,432,440,456,560,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE-NI,00+,seasonal_influenza_survstat,3200,3200,3200,3200,3200,3200,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE-NI,00+,seasonal_influenza_survstat,3701.366,3694,3695,3698,3704,3728,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE-NI,00+,seasonal_influenza_survstat,3757.358,3744,3748,3753,3762,3797,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE-NI,00+,seasonal_influenza_survstat,1497.525,1469,1477,1486,1505,1594,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE-NI,00+,seasonal_influenza_survstat,1134.584,938,972,1030,1181,1908,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE-NW,00+,seasonal_influenza_survstat,5554,5554,5554,5554,5554,5554,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE-NW,00+,seasonal_influenza_survstat,7389.029,7372,7375,7381,7395,7448,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE-NW,00+,seasonal_influenza_survstat,7621.94,7589,7598,7612,7635,7706,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE-NW,00+,seasonal_influenza_survstat,3015.408,2961,2979,2999,3033,3170,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE-NW,00+,seasonal_influenza_survstat,2357.905,2151,2192,2258,2404,3309,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE-RP,00+,seasonal_influenza_survstat,1400,1400,1400,1400,1400,1400,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE-RP,00+,seasonal_influenza_survstat,2382.98,2375,2376,2379,2386,2412,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE-RP,00+,seasonal_influenza_survstat,2472.084,2459,2463,2469,2477,2506,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE-RP,00+,seasonal_influenza_survstat,931.562,914,920,927,938,974,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE-RP,00+,seasonal_influenza_survstat,1090.155,1047,1058,1072,1101,1243,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE-SH,00+,seasonal_influenza_survstat,1111,1111,1111,1111,1111,1111,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE-SH,00+,seasonal_influenza_survstat,1316.094,1314,1314,1315,1317,1323,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE-SH,00+,seasonal_influenza_survstat,1089.608,1087,1087,1089,1091,1098,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE-SH,00+,seasonal_influenza_survstat,519.65,515,516,518,521,533,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE-SH,00+,seasonal_influenza_survstat,350.244,314,321,333,358,494,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE-SL,00+,seasonal_influenza_survstat,287,287,287,287,287,287,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE-SL,00+,seasonal_influenza_survstat,447.667,447,447,447,448,451,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE-SL,00+,seasonal_influenza_survstat,527.447,526,526,527,528,532,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE-SL,00+,seasonal_influenza_survstat,176.09,173,174,175,177,185,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE-SL,00+,seasonal_influenza_survstat,207.764,194,197,201,211,260,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE-SN,00+,seasonal_influenza_survstat,5504,5504,5504,5504,5504,5504,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE-SN,00+,seasonal_influenza_survstat,7865.708,7847,7850,7856,7871,7943,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE-SN,00+,seasonal_influenza_survstat,6647.674,6618,6627,6639,6658,6725,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE-SN,00+,seasonal_influenza_survstat,2510.161,2462,2479,2497,2525,2633,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE-SN,00+,seasonal_influenza_survstat,1732.185,1551,1593,1654,1785,2311,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE-ST,00+,seasonal_influenza_survstat,4113,4113,4113,4113,4113,4113,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE-ST,00+,seasonal_influenza_survstat,3813.414,3812,3812,3813,3814,3820,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE-ST,00+,seasonal_influenza_survstat,2840.935,2837,2838,2839,2842,2853,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE-ST,00+,seasonal_influenza_survstat,911.867,905,907,910,914,929,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE-ST,00+,seasonal_influenza_survstat,526.637,513,518,522,531,566,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-11,DE-TH,00+,seasonal_influenza_survstat,4202,4202,4202,4202,4202,4202,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-18,DE-TH,00+,seasonal_influenza_survstat,5096.928,5084,5086,5090,5100,5144,FALSE
KIT-KEW,inc case,2023-01-08,2022-12-25,DE-TH,00+,seasonal_influenza_survstat,3049.144,3028,3034,3042,3056,3106,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-01,DE-TH,00+,seasonal_influenza_survstat,938.74,901,913,926,951,1058,FALSE
KIT-KEW,inc case,2023-01-08,2023-01-08,DE-TH,00+,seasonal_influenza_survstat,839.53,656,691,754,871,1536,FALSE
KIT-epinowcast,inc case,2023-01-08,2022-12-18,DE,00+,seasonal_influenza_survstat,59478,59478,59478,59478,59478,59478,FALSE
KIT-epinowcast,inc case,2023-01-08,2022-12-25,DE,00+,seasonal_influenza_survstat,52551.038,52481.975,52519,52543,52575,52668.05,FALSE
KIT-epinowcast,inc case,2023-01-08,2023-01-01,DE,00+,seasonal_influenza_survstat,22334.264,22124,22227,22308,22415.25,22693.2,FALSE
KIT-epinowcast,inc case,2023-01-08,2023-01-08,DE,00+,seasonal_influenza_survstat,15100.767,14131.8,14564.75,14922.5,15424.75,17019.15,FALSE
MeanEnsemble,inc case,2023-01-08,2022-12-11,DE,00-04,seasonal_influenza_survstat,5402.5,5392,5394.5,5399,5406.5,5431,FALSE
