"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-simple_nowcast","inc case","2022-08-28","2022-08-28","DE","00-04","seasonal_influenza",18,15,16,17,19,22,FALSE
"9","KIT-simple_nowcast","inc case","2022-08-28","2022-08-21","DE","00-04","seasonal_influenza",17,16,16,16,17,19,FALSE
"17","KIT-simple_nowcast","inc case","2022-08-28","2022-08-14","DE","00-04","seasonal_influenza",11,11,11,11,12,13,FALSE
"25","KIT-simple_nowcast","inc case","2022-08-28","2022-08-07","DE","00-04","seasonal_influenza",4,4,4,4,5,6,FALSE
"33","KIT-simple_nowcast","inc case","2022-08-28","2022-07-31","DE","00-04","seasonal_influenza",15,15,15,15,15,17,FALSE
"41","KIT-simple_nowcast","inc case","2022-08-28","2022-08-28","DE","05-14","seasonal_influenza",19,16,18,19,20,24,FALSE
"49","KIT-simple_nowcast","inc case","2022-08-28","2022-08-21","DE","05-14","seasonal_influenza",21,20,20,21,22,24,FALSE
"57","KIT-simple_nowcast","inc case","2022-08-28","2022-08-14","DE","05-14","seasonal_influenza",23,22,22,23,23,25,FALSE
"65","KIT-simple_nowcast","inc case","2022-08-28","2022-08-07","DE","05-14","seasonal_influenza",24,23,23,23,24,26,FALSE
"73","KIT-simple_nowcast","inc case","2022-08-28","2022-07-31","DE","05-14","seasonal_influenza",12,11,11,11,12,14,FALSE
"81","KIT-simple_nowcast","inc case","2022-08-28","2022-08-28","DE","15-34","seasonal_influenza",163,143,153,161,170,193,FALSE
"89","KIT-simple_nowcast","inc case","2022-08-28","2022-08-21","DE","15-34","seasonal_influenza",138,126,130,135,142,163,FALSE
"97","KIT-simple_nowcast","inc case","2022-08-28","2022-08-14","DE","15-34","seasonal_influenza",112,102,106,110,116,132,FALSE
"105","KIT-simple_nowcast","inc case","2022-08-28","2022-08-07","DE","15-34","seasonal_influenza",118,109,113,116,121,133,FALSE
"113","KIT-simple_nowcast","inc case","2022-08-28","2022-07-31","DE","15-34","seasonal_influenza",103,96,100,102,106,113,FALSE
"121","KIT-simple_nowcast","inc case","2022-08-28","2022-08-28","DE","35-59","seasonal_influenza",45,39,42,45,48,56,FALSE
"129","KIT-simple_nowcast","inc case","2022-08-28","2022-08-21","DE","35-59","seasonal_influenza",31,28,29,30,32,39,FALSE
"137","KIT-simple_nowcast","inc case","2022-08-28","2022-08-14","DE","35-59","seasonal_influenza",21,18,19,20,22,29,FALSE
"145","KIT-simple_nowcast","inc case","2022-08-28","2022-08-07","DE","35-59","seasonal_influenza",17,14,15,16,19,26,FALSE
"153","KIT-simple_nowcast","inc case","2022-08-28","2022-07-31","DE","35-59","seasonal_influenza",35,31,32,34,36,43,FALSE
