"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-simple_nowcast","inc case","2022-10-16","2022-10-16","DE","00-04","seasonal_influenza",194,178,186,192,200,216,FALSE
"9","KIT-simple_nowcast","inc case","2022-10-16","2022-10-09","DE","00-04","seasonal_influenza",101,96,98,100,103,109,FALSE
"17","KIT-simple_nowcast","inc case","2022-10-16","2022-10-02","DE","00-04","seasonal_influenza",57,55,56,57,58,63,FALSE
"25","KIT-simple_nowcast","inc case","2022-10-16","2022-09-25","DE","00-04","seasonal_influenza",38,37,37,38,39,42,FALSE
"33","KIT-simple_nowcast","inc case","2022-10-16","2022-09-18","DE","00-04","seasonal_influenza",13,13,13,13,14,15,FALSE
"41","KIT-simple_nowcast","inc case","2022-10-16","2022-10-16","DE","05-14","seasonal_influenza",407,374,390,403,419,459,FALSE
"49","KIT-simple_nowcast","inc case","2022-10-16","2022-10-09","DE","05-14","seasonal_influenza",202,201,201,201,202,206,FALSE
"57","KIT-simple_nowcast","inc case","2022-10-16","2022-10-02","DE","05-14","seasonal_influenza",124,124,124,124,124,124,FALSE
"65","KIT-simple_nowcast","inc case","2022-10-16","2022-09-25","DE","05-14","seasonal_influenza",80,80,80,80,80,80,FALSE
"73","KIT-simple_nowcast","inc case","2022-10-16","2022-09-18","DE","05-14","seasonal_influenza",47,47,47,47,47,47,FALSE
"81","KIT-simple_nowcast","inc case","2022-10-16","2022-10-16","DE","15-34","seasonal_influenza",459,423,443,457,473,511,FALSE
"89","KIT-simple_nowcast","inc case","2022-10-16","2022-10-09","DE","15-34","seasonal_influenza",310,291,299,306,317,348,FALSE
"97","KIT-simple_nowcast","inc case","2022-10-16","2022-10-02","DE","15-34","seasonal_influenza",250,236,242,247,255,276,FALSE
"105","KIT-simple_nowcast","inc case","2022-10-16","2022-09-25","DE","15-34","seasonal_influenza",101,91,96,100,105,117,FALSE
"113","KIT-simple_nowcast","inc case","2022-10-16","2022-09-18","DE","15-34","seasonal_influenza",108,101,105,107,110,116,FALSE
"121","KIT-simple_nowcast","inc case","2022-10-16","2022-10-16","DE","35-59","seasonal_influenza",343,321,332,341,351,376,FALSE
"129","KIT-simple_nowcast","inc case","2022-10-16","2022-10-09","DE","35-59","seasonal_influenza",227,224,224,225,228,239,FALSE
"137","KIT-simple_nowcast","inc case","2022-10-16","2022-10-02","DE","35-59","seasonal_influenza",159,158,158,158,159,163,FALSE
"145","KIT-simple_nowcast","inc case","2022-10-16","2022-09-25","DE","35-59","seasonal_influenza",63,63,63,63,63,63,FALSE
"153","KIT-simple_nowcast","inc case","2022-10-16","2022-09-18","DE","35-59","seasonal_influenza",65,65,65,65,65,65,FALSE
"161","KIT-simple_nowcast","inc case","2022-10-16","2022-10-16","DE","60-79","seasonal_influenza",113,104,109,112,116,124,FALSE
"169","KIT-simple_nowcast","inc case","2022-10-16","2022-10-09","DE","60-79","seasonal_influenza",69,67,68,69,70,74,FALSE
"177","KIT-simple_nowcast","inc case","2022-10-16","2022-10-02","DE","60-79","seasonal_influenza",35,35,35,35,35,36,FALSE
"185","KIT-simple_nowcast","inc case","2022-10-16","2022-09-25","DE","60-79","seasonal_influenza",28,28,28,28,28,28,FALSE
"193","KIT-simple_nowcast","inc case","2022-10-16","2022-09-18","DE","60-79","seasonal_influenza",15,15,15,15,15,15,FALSE
"201","KIT-simple_nowcast","inc case","2022-10-16","2022-10-16","DE","80+","seasonal_influenza",39,36,38,39,40,44,FALSE
"209","KIT-simple_nowcast","inc case","2022-10-16","2022-10-09","DE","80+","seasonal_influenza",21,20,20,21,21,23,FALSE
"217","KIT-simple_nowcast","inc case","2022-10-16","2022-10-02","DE","80+","seasonal_influenza",16,16,16,16,16,17,FALSE
"225","KIT-simple_nowcast","inc case","2022-10-16","2022-09-25","DE","80+","seasonal_influenza",8,8,8,8,8,8,FALSE
"233","KIT-simple_nowcast","inc case","2022-10-16","2022-09-18","DE","80+","seasonal_influenza",7,7,7,7,7,7,FALSE
"241","KIT-simple_nowcast","inc case","2022-10-16","2022-10-16","DE","00+","seasonal_influenza",1558,1467,1519,1552,1591,1678,FALSE
"249","KIT-simple_nowcast","inc case","2022-10-16","2022-10-09","DE","00+","seasonal_influenza",934,903,917,929,946,990,FALSE
"257","KIT-simple_nowcast","inc case","2022-10-16","2022-10-02","DE","00+","seasonal_influenza",644,626,634,641,650,676,FALSE
"265","KIT-simple_nowcast","inc case","2022-10-16","2022-09-25","DE","00+","seasonal_influenza",320,309,315,319,324,338,FALSE
"273","KIT-simple_nowcast","inc case","2022-10-16","2022-09-18","DE","00+","seasonal_influenza",255,248,252,255,257,264,FALSE
"281","KIT-simple_nowcast","inc case","2022-10-16","2022-10-16","DE-BB","00+","seasonal_influenza",23,19,19,21,25,38,FALSE
"289","KIT-simple_nowcast","inc case","2022-10-16","2022-10-09","DE-BB","00+","seasonal_influenza",10,8,8,8,10,19,FALSE
"297","KIT-simple_nowcast","inc case","2022-10-16","2022-10-02","DE-BB","00+","seasonal_influenza",6,4,4,4,5,16,FALSE
"305","KIT-simple_nowcast","inc case","2022-10-16","2022-09-25","DE-BB","00+","seasonal_influenza",11,9,9,9,10,25,FALSE
"313","KIT-simple_nowcast","inc case","2022-10-16","2022-09-18","DE-BB","00+","seasonal_influenza",7,6,6,7,8,14,FALSE
"321","KIT-simple_nowcast","inc case","2022-10-16","2022-10-16","DE-BE","00+","seasonal_influenza",82,76,79,81,84,91,FALSE
"329","KIT-simple_nowcast","inc case","2022-10-16","2022-10-09","DE-BE","00+","seasonal_influenza",27,26,26,26,27,33,FALSE
"337","KIT-simple_nowcast","inc case","2022-10-16","2022-10-02","DE-BE","00+","seasonal_influenza",18,18,18,18,18,20,FALSE
"345","KIT-simple_nowcast","inc case","2022-10-16","2022-09-25","DE-BE","00+","seasonal_influenza",11,11,11,11,11,12,FALSE
"353","KIT-simple_nowcast","inc case","2022-10-16","2022-09-18","DE-BE","00+","seasonal_influenza",13,13,13,13,13,13,FALSE
"361","KIT-simple_nowcast","inc case","2022-10-16","2022-10-16","DE-BW","00+","seasonal_influenza",88,77,83,88,93,104,FALSE
"369","KIT-simple_nowcast","inc case","2022-10-16","2022-10-09","DE-BW","00+","seasonal_influenza",47,41,44,47,49,54,FALSE
"377","KIT-simple_nowcast","inc case","2022-10-16","2022-10-02","DE-BW","00+","seasonal_influenza",45,39,43,45,47,52,FALSE
"385","KIT-simple_nowcast","inc case","2022-10-16","2022-09-25","DE-BW","00+","seasonal_influenza",34,29,32,34,36,40,FALSE
