"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-simple_nowcast","inc case","2022-09-18","2022-09-18","DE","00-04","seasonal_influenza",13,10,11,13,14,18,FALSE
"9","KIT-simple_nowcast","inc case","2022-09-18","2022-09-11","DE","00-04","seasonal_influenza",19,18,18,19,20,23,FALSE
"17","KIT-simple_nowcast","inc case","2022-09-18","2022-09-04","DE","00-04","seasonal_influenza",18,17,17,18,18,21,FALSE
"25","KIT-simple_nowcast","inc case","2022-09-18","2022-08-28","DE","00-04","seasonal_influenza",18,17,17,17,18,20,FALSE
"33","KIT-simple_nowcast","inc case","2022-09-18","2022-08-21","DE","00-04","seasonal_influenza",16,16,16,16,17,18,FALSE
"41","KIT-simple_nowcast","inc case","2022-09-18","2022-09-18","DE","05-14","seasonal_influenza",53,46,50,53,56,63,FALSE
"49","KIT-simple_nowcast","inc case","2022-09-18","2022-09-11","DE","05-14","seasonal_influenza",58,55,57,58,60,64,FALSE
"57","KIT-simple_nowcast","inc case","2022-09-18","2022-09-04","DE","05-14","seasonal_influenza",26,25,25,26,27,29,FALSE
"65","KIT-simple_nowcast","inc case","2022-09-18","2022-08-28","DE","05-14","seasonal_influenza",19,18,18,18,19,21,FALSE
"73","KIT-simple_nowcast","inc case","2022-09-18","2022-08-21","DE","05-14","seasonal_influenza",20,20,20,20,21,22,FALSE
"81","KIT-simple_nowcast","inc case","2022-09-18","2022-09-18","DE","15-34","seasonal_influenza",116,98,108,114,122,140,FALSE
"89","KIT-simple_nowcast","inc case","2022-09-18","2022-09-11","DE","15-34","seasonal_influenza",110,96,101,107,116,143,FALSE
"97","KIT-simple_nowcast","inc case","2022-09-18","2022-09-04","DE","15-34","seasonal_influenza",142,129,134,139,146,168,FALSE
"105","KIT-simple_nowcast","inc case","2022-09-18","2022-08-28","DE","15-34","seasonal_influenza",158,149,153,157,162,176,FALSE
"113","KIT-simple_nowcast","inc case","2022-09-18","2022-08-21","DE","15-34","seasonal_influenza",135,130,132,134,137,142,FALSE
"121","KIT-simple_nowcast","inc case","2022-09-18","2022-09-18","DE","35-59","seasonal_influenza",73,65,69,72,76,85,FALSE
"129","KIT-simple_nowcast","inc case","2022-09-18","2022-09-11","DE","35-59","seasonal_influenza",56,51,52,54,58,67,FALSE
"137","KIT-simple_nowcast","inc case","2022-09-18","2022-09-04","DE","35-59","seasonal_influenza",51,47,48,49,52,61,FALSE
"145","KIT-simple_nowcast","inc case","2022-09-18","2022-08-28","DE","35-59","seasonal_influenza",47,44,45,46,48,54,FALSE
"153","KIT-simple_nowcast","inc case","2022-09-18","2022-08-21","DE","35-59","seasonal_influenza",31,28,29,30,32,36,FALSE
"161","KIT-simple_nowcast","inc case","2022-09-18","2022-09-18","DE","60-79","seasonal_influenza",18,14,16,17,19,23,FALSE
"169","KIT-simple_nowcast","inc case","2022-09-18","2022-09-11","DE","60-79","seasonal_influenza",24,22,23,24,25,27,FALSE
"177","KIT-simple_nowcast","inc case","2022-09-18","2022-09-04","DE","60-79","seasonal_influenza",21,19,20,20,21,24,FALSE
"185","KIT-simple_nowcast","inc case","2022-09-18","2022-08-28","DE","60-79","seasonal_influenza",16,14,14,15,16,19,FALSE
"193","KIT-simple_nowcast","inc case","2022-09-18","2022-08-21","DE","60-79","seasonal_influenza",17,16,16,17,18,22,FALSE
"201","KIT-simple_nowcast","inc case","2022-09-18","2022-09-18","DE","80+","seasonal_influenza",7,6,6,7,8,11,FALSE
"209","KIT-simple_nowcast","inc case","2022-09-18","2022-09-11","DE","80+","seasonal_influenza",5,4,4,5,6,8,FALSE
"217","KIT-simple_nowcast","inc case","2022-09-18","2022-09-04","DE","80+","seasonal_influenza",10,9,9,10,10,13,FALSE
"225","KIT-simple_nowcast","inc case","2022-09-18","2022-08-28","DE","80+","seasonal_influenza",7,6,6,6,7,9,FALSE
"233","KIT-simple_nowcast","inc case","2022-09-18","2022-08-21","DE","80+","seasonal_influenza",3,2,2,2,3,5,FALSE
"241","KIT-simple_nowcast","inc case","2022-09-18","2022-09-18","DE","00+","seasonal_influenza",277,249,265,275,287,313,FALSE
"249","KIT-simple_nowcast","inc case","2022-09-18","2022-09-11","DE","00+","seasonal_influenza",270,250,260,268,278,304,FALSE
"257","KIT-simple_nowcast","inc case","2022-09-18","2022-09-04","DE","00+","seasonal_influenza",265,250,257,263,271,290,FALSE
"265","KIT-simple_nowcast","inc case","2022-09-18","2022-08-28","DE","00+","seasonal_influenza",262,252,258,262,266,277,FALSE
"273","KIT-simple_nowcast","inc case","2022-09-18","2022-08-21","DE","00+","seasonal_influenza",221,214,218,221,224,231,FALSE
"281","KIT-simple_nowcast","inc case","2022-09-18","2022-09-18","DE-BB","00+","seasonal_influenza",11,5,5,7,13,39,FALSE
"289","KIT-simple_nowcast","inc case","2022-09-18","2022-09-11","DE-BB","00+","seasonal_influenza",27,22,22,22,24,69,FALSE
"297","KIT-simple_nowcast","inc case","2022-09-18","2022-09-04","DE-BB","00+","seasonal_influenza",10,8,8,8,9,28,FALSE
"305","KIT-simple_nowcast","inc case","2022-09-18","2022-08-28","DE-BB","00+","seasonal_influenza",10,9,9,9,9,20,FALSE
"313","KIT-simple_nowcast","inc case","2022-09-18","2022-08-21","DE-BB","00+","seasonal_influenza",11,11,11,11,11,12,FALSE
"321","KIT-simple_nowcast","inc case","2022-09-18","2022-09-18","DE-BE","00+","seasonal_influenza",15,13,13,14,15,19,FALSE
"329","KIT-simple_nowcast","inc case","2022-09-18","2022-09-11","DE-BE","00+","seasonal_influenza",12,11,11,11,12,14,FALSE
"337","KIT-simple_nowcast","inc case","2022-09-18","2022-09-04","DE-BE","00+","seasonal_influenza",10,10,10,10,10,11,FALSE
"345","KIT-simple_nowcast","inc case","2022-09-18","2022-08-28","DE-BE","00+","seasonal_influenza",15,15,15,15,15,16,FALSE
"353","KIT-simple_nowcast","inc case","2022-09-18","2022-08-21","DE-BE","00+","seasonal_influenza",12,12,12,12,12,12,FALSE
"361","KIT-simple_nowcast","inc case","2022-09-18","2022-09-18","DE-BW","00+","seasonal_influenza",17,13,14,16,19,28,FALSE
"369","KIT-simple_nowcast","inc case","2022-09-18","2022-09-11","DE-BW","00+","seasonal_influenza",19,15,16,17,20,29,FALSE
"377","KIT-simple_nowcast","inc case","2022-09-18","2022-09-04","DE-BW","00+","seasonal_influenza",15,12,13,14,17,24,FALSE
"385","KIT-simple_nowcast","inc case","2022-09-18","2022-08-28","DE-BW","00+","seasonal_influenza",17,14,15,16,18,25,FALSE
"393","KIT-simple_nowcast","inc case","2022-09-18","2022-08-21","DE-BW","00+","seasonal_influenza",30,27,28,29,31,37,FALSE
"401","KIT-simple_nowcast","inc case","2022-09-18","2022-09-18","DE-BY","00+","seasonal_influenza",62,57,60,62,64,70,FALSE
"409","KIT-simple_nowcast","inc case","2022-09-18","2022-09-11","DE-BY","00+","seasonal_influenza",43,41,42,43,44,47,FALSE
"417","KIT-simple_nowcast","inc case","2022-09-18","2022-09-04","DE-BY","00+","seasonal_influenza",60,58,59,59,60,63,FALSE
"425","KIT-simple_nowcast","inc case","2022-09-18","2022-08-28","DE-BY","00+","seasonal_influenza",65,64,64,65,66,68,FALSE
"433","KIT-simple_nowcast","inc case","2022-09-18","2022-08-21","DE-BY","00+","seasonal_influenza",34,33,33,34,34,36,FALSE
"441","KIT-simple_nowcast","inc case","2022-09-18","2022-09-18","DE-HB","00+","seasonal_influenza",2,2,2,2,2,2,FALSE
"449","KIT-simple_nowcast","inc case","2022-09-18","2022-09-11","DE-HB","00+","seasonal_influenza",0,0,0,0,0,0,FALSE
"457","KIT-simple_nowcast","inc case","2022-09-18","2022-09-04","DE-HB","00+","seasonal_influenza",0,0,0,0,0,0,FALSE
"465","KIT-simple_nowcast","inc case","2022-09-18","2022-08-28","DE-HB","00+","seasonal_influenza",1,1,1,1,1,1,FALSE
"473","KIT-simple_nowcast","inc case","2022-09-18","2022-08-21","DE-HB","00+","seasonal_influenza",2,2,2,2,2,2,FALSE
"481","KIT-simple_nowcast","inc case","2022-09-18","2022-09-18","DE-HE","00+","seasonal_influenza",13,11,12,13,14,18,FALSE
"489","KIT-simple_nowcast","inc case","2022-09-18","2022-09-11","DE-HE","00+","seasonal_influenza",14,13,13,14,15,20,FALSE
"497","KIT-simple_nowcast","inc case","2022-09-18","2022-09-04","DE-HE","00+","seasonal_influenza",11,10,10,10,11,16,FALSE
"505","KIT-simple_nowcast","inc case","2022-09-18","2022-08-28","DE-HE","00+","seasonal_influenza",11,10,10,10,11,14,FALSE
"513","KIT-simple_nowcast","inc case","2022-09-18","2022-08-21","DE-HE","00+","seasonal_influenza",7,7,7,7,7,10,FALSE
"521","KIT-simple_nowcast","inc case","2022-09-18","2022-09-18","DE-HH","00+","seasonal_influenza",10,6,8,9,11,17,FALSE
"529","KIT-simple_nowcast","inc case","2022-09-18","2022-09-11","DE-HH","00+","seasonal_influenza",10,8,9,10,12,16,FALSE
"537","KIT-simple_nowcast","inc case","2022-09-18","2022-09-04","DE-HH","00+","seasonal_influenza",14,12,12,14,16,22,FALSE
"545","KIT-simple_nowcast","inc case","2022-09-18","2022-08-28","DE-HH","00+","seasonal_influenza",16,14,14,14,16,29,FALSE
"553","KIT-simple_nowcast","inc case","2022-09-18","2022-08-21","DE-HH","00+","seasonal_influenza",22,20,20,20,21,37,FALSE
"561","KIT-simple_nowcast","inc case","2022-09-18","2022-09-18","DE-MV","00+","seasonal_influenza",7,5,5,5,7,21,FALSE
